drug pair    DDICorpus2011    KEGG
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00990    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00531-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [('http://rest.kegg.jp/ddi/D00506\r', None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00280    [(None, None)]    [('http://rest.kegg.jp/ddi/D00303\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB01032-http://bio2rdf.org/drugbank:DB00415    [(None, None)]    [('http://rest.kegg.jp/ddi/D00204\r', None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00996    [(None, None)]    [('http://rest.kegg.jp/ddi/D00295\r', None)]
http://bio2rdf.org/drugbank:DB00897-http://bio2rdf.org/drugbank:DB01232    [(None, None)]    [('http://rest.kegg.jp/ddi/D00387\r', None)]
http://bio2rdf.org/drugbank:DB00559-http://bio2rdf.org/drugbank:DB01076    [(None, None)]    [('http://rest.kegg.jp/ddi/D01227\r', None)]
http://bio2rdf.org/drugbank:DB00201-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [('http://rest.kegg.jp/ddi/D00506\r', None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB01100    [(None, None)]    [('http://rest.kegg.jp/ddi/D00276\r', None)]
http://bio2rdf.org/drugbank:DB01032-http://bio2rdf.org/drugbank:DB00495    [(None, None)]    [('http://rest.kegg.jp/ddi/D00413\r', None)]
http://bio2rdf.org/drugbank:DB00531-http://bio2rdf.org/drugbank:DB00437    [(None, None)]    [('http://rest.kegg.jp/ddi/D00224\r', None)]
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB00887    [(None, None)]    [('http://rest.kegg.jp/ddi/D00141\r', None)]
http://bio2rdf.org/drugbank:DB00727-http://bio2rdf.org/drugbank:DB00435    [(None, None)]    [('http://rest.kegg.jp/ddi/D00074\r', None)]
http://bio2rdf.org/drugbank:DB00736-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00298\r', None)]
http://bio2rdf.org/drugbank:DB00424-http://bio2rdf.org/drugbank:DB00502    [(None, None)]    [('http://rest.kegg.jp/ddi/D00136\r', None)]
http://bio2rdf.org/drugbank:DB00537-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [('http://rest.kegg.jp/ddi/D00186\r', None)]
http://bio2rdf.org/drugbank:DB00945-http://bio2rdf.org/drugbank:DB00812    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB01232    [(None, None)]    [('http://rest.kegg.jp/ddi/D00107\r', None)]
http://bio2rdf.org/drugbank:DB00898-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [('http://rest.kegg.jp/ddi/D00068\r', None)]
http://bio2rdf.org/drugbank:DB00404-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00225\r', None)]
http://bio2rdf.org/drugbank:DB00987-http://bio2rdf.org/drugbank:DB01099    [(None, None)]    [('http://rest.kegg.jp/ddi/D00168\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01215    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00640-http://bio2rdf.org/drugbank:DB00975    [(None, None)]    [('http://rest.kegg.jp/ddi/D00045\r', None)]
http://bio2rdf.org/drugbank:DB00529-http://bio2rdf.org/drugbank:DB00681    [(None, None)]    [('http://rest.kegg.jp/ddi/D00203\r', None)]
http://bio2rdf.org/drugbank:DB00669-http://bio2rdf.org/drugbank:DB00715    [(None, None)]    [('http://rest.kegg.jp/ddi/D00451\r', None)]
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB00564    [(None, None)]    [('http://rest.kegg.jp/ddi/D00252\r', None)]
http://bio2rdf.org/drugbank:DB00206-http://bio2rdf.org/drugbank:DB00612    [(None, None)]    [('http://rest.kegg.jp/ddi/D00197\r', None)]
http://bio2rdf.org/drugbank:DB00415-http://bio2rdf.org/drugbank:DB00437    [(None, None)]    [('http://rest.kegg.jp/ddi/D00204\r', None)]
http://bio2rdf.org/drugbank:DB00795-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00298\r', None)]
http://bio2rdf.org/drugbank:DB00448-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [('http://rest.kegg.jp/ddi/D00355\r', None)]
http://bio2rdf.org/drugbank:DB00612-http://bio2rdf.org/drugbank:DB00661    [(None, None)]    [('http://rest.kegg.jp/ddi/D02342\r', None)]
http://bio2rdf.org/drugbank:DB00390-http://bio2rdf.org/drugbank:DB00872    [(None, None)]    [('http://rest.kegg.jp/ddi/D00298\r', None)]
http://bio2rdf.org/drugbank:DB00612-http://bio2rdf.org/drugbank:DB00575    [(None, None)]    [('http://rest.kegg.jp/ddi/D00281\r', None)]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB00136    [(None, None)]    [('http://rest.kegg.jp/ddi/D00129\r', None)]
http://bio2rdf.org/drugbank:DB00951-http://bio2rdf.org/drugbank:DB00313    [(None, None)]    [('http://rest.kegg.jp/ddi/D00346\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00897    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB00559-http://bio2rdf.org/drugbank:DB00641    [(None, None)]    [('http://rest.kegg.jp/ddi/D00434\r', None)]
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB01240    [(None, None)]    [('http://rest.kegg.jp/ddi/D00106\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00564    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB00068-http://bio2rdf.org/drugbank:DB01435    [(None, None)]    [('http://rest.kegg.jp/ddi/D00746\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB00266    [(None, None)]    [('http://rest.kegg.jp/ddi/D00224\r', None)]
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB01361    [(None, None)]    [('http://rest.kegg.jp/ddi/D00320\r', None)]
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB00559    [(None, None)]    [('http://rest.kegg.jp/ddi/D00107\r', None)]
http://bio2rdf.org/drugbank:DB00477-http://bio2rdf.org/drugbank:DB00368    [(None, None)]    [('http://rest.kegg.jp/ddi/D00076\r', None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB01059    [(None, None)]    [('http://rest.kegg.jp/ddi/D00184\r', None)]
http://bio2rdf.org/drugbank:DB01032-http://bio2rdf.org/drugbank:DB00233    [(None, None)]    [('http://rest.kegg.jp/ddi/D00162\r', None)]
http://bio2rdf.org/drugbank:DB00467-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [('http://rest.kegg.jp/ddi/D00310\r', None)]
http://bio2rdf.org/drugbank:DB00734-http://bio2rdf.org/drugbank:DB01235    [(None, None)]    [('http://rest.kegg.jp/ddi/D00059\r', None)]
http://bio2rdf.org/drugbank:DB00559-http://bio2rdf.org/drugbank:DB01016    [(None, None)]    [('http://rest.kegg.jp/ddi/D00336\r', None)]
http://bio2rdf.org/drugbank:DB00897-http://bio2rdf.org/drugbank:DB00897    [(None, None)]    [('http://rest.kegg.jp/ddi/D00387\r', None)]
http://bio2rdf.org/drugbank:DB00951-http://bio2rdf.org/drugbank:DB00316    [(None, None)]    [('http://rest.kegg.jp/ddi/D00217\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00813    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB00715    [(None, None)]    [('http://rest.kegg.jp/ddi/D00283\r', None)]
http://bio2rdf.org/drugbank:DB00609-http://bio2rdf.org/drugbank:DB00951    [(None, None)]    [('http://rest.kegg.jp/ddi/D00346\r', None)]
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB00368    [(None, None)]    [('http://rest.kegg.jp/ddi/D00076\r', None)]
http://bio2rdf.org/drugbank:DB00559-http://bio2rdf.org/drugbank:DB00227    [(None, None)]    [('http://rest.kegg.jp/ddi/D00359\r', None)]
http://bio2rdf.org/drugbank:DB00759-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00201\r', None)]
http://bio2rdf.org/drugbank:DB00749-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB00784-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01215    [(None, None)]    [('http://rest.kegg.jp/ddi/D00311\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00363    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB00736-http://bio2rdf.org/drugbank:DB01211    [(None, None)]    [('http://rest.kegg.jp/ddi/D00276\r', None)]
http://bio2rdf.org/drugbank:DB00951-http://bio2rdf.org/drugbank:DB00564    [(None, None)]    [('http://rest.kegg.jp/ddi/D00252\r', None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00604    [(None, None)]    [('http://rest.kegg.jp/ddi/D00274\r', None)]
http://bio2rdf.org/drugbank:DB00736-http://bio2rdf.org/drugbank:DB00829    [(None, None)]    [('http://rest.kegg.jp/ddi/D00293\r', None)]
http://bio2rdf.org/drugbank:DB00668-http://bio2rdf.org/drugbank:DB01159    [(None, None)]    [('http://rest.kegg.jp/ddi/D00095\r', None)]
http://bio2rdf.org/drugbank:DB01032-http://bio2rdf.org/drugbank:DB00535    [(None, None)]    [('http://rest.kegg.jp/ddi/D00475\r', None)]
http://bio2rdf.org/drugbank:DB00238-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [('http://rest.kegg.jp/ddi/D00351\r', None)]
http://bio2rdf.org/drugbank:DB00822-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [('http://rest.kegg.jp/ddi/D00068\r', None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [('http://rest.kegg.jp/ddi/D00351\r', None)]
http://bio2rdf.org/drugbank:DB01059-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [('http://rest.kegg.jp/ddi/D00210\r', None)]
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB00672    [(None, None)]    [('http://rest.kegg.jp/ddi/D00224\r', None)]
http://bio2rdf.org/drugbank:DB00543-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [('http://rest.kegg.jp/ddi/D00068\r', None)]
http://bio2rdf.org/drugbank:DB00640-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [('http://rest.kegg.jp/ddi/D00045\r', None)]
http://bio2rdf.org/drugbank:DB01242-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [('http://rest.kegg.jp/ddi/D00512\r', None)]
http://bio2rdf.org/drugbank:DB01067-http://bio2rdf.org/drugbank:DB00196    [(None, None)]    [('http://rest.kegg.jp/ddi/D00322\r', None)]
http://bio2rdf.org/drugbank:DB00861-http://bio2rdf.org/drugbank:DB00563    [(None, None)]    [('http://rest.kegg.jp/ddi/D00130\r', None)]
http://bio2rdf.org/drugbank:DB00820-http://bio2rdf.org/drugbank:DB00224    [(None, None)]    [('http://rest.kegg.jp/ddi/D02008\r', None)]
http://bio2rdf.org/drugbank:DB01170-http://bio2rdf.org/drugbank:DB00612    [(None, None)]    [('http://rest.kegg.jp/ddi/D02237\r', None)]
http://bio2rdf.org/drugbank:DB00986-http://bio2rdf.org/drugbank:DB00761    [(None, None)]    [('http://rest.kegg.jp/ddi/D00540\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01232    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB01232    [(None, None)]    [('http://rest.kegg.jp/ddi/D00320\r', None)]
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB01104    [(None, None)]    [('http://rest.kegg.jp/ddi/D00283\r', None)]
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB01033    [(None, None)]    [('http://rest.kegg.jp/ddi/D00224\r', None)]
http://bio2rdf.org/drugbank:DB00567-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [('http://rest.kegg.jp/ddi/D00263\r', None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00544    [(None, None)]    [('http://rest.kegg.jp/ddi/D00512\r', None)]
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB00993    [(None, None)]    [('http://rest.kegg.jp/ddi/D00224\r', None)]
http://bio2rdf.org/drugbank:DB00537-http://bio2rdf.org/drugbank:DB00201    [(None, None)]    [('http://rest.kegg.jp/ddi/D00186\r', None)]
http://bio2rdf.org/drugbank:DB00640-http://bio2rdf.org/drugbank:DB00201    [(None, None)]    [('http://rest.kegg.jp/ddi/D00045\r', None)]
http://bio2rdf.org/drugbank:DB01032-http://bio2rdf.org/drugbank:DB00563    [(None, None)]    [('http://rest.kegg.jp/ddi/D00142\r', None)]
http://bio2rdf.org/drugbank:DB01073-http://bio2rdf.org/drugbank:DB00552    [(None, None)]    [('http://rest.kegg.jp/ddi/D00155\r', None)]
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00141\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00619    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00537-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [('http://rest.kegg.jp/ddi/D00184\r', None)]
http://bio2rdf.org/drugbank:DB00945-http://bio2rdf.org/drugbank:DB00533    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00612    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [('http://rest.kegg.jp/ddi/D00320\r', None)]
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB00224-http://bio2rdf.org/drugbank:DB00238    [(None, None)]    [('http://rest.kegg.jp/ddi/D00435\r', None)]
http://bio2rdf.org/drugbank:DB00363-http://bio2rdf.org/drugbank:DB00572    [(None, None)]    [('http://rest.kegg.jp/ddi/D00113\r', None)]
http://bio2rdf.org/drugbank:DB00921-http://bio2rdf.org/drugbank:DB00921    [(None, None)]    [('http://rest.kegg.jp/ddi/D07132\r', None)]
http://bio2rdf.org/drugbank:DB00316-http://bio2rdf.org/drugbank:DB00619    [(None, None)]    [('http://rest.kegg.jp/ddi/D00217\r', None)]
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [('http://rest.kegg.jp/ddi/D00068\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB00990    [(None, None)]    [('http://rest.kegg.jp/ddi/D00506\r', None)]
http://bio2rdf.org/drugbank:DB00404-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [('http://rest.kegg.jp/ddi/D00068\r', None)]
http://bio2rdf.org/drugbank:DB00201-http://bio2rdf.org/drugbank:DB00201    [(None, None)]    [('http://rest.kegg.jp/ddi/D00528\r', None)]
http://bio2rdf.org/drugbank:DB00945-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [('http://rest.kegg.jp/ddi/D00506\r', None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01198    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB01115    [(None, None)]    [('http://rest.kegg.jp/ddi/D00295\r', None)]
http://bio2rdf.org/drugbank:DB00681-http://bio2rdf.org/drugbank:DB00741    [(None, None)]    [('http://rest.kegg.jp/ddi/D00088\r', None)]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB01232    [(None, None)]    [('http://rest.kegg.jp/ddi/D00429\r', None)]
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB00900    [(None, None)]    [('http://rest.kegg.jp/ddi/D00224\r', None)]
http://bio2rdf.org/drugbank:DB00277-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [('http://rest.kegg.jp/ddi/D00371\r', None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00990    [(None, None)]    [('http://rest.kegg.jp/ddi/D00512\r', None)]
http://bio2rdf.org/drugbank:DB00302-http://bio2rdf.org/drugbank:DB00036    [(None, None)]    [('http://rest.kegg.jp/ddi/D00172\r', None)]
http://bio2rdf.org/drugbank:DB00811-http://bio2rdf.org/drugbank:DB00900    [(None, None)]    [('http://rest.kegg.jp/ddi/D00296\r', None)]
http://bio2rdf.org/drugbank:DB00238-http://bio2rdf.org/drugbank:DB01045    [(None, None)]    [('http://rest.kegg.jp/ddi/D00211\r', None)]
http://bio2rdf.org/drugbank:DB00945-http://bio2rdf.org/drugbank:DB00482    [(None, None)]    [('http://rest.kegg.jp/ddi/D00109\r', None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [('http://rest.kegg.jp/ddi/D00184\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00455    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB00636-http://bio2rdf.org/drugbank:DB01124    [(None, None)]    [('http://rest.kegg.jp/ddi/D00279\r', None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [('http://rest.kegg.jp/ddi/D00295\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00864    [(None, None)]    [('http://rest.kegg.jp/ddi/D00107\r', None)]
http://bio2rdf.org/drugbank:DB00900-http://bio2rdf.org/drugbank:DB01004    [(None, None)]    [('http://rest.kegg.jp/ddi/D00296\r', None)]
http://bio2rdf.org/drugbank:DB00669-http://bio2rdf.org/drugbank:DB01104    [(None, None)]    [('http://rest.kegg.jp/ddi/D00451\r', None)]
http://bio2rdf.org/drugbank:DB00788-http://bio2rdf.org/drugbank:DB00563    [(None, None)]    [('http://rest.kegg.jp/ddi/D00118\r', None)]
http://bio2rdf.org/drugbank:DB01100-http://bio2rdf.org/drugbank:DB01232    [(None, None)]    [('http://rest.kegg.jp/ddi/D00429\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00683    [(None, None)]    [('http://rest.kegg.jp/ddi/D00140\r', None)]
http://bio2rdf.org/drugbank:DB01410-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [('http://rest.kegg.jp/ddi/D00351\r', None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00313    [(None, None)]    [('http://rest.kegg.jp/ddi/D00399\r', None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [('http://rest.kegg.jp/ddi/D00276\r', None)]
http://bio2rdf.org/drugbank:DB01016-http://bio2rdf.org/drugbank:DB00537    [(None, None)]    [('http://rest.kegg.jp/ddi/D00186\r', None)]
http://bio2rdf.org/drugbank:DB01032-http://bio2rdf.org/drugbank:DB00788    [(None, None)]    [('http://rest.kegg.jp/ddi/D00118\r', None)]
http://bio2rdf.org/drugbank:DB01032-http://bio2rdf.org/drugbank:DB00787    [(None, None)]    [('http://rest.kegg.jp/ddi/D00222\r', None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00136    [(None, None)]    [('http://rest.kegg.jp/ddi/D00129\r', None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00476    [(None, None)]    [('http://rest.kegg.jp/ddi/D01179\r', None)]
