CODE,RXCUI2,STR,RELA,RXCUI1,STR
4034627,1033889,AMLODIPINE/PERINDOPRIL,has_part,54552,PERINDOPRIL
4022149,103990,CARBIDOPA/LEVODOPA,has_part,2019,CARBIDOPA
4022149,103990,CARBIDOPA/LEVODOPA,has_part,6375,Levodopa
4030492,1040053,DEXTROMETHORPHAN/QUINIDINE,has_part,3289,DEXTROMETHORPHAN
4030492,1040053,DEXTROMETHORPHAN/QUINIDINE,has_part,9068,QUINIDINE
4030303,1043562,METFORMIN/SAXAGLIPTIN,has_part,6809,Metformin
4030303,1043562,METFORMIN/SAXAGLIPTIN,has_part,857974,saxagliptin
4030496,1050797,ALISKIREN/AMLODIPINE/HYDROCHLOROTHIAZIDE,has_part,17767,AMLODIPINE
4030496,1050797,ALISKIREN/AMLODIPINE/HYDROCHLOROTHIAZIDE,has_part,325646,aliskiren
4030496,1050797,ALISKIREN/AMLODIPINE/HYDROCHLOROTHIAZIDE,has_part,5487,Hydrochlorothiazide
4022530,106732,CLEMASTINE/PHENYLPROPANOLAMINE,has_part,2578,CLEMASTINE
4022530,106732,CLEMASTINE/PHENYLPROPANOLAMINE,has_part,8175,PHENYLPROPANOLAMINE
4022457,106876,ISONIAZID/RIFAMPIN,has_part,6038,Isoniazid
4022457,106876,ISONIAZID/RIFAMPIN,has_part,9384,RIFAMPIN
4022542,106928,BETAMETHASONE/CLOTRIMAZOLE,has_part,1514,BETAMETHASONE
4022542,106928,BETAMETHASONE/CLOTRIMAZOLE,has_part,2623,CLOTRIMAZOLE
4022225,106955,HYDROCORTISONE/PRAMOXINE,has_part,34347,PRAMOXINE
4022225,106955,HYDROCORTISONE/PRAMOXINE,has_part,5492,Hydrocortisone
4022474,106960,CHLORAMPHENICOL/HYDROCORTISONE,has_part,2348,"chloramphenicol ophthalmic"
4022474,106960,CHLORAMPHENICOL/HYDROCORTISONE,has_part,5492,Hydrocortisone
4022188,106963,HYDROCORTISONE/NEOMYCIN,has_part,5492,Hydrocortisone
4022188,106963,HYDROCORTISONE/NEOMYCIN,has_part,7299,Neomycin
4022242,106964,HYDROCORTISONE/LIDOCAINE,has_part,5492,Hydrocortisone
4022242,106964,HYDROCORTISONE/LIDOCAINE,has_part,6387,Lidocaine
4022459,106986,HYDROCORTISONE/OXYTETRACYCLINE,has_part,5492,Hydrocortisone
4022459,106986,HYDROCORTISONE/OXYTETRACYCLINE,has_part,7821,OXYTETRACYCLINE
4022429,106987,CLIOQUINOL/HYDROCORTISONE,has_part,5492,Hydrocortisone
4022429,106987,CLIOQUINOL/HYDROCORTISONE,has_part,5942,Clioquinol
4022191,107005,METHYLPREDNISOLONE/NEOMYCIN,has_part,6902,METHYLPREDNISOLONE
4022191,107005,METHYLPREDNISOLONE/NEOMYCIN,has_part,7299,Neomycin
4022100,107011,NYSTATIN/TRIAMCINOLONE,has_part,10759,TRIAMCINOLONE
4022100,107011,NYSTATIN/TRIAMCINOLONE,has_part,7597,"Nystatin Vaginal"
4022477,107602,EPINEPHRINE/LIDOCAINE,has_part,3992,Epinephrine
4022477,107602,EPINEPHRINE/LIDOCAINE,has_part,6387,Lidocaine
4022234,107606,BUPIVACAINE/EPINEPHRINE,has_part,1815,BUPIVACAINE
4022234,107606,BUPIVACAINE/EPINEPHRINE,has_part,3992,Epinephrine
4023567,108038,ACETAMINOPHEN/CAFFEINE,has_part,161,Acetaminophen
4023567,108038,ACETAMINOPHEN/CAFFEINE,has_part,1886,CAFFEINE
4022108,10831,SULFAMETHOXAZOLE/TRIMETHOPRIM,has_part,10180,SULFAMETHOXAZOLE
4022108,10831,SULFAMETHOXAZOLE/TRIMETHOPRIM,has_part,10829,TRIMETHOPRIM
4033996,1094890,"LIDOCAINE/MENTHOL/METHYL SALICYLATE",has_part,29787,"METHYL SALICYLATE"
4033996,1094890,"LIDOCAINE/MENTHOL/METHYL SALICYLATE",has_part,6387,Lidocaine
4033996,1094890,"LIDOCAINE/MENTHOL/METHYL SALICYLATE",has_part,6750,MENTHOL
4030732,1100065,FAMOTIDINE/IBUPROFEN,has_part,4278,Famotidine
4030732,1100065,FAMOTIDINE/IBUPROFEN,has_part,5640,Ibuprofen
4030655,1111420,ASPIRIN/CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,has_part,1191,ASPIRIN
4030655,1111420,ASPIRIN/CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,has_part,2400,Chlorphenamine
4030655,1111420,ASPIRIN/CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,has_part,3289,DEXTROMETHORPHAN
4030655,1111420,ASPIRIN/CHLORPHENIRAMINE/DEXTROMETHORPHAN/PHENYLEPHRINE,has_part,8163,PHENYLEPHRINE
4022519,113588,ERYTHROMYCIN/SULFISOXAZOLE,has_part,10207,SULFISOXAZOLE
4022519,113588,ERYTHROMYCIN/SULFISOXAZOLE,has_part,4053,"Erythromycin base"
4022354,113931,CLAVULANATE/TICARCILLIN,has_part,10591,TICARCILLIN
4022354,113931,CLAVULANATE/TICARCILLIN,has_part,48203,Clavulanate
4031613,1188531,CHLORPHENIRAMINE/CHLOPHEDIANOL/PSEUDOEPHEDRINE,has_part,21254,chlophedianol
4031613,1188531,CHLORPHENIRAMINE/CHLOPHEDIANOL/PSEUDOEPHEDRINE,has_part,2400,Chlorphenamine
4031613,1188531,CHLORPHENIRAMINE/CHLOPHEDIANOL/PSEUDOEPHEDRINE,has_part,8896,"(1S,2S)-2-methylamino-1-phenyl-propan-1-ol"
4030988,1189074,DIPHENHYDRAMINE/HYDROCORTISONE/NYSTATIN/TETRACYCLINE,has_part,10395,TETRACYCLINE
4030988,1189074,DIPHENHYDRAMINE/HYDROCORTISONE/NYSTATIN/TETRACYCLINE,has_part,3498,Diphenhydramine
4030988,1189074,DIPHENHYDRAMINE/HYDROCORTISONE/NYSTATIN/TETRACYCLINE,has_part,5492,Hydrocortisone
4030988,1189074,DIPHENHYDRAMINE/HYDROCORTISONE/NYSTATIN/TETRACYCLINE,has_part,7597,"Nystatin Vaginal"
4031115,1189803,SIMVASTATIN/SITAGLIPTIN,has_part,36567,SIMVASTATIN
4031115,1189803,SIMVASTATIN/SITAGLIPTIN,has_part,593411,sitagliptin
4031537,1235143,AZILSARTAN/CHLORTHALIDONE,has_part,1091643,azilsartan
4031537,1235143,AZILSARTAN/CHLORTHALIDONE,has_part,2409,CHLORTHALIDONE
4031408,1243019,LINAGLIPTIN/METFORMIN,has_part,1100699,Linagliptin
4031408,1243019,LINAGLIPTIN/METFORMIN,has_part,6809,Metformin
4032474,1248066,DIPHENHYDRAMINE/HYDROCORTISONE/NYSTATIN,has_part,3498,Diphenhydramine
4032474,1248066,DIPHENHYDRAMINE/HYDROCORTISONE/NYSTATIN,has_part,5492,Hydrocortisone
4032474,1248066,DIPHENHYDRAMINE/HYDROCORTISONE/NYSTATIN,has_part,7597,"Nystatin Vaginal"
4034291,1250666,ACYCLOVIR/LIDOCAINE,has_part,281,ACYCLOVIR
4034291,1250666,ACYCLOVIR/LIDOCAINE,has_part,6387,Lidocaine
4031569,1291859,AZELASTINE/FLUTICASONE,has_part,18603,azelastine
4031569,1291859,AZELASTINE/FLUTICASONE,has_part,41126,FLUTICASONE
4031616,1302826,PHENTERMINE/TOPIRAMATE,has_part,38404,TOPIRAMATE
4031616,1302826,PHENTERMINE/TOPIRAMATE,has_part,8152,PHENTERMINE
4022470,135095,ASPIRIN/CODEINE,has_part,1191,ASPIRIN
4022470,135095,ASPIRIN/CODEINE,has_part,2670,CODEINE
4024162,135098,DALFOPRISTIN/QUINUPRISTIN,has_part,229367,quinupristin
4024162,135098,DALFOPRISTIN/QUINUPRISTIN,has_part,229369,dalfopristin
4032102,1368384,ALOGLIPTIN/METFORMIN,has_part,1368001,alogliptin
4032102,1368384,ALOGLIPTIN/METFORMIN,has_part,6809,Metformin
4032103,1368402,ALOGLIPTIN/PIOGLITAZONE,has_part,1368001,alogliptin
4032103,1368402,ALOGLIPTIN/PIOGLITAZONE,has_part,33738,PIOGLITAZONE
4033607,1420991,ALLANTOIN/DIPHENHYDRAMINE,has_part,3498,Diphenhydramine
4033607,1420991,ALLANTOIN/DIPHENHYDRAMINE,has_part,508,Allantoin
4032355,1421450,BRIMONIDINE/BRINZOLAMIDE,has_part,134615,BRIMONIDINE
4032355,1421450,BRIMONIDINE/BRINZOLAMIDE,has_part,194881,brinzolamide
4032365,1422085,ATORVASTATIN/EZETIMIBE,has_part,341248,ezetimibe
4032365,1422085,ATORVASTATIN/EZETIMIBE,has_part,83367,ATORVASTATIN
4032566,1424888,FLUTICASONE/VILANTEROL,has_part,1424884,vilanterol
4032566,1424888,FLUTICASONE/VILANTEROL,has_part,41126,FLUTICASONE
4034399,1430990,DONEPEZIL/MEMANTINE,has_part,135447,DONEPEZIL
4034399,1430990,DONEPEZIL/MEMANTINE,has_part,6719,Memantine
4033829,1486436,DAPAGLIFLOZIN/METFORMIN,has_part,1488564,dapagliflozin
4033829,1486436,DAPAGLIFLOZIN/METFORMIN,has_part,6809,Metformin
4033107,1487518,UMECLIDINIUM/VILANTEROL,has_part,1424884,vilanterol
4033107,1487518,UMECLIDINIUM/VILANTEROL,has_part,1487514,umeclidinium
4022387,151195,ATENOLOL/CHLORTHALIDONE,has_part,1202,Atenolol
4022387,151195,ATENOLOL/CHLORTHALIDONE,has_part,2409,CHLORTHALIDONE
4034341,1540229,KETOROLAC/PHENYLEPHRINE,has_part,35827,KETOROLAC
4034341,1540229,KETOROLAC/PHENYLEPHRINE,has_part,8163,PHENYLEPHRINE
4033514,1540662,ALLANTOIN/LIDOCAINE/PETROLATUM,has_part,508,Allantoin
4033514,1540662,ALLANTOIN/LIDOCAINE/PETROLATUM,has_part,6387,Lidocaine
4033514,1540662,ALLANTOIN/LIDOCAINE/PETROLATUM,has_part,8091,PETROLATUM
4033598,1545149,CANAGLIFLOZIN/METFORMIN,has_part,1373458,canagliflozin
4033598,1545149,CANAGLIFLOZIN/METFORMIN,has_part,6809,Metformin
4022420,154643,MESTRANOL/NORETHINDRONE,has_part,6782,MESTRANOL
4022420,154643,MESTRANOL/NORETHINDRONE,has_part,7514,NORETHINDRONE
4033653,1546887,ABACAVIR/DOLUTEGRAVIR/LAMIVUDINE,has_part,1433868,dolutegravir
4033653,1546887,ABACAVIR/DOLUTEGRAVIR/LAMIVUDINE,has_part,190521,abacavir
4033653,1546887,ABACAVIR/DOLUTEGRAVIR/LAMIVUDINE,has_part,68244,LAMIVUDINE
4034080,1550956,DIPHENHYDRAMINE/NAPROXEN,has_part,3498,Diphenhydramine
4034080,1550956,DIPHENHYDRAMINE/NAPROXEN,has_part,7258,NAPROXEN
4033706,1551467,BUPROPION/NALTREXONE,has_part,42347,BUPROPION
4033706,1551467,BUPROPION/NALTREXONE,has_part,7243,NALTREXONE
4033742,1552342,NETUPITANT/PALONOSETRON,has_part,1552337,netupitant
4033742,1552342,NETUPITANT/PALONOSETRON,has_part,70561,"2-(1-azabicyclo(2.2.2)oct-3-yl)-2,3,3a,4,5,6-hexahydro-1H-benz(de)isoquinolin-1-one"
4033797,1591942,LEDIPASVIR/SOFOSBUVIR,has_part,1484911,SOFOSBUVIR
4033797,1591942,LEDIPASVIR/SOFOSBUVIR,has_part,1591922,ledipasvir
4033989,1594955,CAPSAICIN/LIDOCAINE/MENTHOL,has_part,1992,CAPSAICIN
4033989,1594955,CAPSAICIN/LIDOCAINE/MENTHOL,has_part,6387,Lidocaine
4033989,1594955,CAPSAICIN/LIDOCAINE/MENTHOL,has_part,6750,MENTHOL
4033990,1595630,ACETAMINOPHEN/BROMPHENIRAMINE,has_part,161,Acetaminophen
4033990,1595630,ACETAMINOPHEN/BROMPHENIRAMINE,has_part,1767,BROMPHENIRAMINE
4034686,1597378,OMBITASVIR/PARITAPREVIR/RITONAVIR,has_part,1597371,ombitasvir
4034686,1597378,OMBITASVIR/PARITAPREVIR/RITONAVIR,has_part,1597373,PARITAPREVIR
4034686,1597378,OMBITASVIR/PARITAPREVIR/RITONAVIR,has_part,85762,RITONAVIR
4034137,1598380,COBICISTAT/DARUNAVIR,has_part,1306284,cobicistat
4034137,1598380,COBICISTAT/DARUNAVIR,has_part,460132,darunavir
4034138,1598392,EMPAGLIFLOZIN/LINAGLIPTIN,has_part,1100699,Linagliptin
4034138,1598392,EMPAGLIFLOZIN/LINAGLIPTIN,has_part,1545653,1-chloro-4-(glucopyranos-1-yl)-2-(4-(tetrahydrofuran-3-yloxy)benzyl)benzene
4034139,1601653,ATAZANAVIR/COBICISTAT,has_part,1306284,cobicistat
4034139,1601653,ATAZANAVIR/COBICISTAT,has_part,343047,Atazanavir
4034601,1655927,IVACAFTOR/LUMACAFTOR,has_part,1243041,ivacaftor
4034601,1655927,IVACAFTOR/LUMACAFTOR,has_part,1655922,lumacaftor
4034599,1656339,SACUBITRIL/VALSARTAN,has_part,1656328,SACUBITRIL
4034599,1656339,SACUBITRIL/VALSARTAN,has_part,69749,VALSARTAN
4034513,1658460,OLODATEROL/TIOTROPIUM,has_part,1546059,olodaterol
4034513,1658460,OLODATEROL/TIOTROPIUM,has_part,69120,TIOTROPIUM
4034783,1661318,CODEINE/PHENYLEPHRINE/TRIPROLIDINE,has_part,10849,TRIPROLIDINE
4034783,1661318,CODEINE/PHENYLEPHRINE/TRIPROLIDINE,has_part,2670,CODEINE
4034783,1661318,CODEINE/PHENYLEPHRINE/TRIPROLIDINE,has_part,8163,PHENYLEPHRINE
4023658,166283,LIDOCAINE/PRILOCAINE,has_part,6387,Lidocaine
4023658,166283,LIDOCAINE/PRILOCAINE,has_part,8686,PRILOCAINE
4034785,1664314,EMPAGLIFLOZIN/METFORMIN,has_part,1545653,1-chloro-4-(glucopyranos-1-yl)-2-(4-(tetrahydrofuran-3-yloxy)benzyl)benzene
4034785,1664314,EMPAGLIFLOZIN/METFORMIN,has_part,6809,Metformin
4023329,17384,"ALUMINUM HYDROXIDE/MAGNESIUM CARBONATE",has_part,29155,"MAGNESIUM CARBONATE"
4023329,17384,"ALUMINUM HYDROXIDE/MAGNESIUM CARBONATE",has_part,612,"Aluminum Hydroxide"
4022353,19711,AMOXICILLIN/CLAVULANATE,has_part,48203,Clavulanate
4022353,19711,AMOXICILLIN/CLAVULANATE,has_part,723,AMOXICILLIN
4022119,203218,PYRIMETHAMINE/SULFADOXINE,has_part,10173,SULFADOXINE
4022119,203218,PYRIMETHAMINE/SULFADOXINE,has_part,9010,PYRIMETHAMINE
4022527,214130,ACETAMINOPHEN/BUTALBITAL/CAFFEINE,has_part,161,Acetaminophen
4022527,214130,ACETAMINOPHEN/BUTALBITAL/CAFFEINE,has_part,1886,CAFFEINE
4022527,214130,ACETAMINOPHEN/BUTALBITAL/CAFFEINE,has_part,19860,BUTALBITAL
4027253,214137,ACETAMINOPHEN/CAFFEINE/PYRILAMINE,has_part,161,Acetaminophen
4027253,214137,ACETAMINOPHEN/CAFFEINE/PYRILAMINE,has_part,1886,CAFFEINE
4027253,214137,ACETAMINOPHEN/CAFFEINE/PYRILAMINE,has_part,9009,PYRILAMINE
4022545,214153,ACETAMINOPHEN/DICHLORALPHENAZONE/ISOMETHEPTENE,has_part,161,Acetaminophen
4022545,214153,ACETAMINOPHEN/DICHLORALPHENAZONE/ISOMETHEPTENE,has_part,22892,DICHLORALPHENAZONE
4022545,214153,ACETAMINOPHEN/DICHLORALPHENAZONE/ISOMETHEPTENE,has_part,27946,isometheptene
4023438,214156,ACETAMINOPHEN/PAMABROM/PYRILAMINE,has_part,161,Acetaminophen
4023438,214156,ACETAMINOPHEN/PAMABROM/PYRILAMINE,has_part,54365,PAMABROM
4023438,214156,ACETAMINOPHEN/PAMABROM/PYRILAMINE,has_part,9009,PYRILAMINE
4022528,214159,ASPIRIN/BUTALBITAL/CAFFEINE,has_part,1191,ASPIRIN
4022528,214159,ASPIRIN/BUTALBITAL/CAFFEINE,has_part,1886,CAFFEINE
4022528,214159,ASPIRIN/BUTALBITAL/CAFFEINE,has_part,19860,BUTALBITAL
