Drug Interaction ID	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
19	BUPROPION	42347			TAMOXIFEN	10324			ANSM	103-BUPROPION.html	Risk of reduction of the effectiveness of the tamoxifen, due to inhibition of the formation of its active metabolite by the terbinafine [sic]	Not recommended	
20	BUPROPION	42347			TRAMADOL	10689			ANSM	103-BUPROPION.html	Increase of the plasma concentrations of the tramadol due to decrease of its hepatic metabolism by the bupropion. In addition, risk of convulsions due to addition of the effects of the two medications	Take into account	
21	BUPROPION	42347			VEMURAFENIB	1147220			ANSM	103-BUPROPION.html	Risk of decrease of the concentrations of the bupropion, with increase of its active metabolite and increased toxicity	Take into account	
22	BUSPIRONE	1827			DIAZEPAM	3322			ANSM	104-BUSPIRONE.html	Risk of increase of the undesirable effects of the buspirone	Take into account	
23	BUSPIRONE	1827			DILTIAZEM	3443			ANSM	104-BUSPIRONE.html	Increase of the plasma concentrations of the buspirone due to decrease of its hepatic metabolism by the diltiazem, with increase of its undesirable effects	Precaution for use	
24	BUSPIRONE	1827			ERYTHROMYCIN	4053			ANSM	104-BUSPIRONE.html	Increase of the plasma concentrations of the buspirone due to decrease of its hepatic metabolism, with substantial increase of sedation	Not recommended	
25	BUSPIRONE	1827			ITRACONAZOLE	28031			ANSM	104-BUSPIRONE.html	Increase of the plasma concentrations of the buspirone due to decrease of its hepatic metabolism, with substantial increase of sedation	Not recommended	
26	BUSPIRONE	1827			GRAPEFRUIT (JUICE AND FRUIT)				ANSM	104-BUSPIRONE.html	Rick of increase of the undesirable effects of the buspirone due to decrease of its metabolism by the grapefruit	Take into account	
27	BUSPIRONE	1827			RIFAMPICIN	9384			ANSM	104-BUSPIRONE.html	Decrease of the plasma concentrations of the buspirone due to increase of its hepatic metabolism by the rifampicin	Precaution for use	
28	BUSPIRONE	1827			VERAPAMIL	11170			ANSM	104-BUSPIRONE.html	Increase of the plasma concentrations of the buspirone due to decrease of its hepatic metabolism by the verapamil, with increase of its undesirable effects.	Precaution for use	
29	BUSULFAN	1828			DEFERASIROX	614373			ANSM	105-BUSULFAN.html	Risk of increase of the toxicity of the busulfan due to decrease of its clearance by the deferasirox	Take into account	
30	BUSULFAN	1828			ITRACONAZOLE	28031			ANSM	105-BUSULFAN.html	With the busulfan in large doses: doubling of the concentrations of busulfan by the itraconazole	Not recommended	
31	BUSULFAN	1828			METRONIDAZOLE	6922			ANSM	105-BUSULFAN.html	With the busulfan in large doses: doubling of the concentrations of busulfan by the metronidazole	Not recommended	
32	CABAZITAXEL	996051					ENZYMATIC INDUCERS	N03-J05-001	ANSM	106-CABAZITAXEL.html	Decrease of the concentrations of the cytotoxic by increase of its metabolism by the inducer, with risk of lower effectiveness	Take into account	
33	CABAZITAXEL	996051					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	106-CABAZITAXEL.html	Risk of increase of the undesirable dose dependent effects of the cabazitaxel due to inhibition of its metabolism by the enzymatic inducer	Precaution for use	
34	CAFFEINE	1886			CIPROFLOXACIN	2551			ANSM	107-CAFFEINE.html	Increase of the plasma concentrations of caffeine, due to decrease of its hepatic metabolism	Take into account	
35	CAFFEINE	1886			DIPYRIDAMOLE	3521			ANSM	107-CAFFEINE.html	With the dipyridamole by injection: reduction of the vasodilator effect of the dipyridamole by the caffeine	Precaution for use	
36	CAFFEINE	1886			ENOXACIN	3925			ANSM	107-CAFFEINE.html	Increase of the plasma concentrations of caffeine, which can lead to agitation and hallucinations, due to decrease of its hepatic metabolism	Not recommended	
37	CAFFEINE	1886			LITHIUM	6448			ANSM	107-CAFFEINE.html	In case of sudden discontinuation of consumption of coffee or of medications containing caffeine, risk of increase of the plasma concentrations of lithium	Take into account	
38	CAFFEINE	1886			MEXILETINE	6926			ANSM	107-CAFFEINE.html	Increase of the plasma concentrations of caffeine, due to inhibition of its hepatic metabolism by the mexiletine	Take into account	
39	CAFFEINE	1886			NORFLOXACINE	7517			ANSM	107-CAFFEINE.html	Increase of the plasma concentrations of caffeine, due to decrease of the hepatic metabolism of the caffeine	Take into account	
40	CAFFEINE	1886			STIRIPENTOL	37119			ANSM	107-CAFFEINE.html	Possible increase of the plasma concentrations of the caffeine, with risk of overdose, due to inhibition of its hepatic metabolism	Precaution for use	
41	CALCITONIN	36118			LITHIUM	6448			ANSM	108-CALCITONIN.html	Risk of reduction of the effectiveness of the lithium due to increase of its renal elimination by the calcitonin	Precaution for use	
42	CALCIUM	1428011					BISPHOSPHONATES	M05B-001	ANSM	109-CALCIUM.html	For the calcium salts administered via oral route: decrease of the digestive absorption of the bisphosphonates	Precaution for use	
43	CALCIUM	1428011					TETRACYCLINE ANTIBIOTICS	J01AA	ANSM	109-CALCIUM.html	Decrease of the digestive absorption of the tetracycline antibiotics	Precaution for use	
44	CALCIUM	1428011			DIGOXIN	3407			ANSM	109-CALCIUM.html	Risk of serious arrhythmias, even lethal ones, with the calcium salts administered by IV route.	Contraindication	
45	CALCIUM	1428011					THIAZIDE DIURETICS AND RELATED	C03-003	ANSM	109-CALCIUM.html	Risk of hypercalcemia due to decrease of the urinary elimination of the calcium.	Take into account	
46	CALCIUM	1428011			ESTRAMUSTINE	4089			ANSM	109-CALCIUM.html	Decrease of the digestive absorption of the estramustine	Precaution for use	
47	CALCIUM	1428011			IRON	1431589			ANSM	109-CALCIUM.html	With the iron salts by oral route: decrease of the digestive absorption of the iron salts	Precaution for use	
48	CALCIUM	1428011					THYROID HORMONES	H03AA	ANSM	109-CALCIUM.html	Decrease of the absorption of the thyroid hormones	Precaution for use	
49	CALCIUM	1428011			STRONTIUM	81638			ANSM	109-CALCIUM.html	With the calcium salts administered by oral route: decrease of the digestive absorption of the strontium	Precaution for use	
50	CALCIUM	1428011			ZINC				ANSM	109-CALCIUM.html	Decrease of the digestive absorption of the zinc by the calcium	Precaution for use	
51	FUSIDIC ACID	4608					HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA	ANSM	10-FUSIDIC-ACID.html	Increased risk of undesirable effects (concentration dependent) of the rhabdomyolysis type.	CONTRAINDICATION	
52	FUSIDIC ACID	4608					OMBITASVIR + PARITAPEVIR	OMPA	ANSM	10-FUSIDIC-ACID.html	Increase of the plasma concentrations of the fusidic acid due to decrease of its hepatic metabolism by the therapy with ombitasvir+paritaprevir	CONTRAINDICATION	
53	CANAKINUMAB	853491					ANTI-TNF ALPHA	4ABO	ANSM	110-CANAKINUMAB.html	Risk of increase of serious infections	Not recommended	
54	CARBAMAZEPINE	2002			ACETAZOLAMIDE	167			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose.	Precaution for use	
55	CARBAMAZEPINE	2002			CIMETIDINE	2541			ANSM	111-CARBAMAZEPINE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: at the beginning of treatment, increase of the plasma concentrations of carbamazepine due to inhibition of its hepatic metabolism by the cimetidine	Precaution for use	
56	CARBAMAZEPINE	2002			CLARITHROMYCIN	21212			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Precaution for use	
57	CARBAMAZEPINE	2002			CLONAZEPAM	2598			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of the active metabolite of the carbamazepine. In addition, decrease of the plasma concentrations of the clonazepam due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	
58	CARBAMAZEPINE	2002			CLOZAPINE	2626			ANSM	111-CARBAMAZEPINE.html	Risk of increase of the serious hematological effects	Not recommended	
59	CARBAMAZEPINE	2002			DANAZOL	3102			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine, with signs of overdose	Precaution for use	
60	CARBAMAZEPINE	2002			DIGOXIN	3407			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine and decrease of the digoxinemia	Precaution for use	
61	CARBAMAZEPINE	2002					POTASSIUM LOWERING DIURETICS	C03	ANSM	111-CARBAMAZEPINE.html	Risk of symptomatic hyponatremia	Precaution for use	
62	CARBAMAZEPINE	2002			ERYTHROMYCIN	4053			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to inhibition of its hepatic metabolism	Not recommended	
63	CARBAMAZEPINE	2002			ETHOSUXIMIDE	4135			ANSM	111-CARBAMAZEPINE.html	Decrease of the plasma concentrations of ethosuximide	Precaution for use	
64	CARBAMAZEPINE	2002			FELBAMATE	24812			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of the active metabolite of the carbamazepine. In addition, decrease of the plasma concentrations of felbamate due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	
65	CARBAMAZEPINE	2002			FLUCONAZOLE	4450			ANSM	111-CARBAMAZEPINE.html	For doses of fluconazole >=200 mg per day: possible increase of the undesirable effects of the carbamazepine	Precaution for use	
66	CARBAMAZEPINE	2002			FLUOXETINE	4493			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose	Precaution for use	
67	CARBAMAZEPINE	2002			FLUVOXAMINE	42355			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose	Precaution for use	
68	CARBAMAZEPINE	2002			ISONIAZID	6038			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose due to inhibition of its hepatic metabolism	Not recommended	
69	CARBAMAZEPINE	2002			JOSAMYCIN	6084			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose, due to decrease of its hepatic metabolism	Precaution for use	
70	CARBAMAZEPINE	2002			LAMOTRIGINE	28439			ANSM	111-CARBAMAZEPINE.html	Risk of increase of the neurological effects (vertigo, ataxia, diplopia) of the carbamazepine when the lamotrigine is introduced	Precaution for use	
71	CARBAMAZEPINE	2002			LITHIUM	6448			ANSM	111-CARBAMAZEPINE.html	Risk of neurotoxicity manifesting as disorders of the cerebellum, confusion, drowsiness, ataxia. These disorders are reversible when the treatment with the lithium is stopped.	Not recommended	
72	CARBAMAZEPINE	2002			ST JOHN'S WORT	258326			ANSM	111-CARBAMAZEPINE.html	Risk of decrease of the plasma concentrations and of the effectiveness of the carbamazepine	Not recommended	
73	CARBAMAZEPINE	2002			NINTEDANIB	1592737			ANSM	111-CARBAMAZEPINE.html	Decrease of the plasma concentrations of nintedanib due to decrease of its absorption by the carbamazepine	Precaution for use	
74	CARBAMAZEPINE	2002			OLANZAPINE	61381			ANSM	111-CARBAMAZEPINE.html	Risk of decrease of the plasma concentrations of the olanzapine and of its therapeutic effectiveness, due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	
75	CARBAMAZEPINE	2002			GRAPEFRUIT (JUICE AND FRUIT)				ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine, with risk of overdose, due to inhibition of its metabolism by the grapefruit	Not recommended	
76	CARBAMAZEPINE	2002			PAROXETINE	32937			ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of carbamazepine with signs of overdose	Precaution for use	
77	CARBAMAZEPINE	2002					PHENOBARBITAL (AND, BY EXTRAPOLATION, PRIMIDONE)	N03AA-001	ANSM	111-CARBAMAZEPINE.html	Progressive decrease of the plasma concentrations of carbamazepine and of its active metabolite without apparent modification of its anticonvulsive effectiveness	Take into account	
78	CARBAMAZEPINE	2002					PHENYTOIN (AND, BY EXTRAPOLATION, FOSPHENYTOIN)	N03AB	ANSM	111-CARBAMAZEPINE.html	Reciprocal reduction of the plasma concentrations (increase of the metabolism without apparent modification of the anticonvulsive effectiveness)	Take into account	
79	CARBAMAZEPINE	2002			RIFAMPICIN	9384			ANSM	111-CARBAMAZEPINE.html	Decrease of the plasma concentrations and of the effectiveness of the carbamazepine due to increase of its hepatic metabolism by the rifampicin	Precaution for use	
80	CARBAMAZEPINE	2002			RISPERIDONE	35636			ANSM	111-CARBAMAZEPINE.html	Risk of decrease of the active fraction of the risperidone and of its therapeutic effectiveness due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	
81	CARBAMAZEPINE	2002			SIMVASTATIN	36567			ANSM	111-CARBAMAZEPINE.html	Large decrease of the plasma concentrations of simvastatin, due to increase of its hepatic metabolism	Not recommended	
82	CARBAMAZEPINE	2002			TOPIRAMATE	38404			ANSM	111-CARBAMAZEPINE.html	Decrease of the concentrations of the topiramate with risk of lower effectiveness, due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	
83	CARBAMAZEPINE	2002					VALPROIC (ACID) AND, BY EXTRAPOLATION, VALPROMIDE	N03AG0	ANSM	111-CARBAMAZEPINE.html	Increase of the plasma concentrations of the active metabolite of the carbamazepine with signs of overdose. In addition, decrease of the plasma concentrations of valproic acid due to increase of its hepatic metabolism by the carbamazepine	Precaution for use	
84	CARMUSTINE	2105			CIMETIDINE	2541			ANSM	112-CARMUSTINE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: increased bone marrow toxicity (inhibition of the metabolism of the carmustine)	Not recommended	
85	CARVEDILOL	20352			CIMETIDINE	2541			ANSM	113-CARVEDILOL.html	With the cimetidine used in doses greater than or equal to 800 mg/day: increase of the concentrations of the carvedilol, which can be dangerous in the case of treatment for heart failure due to decrease of its hepatic metabolism by the cimetidine	CONTRAINDICATION	
86	CARVEDILOL	20352			RIFAMPICIN	9384			ANSM	113-CARVEDILOL.html	Large decrease of the plasma concentrations of the carvedilol, due to increase of its hepatic metabolism by the rifampicin	Precaution for use	
87	CALCIUM POLYSTYRENE SULFONATE	47630			SORBITOL	9945			ANSM	114-CALCIUM-POLYSTYRENE-SULFONATE.html	With the resin administered by oral and rectal routes: risk of colonic necrosis, possibly fatal	CONTRAINDICATION	
88	SODIUM POLYSTYRENE SULFONATE	56512			SORBITOL	9945			ANSM	115-SODIUM-POLYSTYRENE-SULFONATE.html	With the resin administered by oral and rectal routes: risk of colonic necrosis, possibly fatal	Not recommended	
89	CEFALOTIN	2236					AMINOGLYCOSIDES	J01GB-001	ANSM	116-CEFALOTIN.html	Increase of the nephrotoxicity of the aminoglycosides by the cefalotin is under discussion	Precaution for use	
90	CEFAMANDOLE	2178					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	117-CEFAMANDOLE.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	
91	CEFOPERAZONE	2184					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	118-CEFOPERAZONE.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	
92	CEFOTETAN	2187					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	119-CEFOTETAN.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	
93	NICOTINIC ACID	446722			ALCOHOL (DRINK OR INGREDIENT)				ANSM	11-NICOTINIC-ACID.html	Risk of rash, redness, and heat linked to an increase of the vasodilator effect	Take into account	
94	CEFTRIAXONE	2193					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	120-CEFTRIAXONE.html	Increase of the effect of the vitamin K antagonist and of the risk of hemorrhage	Precaution for use	
95	CHLORDIAZEPOXIDE	2356			CIMETIDINE	2541			ANSM	121-CHLORDIAZEPOXIDE.html	With the cimetidine used in doses greater than or equal to 800 mg/day: accrued risk of drowsiness	Precaution for use	
96	CHLOROQUINE	2393			CICLOSPORIN	3008			ANSM	122-CHLOROQUINE.html	Risk of increase of the blood concentrations of ciclosporin and of the creatinemia	Precaution for use	
97	CHLOROQUINE	2393			CIMETIDINE	2541			ANSM	122-CHLOROQUINE.html	Slowing of the elimination of the chloroquine and risk of overdose	Take into account	
98	CHLOROQUINE	2393					THYROID HORMONES	H03AA	ANSM	122-CHLOROQUINE.html	Risk of clinical hypothyroidism in patients taking thyroid hormones in substitution therapy	Precaution for use	
99	CHLORPROMAZINE	2403			INSULIN				ANSM	123-CHLORPROMAZINE.html	With strong doses (100 mg per day of chlorpromazine): elevation of glycemia (decrease of the freeing of insulin)	Precaution for use	
100	CHLORPROMAZINE	2403					BLOOD GLUCOSE LOWERING SULFONAMIDES	A10BB	ANSM	123-CHLORPROMAZINE.html	With strong doses (100 mg per day of chlorpromazine): elevation of glycemia (decrease of the freeing of insulin)	Precaution for use	
101	CICLOSPORIN	3008			URSODEOXYCHOLIC ACID				ANSM	124-CICLOSPORIN.html	Risk of variation of the blood concentrations of ciclosporin	Take into account	
102	CICLOSPORIN	3008			AFATINIB	1430438			ANSM	124-CICLOSPORIN.html	Increase of the plasma concentrations of afatinib due to increase of its absorption by the ciclosporin	Precaution for use	
103	CICLOSPORIN	3008			ALISKIREN	325646			ANSM	124-CICLOSPORIN.html	Increase by nearly 5 times of the plasma concentrations of aliskiren and increase of the risk of its undesirable effects.	CONTRAINDICATION	
104	CICLOSPORIN	3008			AMBRISENTAN	358274			ANSM	124-CICLOSPORIN.html	Doubling of the concentrations of ambrisentan, with increase of the vasodilator effect (severe headaches )	Take into account	
105	CICLOSPORIN	3008					AMINOGLYCOSIDES	J01GB-001	ANSM	124-CICLOSPORIN.html	Larger increase of the creatinemia than with ciclosporin alone, with increase of the nephrotoxic risk	Take into account	
106	CICLOSPORIN	3008			AMIODARONE	703			ANSM	124-CICLOSPORIN.html	Increase of the blood concentrations of ciclosporin, due to decrease of its hepatic metabolism, with risk of nephrotoxic effects	Not recommended	
107	CICLOSPORIN	3008			AMPHOTERICIN B	732			ANSM	124-CICLOSPORIN.html	With the amphotericin B administered by IV route: greater increase of the creatinemia than with ciclosporin alone (synergy of the nephrotoxic effects of the two substances)	Take into account	
108	CICLOSPORIN	3008					SOMATOSTATIN ANALOGS	H01CB0-001	ANSM	124-CICLOSPORIN.html	With the ciclosporin administered orally:reduction of the blood concentrations of ciclosporin (decrease of its intestinal absorption).	Precaution for use	
109	CICLOSPORIN	3008					NON STEROIDAL ANTI-INFLAMMATORY DRUGS	M01A-002	ANSM	124-CICLOSPORIN.html	Risk of addition of the nephrotoxic effects, especially with older patients.	Precaution for use	
110	CICLOSPORIN	3008			ATORVASTATIN	83367			ANSM	124-CICLOSPORIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabodmyolysis type (decrease of the intestinal absorption of the cholesterol lowering medication)	Precaution for use	
111	CICLOSPORIN	3008			AZITHROMYCIN	18631			ANSM	124-CICLOSPORIN.html	Risk of increase of the blood concentrations of ciclosporin and of the creatinemia	Precaution for use	
112	CICLOSPORIN	3008			BOSENTAN	75207			ANSM	124-CICLOSPORIN.html	Large decrease of the blood concentrations of the ciclosporin and increase of the plasma concentrations of bosentan	CONTRAINDICATION	
113	CICLOSPORIN	3008			CHLOROQUINE	2393			ANSM	124-CICLOSPORIN.html	Risk of increase of the blood concentrations of ciclosporin and of the creatinemia	Precaution for use	
114	CICLOSPORIN	3008			CIMETIDINE	2541			ANSM	124-CICLOSPORIN.html	With the cimetidine used in doses greater than or equal to 800 mg/day: increase of the blood concentrations of ciclosporin	Take into account	
115	CICLOSPORIN	3008			CLINDAMYCIN	2582			ANSM	124-CICLOSPORIN.html	Decrease of the blood concentrations of the immunosuppressant with risk of loss of immunosuppressive activity	Precaution for use	
116	CICLOSPORIN	3008			COLCHICINE	2683			ANSM	124-CICLOSPORIN.html	Risk of addition of the undesirable neuromuscular effects and increase of the toxicity of the colchicine with risk of overdose due to inhibition of its elimination by the ciclosporin, especially in cases of pre-existing renal insufficiency	Not recommended	
117	CICLOSPORIN	3008			DABIGATRAN				ANSM	124-CICLOSPORIN.html	Increase by more than double of the plasma concentrations of dabigatran, with increase of the risk of bleeding	CONTRAINDICATION	
118	CICLOSPORIN	3008			DANAZOL	3102			ANSM	124-CICLOSPORIN.html	Increase of the blood concentrations of ciclosporin due to inhibition of its hepatic metabolism	Precaution for use	
119	CICLOSPORIN	3008					POTASSIUM SPARING DIURETICS (ALONE OR IN COMBINATION)	C0E-004	ANSM	124-CICLOSPORIN.html	Potentially lethal hyperkalemia, especially when there is renal insufficiency (addition of the hyperkalemia inducing effects)	Not recommended	
120	CICLOSPORIN	3008					POTASSIUM LOWERING DIURETICS	C03	ANSM	124-CICLOSPORIN.html	Risk of increase of the creatinemia without modification of the blood concentrations of ciclosporin, even in the absence of fluid depletion. Also risk of hyperuricemia and of complications such as gout	Tale into account	
121	CICLOSPORIN	3008			ERIBULINE	1045453			ANSM	124-CICLOSPORIN.html	Increase of the plasma concentrations of eribuline by the ciclosporin	Not recommended	
122	CICLOSPORIN	3008			EVEROLIMUS	141704			ANSM	124-CICLOSPORIN.html	Increase of the blood concentrations of the everolimus by the ciclosporin. The nephrotoxicity of the ciclosprorin is also increased when the two medications are administered together	Precaution for use	
123	CICLOSPORIN	3008			EZETIMIBE	341248			ANSM	124-CICLOSPORIN.html	For one thing, increased risk of undesirable effects (concentration-dependent) of the rhabdomyolysis type, due to increase of the concentrations of ezetimibe; for another thing, possible increase of the concentrations of ciclosporin	Not recommended	
124	CICLOSPORIN	3008			FENOFIBRATE	8703			ANSM	124-CICLOSPORIN.html	Risk of increase of the nephrotoxicity of the ciclosporin	Precaution for use	
125	CICLOSPORIN	3008			FIDAXOMICIN	1111103			ANSM	124-CICLOSPORIN.html	Increase of the plasma concentrations of the fidaxomicin.	Not recommended	
126	CICLOSPORIN	3008			JOSAMYCIN	6084			ANSM	124-CICLOSPORIN.html	Risk of increase of the blood concentrations of ciclosporin and of the creatinemia	Precaution for use	
127	CICLOSPORIN	3008			LERCANIDIPINE	135056			ANSM	124-CICLOSPORIN.html	Moderate increase of the blood concentrations of the immunosuppressant and larger increase of the concentrations of the lercanidipine	Precaution for use	
128	CICLOSPORIN	3008			METHOTREXATE	6851			ANSM	124-CICLOSPORIN.html	Increase of the toxicity of the methotrexate and of the ciclosporin with increase of the creatinemia: reciprocal decrease of the clearances of the two medications	Precaution for use	
129	CICLOSPORIN	3008			METHYLPREDNISOLONE	6902			ANSM	124-CICLOSPORIN.html	With the methylprednisolone administered by IV route: possible increase of the blood concentrations of ciclosporin and of the creatinemia. Mecanism proposed: decrease of the hepatic elimination of the ciclosporin	Take into account	
130	CICLOSPORIN	3008			MIDECAMYCIN	30005			ANSM	124-CICLOSPORIN.html	Risk of increase of the blood concentrations of ciclosporin and of the creatinemia	Precaution for use	
131	CICLOSPORIN	3008			MODAFINIL	30125			ANSM	124-CICLOSPORIN.html	Risk of decrease of the blood concentrations and of the effectiveness of the immunosuppressant	Not recommended	
132	CICLOSPORIN	3008			NIFEDIPINE	7417			ANSM	124-CICLOSPORIN.html	Risk of addition of undesirable effects of the gum disorders type.	Not recommended	
133	CICLOSPORIN	3008			NINTEDANIB	1592737			ANSM	124-CICLOSPORIN.html	Increase of the plasma concentrations of the nintedanib due to increase of its absorption by the ciclosporin	Precaution for use	
134	CICLOSPORIN	3008			ORLISTAT	37925			ANSM	124-CICLOSPORIN.html	Decrease of the blood concentrations of ciclosporin due to decrease of its intestinal absorption, with risk of loss of the immunosuppressive activity	Not recommended	
135	CICLOSPORIN	3008			PITAVASTATIN	861634			ANSM	124-CICLOSPORIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, or of nephrotoxicity, due to decrease of the metabolism of the pitavastatin	CONTRAINDICATION	
136	CICLOSPORIN	3008			POTASSIUM	8588			ANSM	124-CICLOSPORIN.html	Potentially lethal hyperkalemia, especially when there is renal insufficiency (addition of the hyperkalemia inducing effects)	Not recommended	
