Drug Name	RxNorm	Source File	Clinical Source	Class Name	Class Code
MAGALDRATE	29151	ALUMINUM-(SALTS).html	ANSM	ALUMINUM (SALTS)	A02AD0-001
AMIKACIN 	641	AMINOGLYCOSIDES.html	ANSM	AMINOGLYCOSIDES	J01GB-001
GENTAMICIN	142438	AMINOGLYCOSIDES.html	ANSM	AMINOGLYCOSIDES	J01GB-001
ISEPAMICIN	51522	AMINOGLYCOSIDES.html	ANSM	AMINOGLYCOSIDES	J01GB-001
NETILMICIN	7337	AMINOGLYCOSIDES.html	ANSM	AMINOGLYCOSIDES	J01GB-001
STREPTOMYCIN 	10109	AMINOGLYCOSIDES.html	ANSM	AMINOGLYCOSIDES	J01GB-001
TOBRAMYCIN	10627	AMINOGLYCOSIDES.html	ANSM	AMINOGLYCOSIDES	J01GB-001
AMOXICILLIN	723	AMINOPENICILLINS.html	ANSM	AMINOPENICILLINS	J01CA
AMPICILLIN	733	AMINOPENICILLINS.html	ANSM	AMINOPENICILLINS	J01CA
TICARCILLIN	10591	AMINOPENICILLINS.html	ANSM	AMINOPENICILLINS	J01CA
ANDROSTANOLONE	10031	ANDROGENS.html	ANSM	ANDROGENS	A14AA0
NORETHANDROLONE	7513	ANDROGENS.html	ANSM	ANDROGENS	A14AA0
TESTOSTERONE	10379	ANDROGENS.html	ANSM	ANDROGENS	A14AA0
BENAZEPRIL	18867	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
CAPTOPRIL	1998	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
CILAZAPRIL	21102	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
ENALAPRIL	3827	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
FOSINOPRIL	50166	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
LISINOPRIL	29046	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
MOEXIPRIL	30131	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
PERINDOPRIL TERT-BUTYLAMINE 	54552	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
QUINAPRIL	35208	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
RAMIPRIL	35296	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
TRANDOLAPRIL	38454	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
ZOFENOPRIL	39990	ANGIOTENSIN-CONVERTING-ENZYME-INHIBITORS-(ACE-INHIBITORS).html	ANSM	ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA
AZILSARTAN	1091643	ANGIOTENSIN-II-RECEPTOR-ANTAGONISTS-or-ANGIOTENSIN-RECEPTOR-BLOCKERS-(ARBs).html	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
CANDESARTAN CILEXETIL	214354	ANGIOTENSIN-II-RECEPTOR-ANTAGONISTS-or-ANGIOTENSIN-RECEPTOR-BLOCKERS-(ARBs).html	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
EPROSARTAN	83515	ANGIOTENSIN-II-RECEPTOR-ANTAGONISTS-or-ANGIOTENSIN-RECEPTOR-BLOCKERS-(ARBs).html	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
IRBESARTAN	83818	ANGIOTENSIN-II-RECEPTOR-ANTAGONISTS-or-ANGIOTENSIN-RECEPTOR-BLOCKERS-(ARBs).html	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
LOSARTAN	52175	ANGIOTENSIN-II-RECEPTOR-ANTAGONISTS-or-ANGIOTENSIN-RECEPTOR-BLOCKERS-(ARBs).html	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
OLMESARTAN 	321064	ANGIOTENSIN-II-RECEPTOR-ANTAGONISTS-or-ANGIOTENSIN-RECEPTOR-BLOCKERS-(ARBs).html	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
TELMISARTAN	73494	ANGIOTENSIN-II-RECEPTOR-ANTAGONISTS-or-ANGIOTENSIN-RECEPTOR-BLOCKERS-(ARBs).html	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
VALSARTAN	69749	ANGIOTENSIN-II-RECEPTOR-ANTAGONISTS-or-ANGIOTENSIN-RECEPTOR-BLOCKERS-(ARBs).html	ANSM	ANGIOTENSIN II RECEPTOR ANTAGONISTS or ANGIOTENSIN RECEPTOR BLOCKERS (ARBs)	C09CA0-001
CEFAMANDOLE	2178	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
DISULFIRAM	3554	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
GLIBENCLAMIDE	4815	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
GLIPIZIDE	4821	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
GRISEOFULVIN	5021	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
KETOCONAZOLE	6135	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
METRONIDAZOLE	6922	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
ORNIDAZOLE	7701	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
PROCARBAZINE	8702	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
SECNIDAZOLE 	36314	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
TENONITROZOLE	236186	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
TINIDAZOLE 	10612	ANTABUSE-(REACTION).html	ANSM	ANTABUSE (REACTION)	123-ANT
AMIODARONE	703	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
CIBENZOLINE	21099	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
DILTIAZEM 	3443	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
DISOPYRAMIDE	3541	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
DRONEDARONE	233698	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
FLECAINIDE	4441	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
HYDROQUINIDINE	27220	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
LIDOCAINE	6387	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
MEXILETINE	6926	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
PROPAFENONE	8754	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
QUINIDINE	9068	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
SOTALOL	9947	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
VERAPAMIL	11170	ANTIARRHYTHMIC-AGENTS.html	ANSM	ANTIARRHYTHMIC AGENTS	C01B-001
ACETYLSULFAFURAZOL		ANTIBACTERIAL-SULFONAMIDES.html	ANSM	ANTIBACTERIAL SULFONAMIDES	JO1E
SULFADIAZINE	10171	ANTIBACTERIAL-SULFONAMIDES.html	ANSM	ANTIBACTERIAL SULFONAMIDES	JO1E
SULFADOXINE	10173	ANTIBACTERIAL-SULFONAMIDES.html	ANSM	ANTIBACTERIAL SULFONAMIDES	JO1E
SULFAFURAZOLE 	10207	ANTIBACTERIAL-SULFONAMIDES.html	ANSM	ANTIBACTERIAL SULFONAMIDES	JO1E
SULFAGUANIDINE	10174	ANTIBACTERIAL-SULFONAMIDES.html	ANSM	ANTIBACTERIAL SULFONAMIDES	JO1E
SULFAMETHIZOLE 	10179	ANTIBACTERIAL-SULFONAMIDES.html	ANSM	ANTIBACTERIAL SULFONAMIDES	JO1E
SULFAMETHOXAZOLE	10180	ANTIBACTERIAL-SULFONAMIDES.html	ANSM	ANTIBACTERIAL SULFONAMIDES	JO1E
CARBAMAZEPINE	2002	ANTICONVULSANT-ENZYMATIC-INDUCERS.html	ANSM	ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001
FOSPHENYTOIN	72236	ANTICONVULSANT-ENZYMATIC-INDUCERS.html	ANSM	ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001
PHENOBARBITAL	8134	ANTICONVULSANT-ENZYMATIC-INDUCERS.html	ANSM	ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001
PHENYTOIN	8183	ANTICONVULSANT-ENZYMATIC-INDUCERS.html	ANSM	ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001
PRIMIDONE	8691	ANTICONVULSANT-ENZYMATIC-INDUCERS.html	ANSM	ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001
CARBAMAZEPINE	2002	ANTICONVULSANT-ENZYME-INDUCERS.html	ANSM	ANTICONVULSANT ENZYME INDUCERS	N03A-001
FOSPHENYTOIN	72236	ANTICONVULSANT-ENZYME-INDUCERS.html	ANSM	ANTICONVULSANT ENZYME INDUCERS	N03A-001
PHENOBARBITAL	8134	ANTICONVULSANT-ENZYME-INDUCERS.html	ANSM	ANTICONVULSANT ENZYME INDUCERS	N03A-001
PHENYTOIN	8183	ANTICONVULSANT-ENZYME-INDUCERS.html	ANSM	ANTICONVULSANT ENZYME INDUCERS	N03A-001
PRIMIDONE	8691	ANTICONVULSANT-ENZYME-INDUCERS.html	ANSM	ANTICONVULSANT ENZYME INDUCERS	N03A-001
ALIZAPRIDE	17311	ANTIEMITIC-NEUROLEPTICS.html	ANSM	ANTIEMITIC NEUROLEPTICS	A03FA-001
METOCLOPRAMIDE	6915	ANTIEMITIC-NEUROLEPTICS.html	ANSM	ANTIEMITIC NEUROLEPTICS	A03FA-001
DOXAZOSIN	49276	ANTIHYPERTENSIVE-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVE ALPHA BLOCKERS	C02CA0-001
PRAZOSIN	8629	ANTIHYPERTENSIVE-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVE ALPHA BLOCKERS	C02CA0-001
URAPIDIL	39230	ANTIHYPERTENSIVE-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVE ALPHA BLOCKERS	C02CA0-001
ACEBUTOLOL 	149	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ALISKIREN	325646	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ALTIZIDE	17599	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
AMILORIDE	644	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
AMLODIPINE	17767	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ATENOLOL	1202	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
AZILSARTAN	1091643	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
BENAZEPRIL	18867	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
BENDROFLUMETHIAZIDE	1369	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
BETAXOLOL	1520	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
BISOPROLOL	19484	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
BUMETANIDE	1808	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CANDESARTAN CILEXETIL	214354	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
POTASSIUM CANRENOATE	618970	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CAPTOPRIL	1998	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CARTEOLOL	2116	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CELIPROLOL	20498	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CHLORTALIDONE 		ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CICLETANINE	21914	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CILAZAPRIL	21102	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CLEVIDIPINE	233603	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CLONIDINE	2599	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
CLOPAMIDE	2603	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
DIHYDRALAZINE	3409	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
DILTIAZEM 	3443	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ENALAPRIL	3827	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
EPLERENONE	298869	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
EPROSARTAN	83515	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
FELODIPINE 	4316	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
FOSINOPRIL	50166	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
FUROSEMIDE	460	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
HYDROCHLOROTHIAZIDE	5487	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
INDAPAMIDE	5764	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
IRBESARTAN	83818	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
ISRADIPINE 	33910	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LABETALOL	6185	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LACIDIPINE 	28382	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LERCANIDIPINE	135056	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LEVOBUNOLOL	1813	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LISINOPRIL	29046	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
LOSARTAN	52175	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
MANIDIPINE 	29275	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
METHYCLOTHIAZIDE	6860	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
METHYLDOPA	6876	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
METOPROLOL	6918	ANTIHYPERTENSIVES-EXCEPT-ALPHA-BLOCKERS.html	ANSM	ANTIHYPERTENSIVES EXCEPT ALPHA BLOCKERS	C0-001
