Drug Interaction ID	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
11			PROGESTIN CONTRACEPTIVES	G03-001			RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	435-PROGESTIN-CONTRACEPTIVES.html	Risk of decrease of the contraceptive effectiveness because of decrease of the concentrations of hormonal contraceptive, due to the increase of its hepatic metabolism by the ritonavir	Not recommended	Another method of contraception, in particular a barrier type (condom or IUD), should be used during the time the substances are administered together and one cycle following.
12			PROGESTIN CONTRACEPTIVES	G03-001	ST JOHNS WORT	258326			ANSM	435-PROGESTIN-CONTRACEPTIVES.html	Decrease of the plasma concentrations of the hormonal contraceptive, by reason of the enzymatic inducer effect of the St Johns wort, with risk of reduction of effectiveness, even complete loss of the effect, which can have possibly serious consequences (pregnancy)	CONTRAINDICATION	
13			PROGESTIN CONTRACEPTIVES	G03-001	PERAMPANEL	1356552			ANSM	435-PROGESTIN-CONTRACEPTIVES.html	For doses of perampanel >=12 mg/day: Risk of decrease of the contraceptive effectiveness	Not recommended	Another method of contraception, in particular a barrier type, should be used.
14			PROGESTIN CONTRACEPTIVES	G03-001	ULIPRISTAL	1005921			ANSM	435-PROGESTIN-CONTRACEPTIVES.html	Risk of antagonism of the effects of the progestin contraceptive	Not recommended	Do not restart the progestin contraceptive treatment fewer than 12 days after stopping the ulipristal.
15			ANTI-TNF ALPHA	LO4AB	ABATACEPT	614391			ANSM	70-ANTI-TNF-ALPHA.html	Increase of the immunodepression	Not recommended	
16			ANTI-TNF ALPHA	LO4AB	ANAKINRA	72435			ANSM	70-ANTI-TNF-ALPHA.html	Increased risk of serious infections and neutropenia	Not recommended	
17			ANTI-TNF ALPHA	LO4AB	CANAKINUMAB	853491			ANSM	70-ANTI-TNF-ALPHA.html	Risk of increase of serious infections	Not recommended	
18			ANTI-TNF ALPHA	LO4AB			ATTENUATED LIVE VIRUS VACCINES	J07B-001	ANSM	70-ANTI-TNF-ALPHA.html	Risk of general vaccine disease possibly fatal	CONTRAINDICATION	And during the 3 months following the end of the treatment.
19	SUXAMETHONIUM	10154					ACETYLCHOLINESTERASE INHIBITORS	ACETCHO	ANSM	497-SUXAMETHONIUM.html	Risk of lengthening of the motor block, increased in the case of partial deficit of pseudo-cholinesterase	Take into account	
20	LINEZOLIDE	190376			CLARITHROMYCIN	21212			ANSM	318-LINEZOLIDE.html	Risk of increase of the undesirable effects of the linezolide by the clarithromycin, due to increase of its absorption	Take into account	
21	LINEZOLIDE	190376			RIFAMPICIN	9384			ANSM	318-LINEZOLIDE.html	Risk of decrease of the effectiveness of the linezolide due to increase of its hepatic metabolism by the rifampicin.	Precaution for use	Clinical monitoring and possible increase of the dosage of the linezolide during the treatment with the rifampicin.
22			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	APREPITANT	358255			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Decrease of the concentrations of the estrogen-progestin or of the progestatif, with risk of lower contraceptive effectiveness.	Precaution for use	Use another method of contraception, in particular a barrier type, during the treatment with the aprepitant and a cycle after.
23			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	BOCEPREVIR	1102129			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Except for the combination with ethinylestradiol (0.035 mg)/norethisterone (1mg), risk of decrease of the contraceptive effectiveness due to increase of the hepatic metabolism of the hormonal contraceptive by the boceprevir.	Precaution for use	Use an additional or alternative reliable contraceptive method during the length of the administration of these together.
24			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	BOSENTAN	75207			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Risk of decrease of the contraceptive effectiveness due to increase of the hepatic metabolism of the hormonal contraceptive	Precaution for use	Use a reliable contraceptive method, additional or alternative, during the length of time that the two substances are administered together and for a cycle after.
25			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	ELVITEGRAVIR	1306286			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Decrease of the concentrations of ethinylestradiol, with risk of lower contraceptive effectiveness. In addition, increase of the concentrations of the progestin	Precaution for use	Use a combined estrogen-progestin contraceptive with at least 30microg of ethinylestradiol
26			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	GRISEOFULVIN	5021			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Risk of decrease of the contraceptive effectiveness due to increase of its hepatic metabolism	Precaution for use	Another method of contraception, in particular a barrier type, should be used during the time the two substances are administered together and a cycle after.
27			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001			ENZYMATIC INDUCERS	N03-J05-001	ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Decrease of the contraceptive effectiveness, due to increase of the hepatic metabolism of the hormonal contraceptive by the inducer	Not recommended	Another method of contraception, in particular a barrier type, should be used during the time the substances are administered together and a cycle after.
28			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001			RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Risk of decrease of the contraceptive effectiveness due to decrease of the concentrations of the hormonal contraceptive because of the increase of its hepatic metabolism by the ritonavir.	Not recommended	Another method of contraception, in particular a barrier type (condom or IUD), should be used during the length of the treatment with these medications together and a cycle following.
29			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	LAMOTRIGINE	28439			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Risk of decrease of the concentrations and of the effectiveness of the lamotrigine due to increase of its hepatic metabolism	Not recommended	-avoid starting an oral contraceptive during the period of adjustment of the dosage of the lamotrigine.
30			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	ST JOHN'S WORT	258326			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Decrease of the plasma concentrations of the hormonal contraceptive, by reason of the enzymatic inducer effect of the St Johns Wort, with risk of reduction of effectiveness, even complete loss of the effect, of the contraceptive, which can possibly have serious consequences (pregnancy).	CONTRAINDICATON	
31			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	MODAFINIL	30125			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Risk of decrease of the contraceptive effectiveness, during the treatment and one cycle after the end of the treatment with the modafinil, due to its enzymatic inducer potential	Not recommended	Use oral contraceptives with ethinylestradiol or another method of contraception
32			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	RUFINAMIDE	69036			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Moderate decrease of the concentrations of ethinylestradiol	Precaution for use	Another contraceptive method, in particular a barrier type, should be used.
33			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	TELAPREVIR	1102261			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Risk of decrease of the contraceptive effectiveness by increase of the hepatic metabolism of the hormonal contraceptive by the telaprevir	Precaution for use	Use a reliable contraceptive method, additional or alternative, during the time these are administered together and two cycles following.
34			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	TOPIRAMATE	38404			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	For doses of topiramate >=200 mg/day: Risk of decrease of the contraceptive effectiveness due to decrease of the concentrations of estrogen	Not recommended	Another method of contraception, in particular a barrier type, should be used.
35			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	ULIPRISTAL	1005921			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Risk of antagonism of the effects of the progestin.	Not recommended	Do not restart a treatment with estrogen-progestin contraceptives fewer than 12 days after stopping the ulipristal.
36			COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	VEMURAFENIB	1147220			ANSM	215-COMBINED-ESTROGEN-PROGESTIN -CONTRACEPTIVES.html	Risk of decrease of the concentrations of the combined estrogen-progestin contraceptive with the consequence of a risk of ineffectiveness	Not recommended	
37	INSULIN	5856			ALCOHOL				ANSM	295-INSULIN.html	Increase of the hypoglycemic reaction (inhibition of the compensation reactions which can facilitate the onset of hypoglycemic coma)	Not recommended	Avoid taking alcoholic beverages and medications containing alcohol.
38	INSULIN	5856					SOMATOSTATIN ANALOGS	H01CB0-001	ANSM	295-INSULIN.html	Risk of hypoglycemia or hyperglycemia: decrease or increase of the needs for insulin, due to decrease or increase of the secretion of endogenous glucagon	Precaution for use	Inform the patient of the risk of hypoglycemia or hyperglycemia, strengthen self-monitoring of blood glucose, and adjust the dosage of insulin if needed during the treatment with the somatostatin analog.
39	INSULIN	5856					BETA-2 MIMETICS or BETA2 ADRENERGIC AGONISTS	R03C-001	ANSM	295-INSULIN.html	Elevation of the glycemia by the beta-2 mimetic	Precaution for use	Strengthen blood and urine monitoring
40	INSULIN	5856					BETA BLOCKING AGENTS (EXCEPT ESMOLOL)	C07AB-002	ANSM	295-INSULIN.html	All the beta-blocking agents can mask certain symptoms of hypoglycemia: palpitations and tachycardia	Precaution for use	Inform the patient and, especially at the start of treatment, strengthen self-monitoring of blood glucose.
41	INSULIN	5856					BETA-BLOCKING AGENTS IN HEART FAILURE	C07AB-003	ANSM	295-INSULIN.html	All the beta-blocking agents can mask certain symptoms of hypoglycemia: palpitations and tachycardia	Precaution for use	Inform the patient and, especially at the start of treatment, strengthen self-monitoring of blood glucose
42	INSULIN	5856			CHLORPROMAZINE	2403			ANSM	295-INSULIN.html	With large dosages (100 mg/day of chlorpromazine): elevation of the glycemia (decrease of the freeing of the insulin)	Precaution for use	Inform the patient and strengthen self-monitoring of blood glucose. Possibly adjust the dosage of the insulin during the treatment with the neuroleptic and after it is stopped.
43	INSULIN	5856			DANAZOL	3102			ANSM	295-INSULIN.html	Diabetes inducing effect of the danazol	Not recommended	If administering these substances together cannot be avoided, inform the patient and strengthen self-monitoring of blood glucose. Possibly adjust the dosage of the insulin during the treatment with the danazol and after it is stopped.
44	INSULIN	5856					ANGIOTENSIN CONVERTING ENZYME INHIBITORS (ACE INHIBITORS)	C09AA	ANSM	295-INSULIN.html	The use of an ACE inhibitor can lead to an increase of the hypoglycemic effect in a diabetic treated with insulin. The onset of hypoglycemic difficulties seems exceptional (improvement of the tolerance for glucose that would have the result of a reduction of the need for insulin).	Precaution for use	Strengthen self-monitoring of blood glucose
45	APIXABAN	1364430					ANTICONVULSANT ENZYMATIC INDUCERS	N03A-001	ANSM	74-APIXABAN.html	Decrease of the plasma concentrations of the apixaban by the anticonvulsant enzymatic inducer, with risk of decrease of the therapeutic effect.	Not recommended	
46	APIXABAN	1364430			FLUCONAZOLE	4450			ANSM	74-APIXABAN.html	Increase of the plasma concentrations of the apixiban by the fluconazole, with increase of the risk of bleeding	Not recommended	
47	APIXABAN	1364430					STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	74-APIXABAN.html	Increase of the plasma concentrations of the apixaban by the inhibitor, with increase of the risk of bleeding.	Not recommended	
48	APIXABAN	1364430			RIFAMPICIN	9384			ANSM	74-APIXABAN.html	Decrease of the plasma concentrations of the apixaban by the rifampicin, with risk of decrease of the therapeutic effect.	Not recommended	
49			TORSADES DE POINTES INDUCING MEDICATIONS (EXCEPT ANTIPARASITICS, NEUROLEPTICS, METHADONE)	C01B			SUBSTANCES THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05	ANSM	524-TORSADES-DE-POINTES-INDUCING-MEDICATIONS-(EXCEPT-ANTIPARASITICS,-NEUROLEPTICS,-METHADONE).html	Increased risk of ventricular arrhythmias, especially of torsades de pointes	Contraindication	--for dolasetron, erythromycin, spiramycin, and vincamine, only the forms administered by IV route are affected by this interaction.
50			BARBITURATES	N05CA-001			BENZODIAZEPINES AND RELATED	N05-001	ANSM	87-BARBITURATES.html	Increased risk of respiratory depression, which can be fatal in case of overdose	Take into account	
51			BARBITURATES	N05CA-001			OPIOIDS	N0-R0	ANSM	87-BARBITURATES.html	Increased risk of respiratory depression, which can be fatal in case of overdose	Take into account	
52	ST JOHNS WORT	258326					METABOLIZED ANTICONVULSANTS	N03A-002	ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations and of the effectiveness of the anticonvulsant.	CONTRAINDICATION	
53	ST JOHNS WORT	258326					PROTON PUMP INHIBITORS	A02BC-001	ANSM	357-ST-JOHNS-WORT.html	Risk of ineffectiveness of the treatment by the proton pump inhibitor due to increase of its metabolism by the St Johns wort	Take into account	
54	ST JOHNS WORT	258326					VITAMIN K ANTAGONISTS	B01AA-001	ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the vitamin K antagonist, by reason of its enzymatic inducer effect, with risk of reduction of effectiveness, even complete loss of the effect, which could have possibly serious consequences (thrombolitic event)	CONTRAINDICATION	In case of an accidental use of the two substances together, do not stop the St Johns Wort suddenly, but test the INR before and then after the St Johns Wort is stopped.
55	ST JOHNS WORT	258326			BEDAQUILINE	1364504			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of bedaquiline due to increase of its metabolism by the inducer	Not recommended	
56	ST JOHNS WORT	258326			CARBAMAZEPINE	2002			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations and of the effectiveness of the carbamazepine	Not recommended	
57	ST JOHNS WORT	258326			COBICISTAT	1306284			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the effectiveness of the cobicistat due to increase of its metabolism by the inducer	CONTRAINDICATION	
58	ST JOHNS WORT	258326			CYPROTERONE	3014			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the effectiveness of the cyproterone, due to increase of its hepatic metabolism by the St Johns Wort	CONTRAINDICATION	
59	ST JOHNS WORT	258326			DACLATASVIR	1606218			ANSM	357-ST-JOHNS-WORT.html	Risk of significant decrease of the plasma concentrations of daclatasvir due to increase of its hepatic metabolism by the St Johns wort	CONTRAINDICATION	
60	ST JOHNS WORT	258326			DASABUVIR	1597381			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of the dasabuvir by the St Johns wort	CONTRAINDICATION	
61	ST JOHNS WORT	258326			DIGOXIN	3407			ANSM	357-ST-JOHNS-WORT.html	Decrease of the digoxinemia, because of the enzymatic inducer effect of the St Johns Wort, with risk of reduction of effectiveness, even complete loss of the effect, which can have possibly serious consequences (acute decompensated heart failure).	CONTRAINDICATION	In the case of the two substances being taken by accident, do not stop the St Johns Wort abruptly but test the plasma concentrations (or the effectiveness) of the digoxin before and then after the St Johns Wort is stopped.
62	ST JOHNS WORT	258326			DOLUTEGRAVIR	1433868			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of dolutegravir due to increase of its metabolism by the St Johns wort	Not recommended	
63	ST JOHNS WORT	258326			DRONEDARONE	233698			ANSM	357-ST-JOHNS-WORT.html	Large decrease of the concentrations of dronedarone due to increase of its metabolism, without significant modification of the active metabolite	Not recommended	
64	ST JOHNS WORT	258326			ERIBULINE	1045453			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of eribuline by the St Johns wort	Not recommended	
65	ST JOHNS WORT	258326					COMBINED ESTROGEN-PROGESTIN CONTRACEPTIVES	G03AB-001	ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the hormonal contraceptive, because of the enzymatic inducer effect of the St Johns Wort, with risk of reduction of effectiveness, even complete loss of the effect, of the contraceptive, which can have possibly serious consequences (pregnancy).	CONTRAINDICATION	
66	ST JOHNS WORT	258326			IDELALISIB	1544460			ANSM	357-ST-JOHNS-WORT.html	Risk of large decrease of the plasma concentrations of idelalisib due to increase of its hepatic metabolism by the St Johns wort	Not recommended	
67	ST JOHNS WORT	258326					IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0	ANSM	357-ST-JOHNS-WORT.html	Risk of appearance of a serotonin syndrome	Precaution for use	Regular clinical and biological monitoring, especially at the beginning of the administration of the substances together.
68	ST JOHNS WORT	258326					REVERSIBLE MAOI-A, INCLUDING LINEZOLIDE AND METHYLENE BLUE	NO6AG-001	ANSM	357-ST-JOHNS-WORT.html	Risk of appearance of a serotonin syndrome	Precaution for use	Regular clinical and biological monitoring, especially at the beginning of the administration of the substances together.
69	ST JOHNS WORT	258326					IMMUNOSUPPRESSANTS	L04A	ANSM	357-ST-JOHNS-WORT.html	Decrease of the blood concentrations of the immunosuppressant, because of the enzymatic inducer effect of the St Johns wort, with risk of reduction of effectiveness, even complete loss of the effect, which could have possibly serious consequences (rejection of a graft)	CONTRAINDICATION	
70	ST JOHNS WORT	258326					RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the protease inhibitor, due to the enzymatic inducer effect of the St Johns Wort, with risk of reduction of effectiveness, even complete loss of the effect, which can have possibly serious consequences (reduction of the antiretroviral effectiveness)	CONTRAINDICATION	In the case of the substances being taken together by accident, do not stop the St Johns Wort abruptly, but test the plasma concentrations (or the effectiveness) of the protease inhibitor before and then after the St Johns Wort is stopped.
71	ST JOHNS WORT	258326					METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE	ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations and of the effectiveness of the tyrosine-kinase inhibitor, due to increase of its metabolism by the St Johns Wort	CONTRAINDICATION	
72	ST JOHNS WORT	258326					SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB	ANSM	357-ST-JOHNS-WORT.html	Risk of appearance of a serotonin syndrome	Precaution for use	Regular clinical and biological monitoring, especially at the beginning of the administration of the substances together.
73	ST JOHNS WORT	258326			IRINOTECAN	51499			ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the active metabolite of the irinotecan, with risk of failure of the cytotoxic treatment	CONTRAINDICATION	
74	ST JOHNS WORT	258326			ISAVUCONAZOLE	1720882			ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of isavuconazole due to increase of its hepatic metabolism by the St Johns wort	CONTRAINDICATION	
75	ST JOHNS WORT	258326			ITRACONAZOLE	28031			ANSM	357-ST-JOHNS-WORT.html	Risk of large decrease of the plasma concentrations of itraconazole, with risk of loss of effectiveness, due to increase of its hepatic metabolism by the St Johns wort	CONTRAINDICATION	
76	ST JOHNS WORT	258326			IVABRADINE	77417			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the effectiveness of the ivabradine due to increase of its metabolism by the St Johns wort	Not recommended	
77	ST JOHNS WORT	258326			LEDIPASVIR	1591922			ANSM	357-ST-JOHNS-WORT.html	Risk of large decrease of the plasma concentrations of the ledipasvir due to increase of its hepatic metabolidm by the St Johns wort	CONTRAINDICATION	
78	ST JOHNS WORT	258326			LOMITAPIDE	1364479			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of the lomitapide	Not recommended	
79	ST JOHNS WORT	258326			LURASIDONE	1040028			ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the lurasidone due to increase of its hepatic metabolism by the St Johns wort	CONTRAINDICATION	
80	ST JOHNS WORT	258326			MACITENTAN	1442132			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of macitentan due to increase of its metabolism by the St Johns wort	Not recommended	
81	ST JOHNS WORT	258326			MARAVIROC	620216			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of maraviroc that could lead to a loss of virological response	Not recommended	
82	ST JOHNS WORT	258326			MIDAZOLAM	6960			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of midazolam by the St Johns wort	Take into account	
83	ST JOHNS WORT	258326			NEVIRAPINE	53654			ANSM	357-ST-JOHNS-WORT.html	Risk of significant decrease of the plasma concentrations of the nevirapine due to increase of its hepatic metabolism by the St Johns wort	CONTRAINDICATION	
84	ST JOHNS WORT	258326			NINTEDANIB	1592737			ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the nintedanib due to decrease of its absorption by the millepertuis	Not recommended	
85	ST JOHNS WORT	258326			OXYCODONE	7804			ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the oxycodone due to increase of its metabolism by the St Johns wort	Not recommended	Possible adjustment of the dosage of the oxycodone.
86	ST JOHNS WORT	258326					PROGESTIN CONTRACEPTIVES	G03-001	ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the hormonal contraceptive, because of the enzymatic inducer effect of the St Johns wort, with risk of reduction of effectiveness, even complete loss of the effect, which can have possibly serious consequences (pregnancy)	CONTRAINDICATION	
87	ST JOHNS WORT	258326			PROPAFENONE	8754			ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the propafenone due to increase of its hepatic metabolism by the St Johns wort	Precaution for use	Clinical monitoring and EKG. If there is reason for it, adjustment of the dosage of the propafenone during the time the substances are administered together and after the St Johns wort is stopped.
88	ST JOHNS WORT	258326			QUETIAPINE	51272			ANSM	357-ST-JOHNS-WORT.html	Very large decrease of the plasma concentrations of quetiapine due to increase of its hepatic metabolism by the inducer, with risk of ineffectiveness	Not recommended	
89	ST JOHNS WORT	258326			REGORAFENIB	1312397			ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of regorafenib due to increase of its metabolism by the St Johns wort	Not recommended	
90	ST JOHNS WORT	258326			RILPIVIRINE	1102270			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of rilpivirine due to increase of its hepatic metabolism by the St Johns wort	CONTRAINDICATION	
91	ST JOHNS WORT	258326			SIMEPREVIR	1482790			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the St Johns wort	Not recommended	
92	ST JOHNS WORT	258326			SIMVASTATIN	36567			ANSM	357-ST-JOHNS-WORT.html	Decrease of the effectiveness of the cholesterol lowering agent due to increase of its hepatic metabolism by the St Johns wort	Not recommended	
93	ST JOHNS WORT	258326			SOFOSBUVIR				ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of sofobusvir due to decrease of its intestinal absorption by the St Johns wort	CONTRAINDICATION	
94	ST JOHNS WORT	258326			TELAPREVIR	1102261			ANSM	357-ST-JOHNS-WORT.html	Risk of very large decrease of the concentrations of telaprevir	CONTRAINDICATION	
95	ST JOHNS WORT	258326			TELITHROMYCIN	274786			ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the telithromycin, with risk of failure of the anti-infective treatment, due to increase of the hepatic metabolism of the telithromycin by the St Johns wort	Not recommended	
96	ST JOHNS WORT	258326					THEOPHYLLINE (AND, BY EXTRAPOLATION, AMINOPHYLLINE)	R03DA	ANSM	357-ST-JOHNS-WORT.html	Decrease of the plasma concentrations of the theophylline, because of the enzymatic inducer effect of the St Johns wort, with risk of reduction of effectiveness, even complete loss of the effect, which can have possibly serious consequences (onset of an obstructive pulmonary syndrome)	CONTRAINDICATION	In case of accidental use of the substances together, do not stop the St Johns wort abruptly but test the plasma concentrations (or the effectiveness) of the medication taken with it before and then after stopping the St Johns wort.
97	ST JOHNS WORT	258326			TICAGRELOR	1116632			ANSM	357-ST-JOHNS-WORT.html	Risk of large decrease of the plasma concentrations of ticagrelor due to increase of its hepatic metabolism by the St Johns wort, with decrease of its therapeutic effect	CONTRAINDICATION	
98	ST JOHNS WORT	258326			ULIPRISTAL	1005921			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the effect of the ulipristal, due to increase of its hepatic metabolism by the inducer	Not recommended	Choose a therapeutic alternative that is little or not metabolized.
99	ST JOHNS WORT	258326			VERAPAMIL	11170			ANSM	357-ST-JOHNS-WORT.html	Large reduction of the concentrations of verapamil, with risk of loss of its therapeutic effect	CONTRAINDICATION	
100	ST JOHNS WORT	258326			VISMODEGIB	1242987			ANSM	357-ST-JOHNS-WORT.html	Risk of decrease of the plasma concentrations of vismodegib	CONTRAINDICATION	
