Drug Name	RxNorm	Source File	Clinical Source	Class Name	Class Code
PINDOLOL	8332	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
PROPRANOLOL	8787	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
TERTATOLOL	37840	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
TIMOLOL	10600	33	ANSM	BETA BLOCKING AGENTS (EXCEPT ESMOLOL AND SOTALOL)	C07AB-001
ATORVASTATIN	83367	73	ANSM	HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA
FLUVASTATIN	41127	73	ANSM	HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA
PITAVASTATIN	861634	73	ANSM	HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA
PRAVASTATIN	42463	73	ANSM	HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA
ROSUVASTATIN	301542	73	ANSM	HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA
SIMVASTATIN	36567	73	ANSM	HMG-COA REDUCTASE INHIBITORS (STATINS)	C10AA
PIOGLITAZONE	33738	68	ANSM	GLITAZONE ANTIDIABETICS	A10BG0
ROSIGLITAZONE	84108	68	ANSM	GLITAZONE ANTIDIABETICS	A10BG0
ALTEPLASE RECOMBINANT	8410	144	ANSM	THROMBOLYTICS	B01AD
RETEPLASE	76895	144	ANSM	THROMBOLYTICS	B01AD
STREPTOKINASE	10106	144	ANSM	THROMBOLYTICS	B01AD
TENECTEPLASE	259280	144	ANSM	THROMBOLYTICS	B01AD
UROKINASE	11055	144	ANSM	THROMBOLYTICS	B01AD
CABERGOLINE	47579	58	ANSM	DOPAMINERGICS, EXCEPT PARKINSON	G02CB-002
QUINAGOLIDE	76887	58	ANSM	DOPAMINERGICS, EXCEPT PARKINSON	G02CB-002
CITALOPRAM	2556	134	ANSM	SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB
DAPOXETINE	69394	134	ANSM	SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB
ESCITALOPRAM	321988	134	ANSM	SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB
FLUOXETINE	4493	134	ANSM	SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB
FLUVOXAMINE	42355	134	ANSM	SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB
PAROXETINE	32937	134	ANSM	SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB
SERTRALINE	36437	134	ANSM	SELECTIVE SEROTONIN REUPTAKE INHIBITORS (SSRIs)	N06AB
ALLOPURINOL	519	163	ANSM	XANTHINE OXYDASE INHIBITORS	M04AA0
FEBUXOSTAT	73689	163	ANSM	XANTHINE OXYDASE INHIBITORS	M04AA0
ALUMINUM HYDROXIDE / MAGNESIUM CARBONATE	17384	7	ANSM	ALUMINUM (SALTS)	A02AD0-001
HYDROTALCITE	27221	7	ANSM	ALUMINUM (SALTS)	A02AD0-001
MAGALDRATE	29151	7	ANSM	ALUMINUM (SALTS)	A02AD0-001
BUPRENORPHINE	1819	2	ANSM	AGONIST-ANTAGONIST OPIOIDS	NO2A-001
NALBUPHINE	7238	2	ANSM	AGONIST-ANTAGONIST OPIOIDS	NO2A-001
PENTAZOCINE	8001	2	ANSM	AGONIST-ANTAGONIST OPIOIDS	NO2A-001
ENTACAPONE 	60307	42	ANSM	CATECHOL-O-METHYLTRANSFERASE INHIBITORS (COMT)	COMT
TOLCAPONE	72937	42	ANSM	CATECHOL-O-METHYLTRANSFERASE INHIBITORS (COMT)	COMT
AMBENONIUM	623	0	ANSM	ACETYL-CHOLINESTERASE INHIBITORS	ACETCHO
DONEPEZIL	135447	0	ANSM	ACETYL-CHOLINESTERASE INHIBITORS	ACETCHO
GALANTAMINE	4637	0	ANSM	ACETYL-CHOLINESTERASE INHIBITORS	ACETCHO
NEOSTIGMINE	7315	0	ANSM	ACETYL-CHOLINESTERASE INHIBITORS	ACETCHO
PYRIDOSTIGMINE	9000	0	ANSM	ACETYL-CHOLINESTERASE INHIBITORS	ACETCHO
RIVASTIGMINE	183379	0	ANSM	ACETYL-CHOLINESTERASE INHIBITORS	ACETCHO
AMOXICILLIN	723	9	ANSM	AMINOPENICILLINS	J01CA
AMPICILLIN	733	9	ANSM	AMINOPENICILLINS	J01CA
BACAMPICILLIN	18687	9	ANSM	AMINOPENICILLINS	J01CA
PIVAMPICILLIN	8372	9	ANSM	AMINOPENICILLINS	J01CA
TICARCILLIN	10591	9	ANSM	AMINOPENICILLINS	J01CA
CODEINE	2670	151	ANSM	TRUE MORPHINE ANTITUSSIVES	R0GDA0-002
ETHYLMORPHINE	4166	151	ANSM	TRUE MORPHINE ANTITUSSIVES	R0GDA0-002
ALMOTRIPTAN	279645	149	ANSM	TRIPTANS METABOLIZED BY THE MAO	N02CC-002
RIZATRIPTAN	88014	149	ANSM	TRIPTANS METABOLIZED BY THE MAO	N02CC-002
SUMATRIPTAN	37418	149	ANSM	TRIPTANS METABOLIZED BY THE MAO	N02CC-002
ZOLMITRIPTAN	135775	149	ANSM	TRIPTANS METABOLIZED BY THE MAO	N02CC-002
AMBENONIUM	623	45	ANSM	CHOLINESTERASE INHIBITORS	NO6DA-001
DONEPEZIL	135447	45	ANSM	CHOLINESTERASE INHIBITORS	NO6DA-001
GALANTAMINE	4637	45	ANSM	CHOLINESTERASE INHIBITORS	NO6DA-001
NEOSTIGMINE	7315	45	ANSM	CHOLINESTERASE INHIBITORS	NO6DA-001
PYRIDOSTIGMINE	9000	45	ANSM	CHOLINESTERASE INHIBITORS	NO6DA-001
RIVASTIGMINE	183379	45	ANSM	CHOLINESTERASE INHIBITORS	NO6DA-001
CARBOPLATIN	40048	124	ANSM	PLATINUM-BASED ANTINEOPLASTIC CANCER DRUGS	L01XA
CISPLATIN	2555	124	ANSM	PLATINUM-BASED ANTINEOPLASTIC CANCER DRUGS	L01XA
OXALIPLATIN	32592	124	ANSM	PLATINUM-BASED ANTINEOPLASTIC CANCER DRUGS	L01XA
ALLOBARBITAL	516	30	ANSM	BARBITURATES	N05CA-001
AMOBARBITAL	719	30	ANSM	BARBITURATES	N05CA-001
BARBITAL	1325	30	ANSM	BARBITURATES	N05CA-001
BUTALBITAL	19860	30	ANSM	BARBITURATES	N05CA-001
BUTOBARBITAL	19874	30	ANSM	BARBITURATES	N05CA-001
CYCLOBARBITAL	2978	30	ANSM	BARBITURATES	N05CA-001
HEXOBARBITAL	5302	30	ANSM	BARBITURATES	N05CA-001
METHYLPHENOBARBITAL	6758	30	ANSM	BARBITURATES	N05CA-001
PENTOBARBITAL	8004	30	ANSM	BARBITURATES	N05CA-001
PHENOBARBITAL	8134	30	ANSM	BARBITURATES	N05CA-001
PRIMIDONE	8691	30	ANSM	BARBITURATES	N05CA-001
SECBUTABARBITAL	477631	30	ANSM	BARBITURATES	N05CA-001
SECOBARBITAL	9624	30	ANSM	BARBITURATES	N05CA-001
THIOPENTAL	10493	30	ANSM	BARBITURATES	N05CA-001
VINBARBITAL	89811	30	ANSM	BARBITURATES	N05CA-001
VINYLBITAL	19928	30	ANSM	BARBITURATES	N05CA-001
ALTIZIDE	1008908	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
AMILORIDE	644	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
BENDROFLUMETHIAZIDE	1369	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
BUMETANIDE	1808	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
POTASSIUM CANRENOATE	1981	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
CARBAMAZEPINE	2002	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
CHLORTALIDONE		76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
CICLETANINE	21914	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
CITALOPRAM	2556	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
CLOPAMIDE	2603	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
CYCLOTHIAZIDE	22033	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
DESMOPRESSIN	3251	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
EPLERENONE	298869	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
ESCITALOPRAM	321988	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
FLUOXETINE	4493	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
FLUVOXAMINE	42355	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
FUROSEMIDE	460	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
HYDROCHLOROTHIAZIDE	5487	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
INDAPAMIDE	5764	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
METHYCLOTHIAZIDE	6860	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
OXCARBAZEPINE	32624	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
PAROXETINE	32937	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
PIRETANIDE	33770	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
SERTRALINE	36437	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
SPIRONOLACTONE	9997	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
TORASEMIDE	38413	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
TRIAMTERENE	10763	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
XIPAMIDE	11371	76	ANSM	HYPONATREMIA INDUCING MEDICATIONS	C03EA
NATEGLINIDE	274332	66	ANSM	GLINIDES	A10BX-001
REPAGLINIDE	73044	66	ANSM	GLINIDES	A10BX-001
BOCEPREVIR 	1102129	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
CLARITHROMYCIN	21212	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
COBICISTAT	1306284	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
ERYTHROMYCIN	4053	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
ITRACONAZOLE	28031	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
KETOCONAZOLE 	6135	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
NELFINAVIR	134527	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
POSACONAZOLE	282446	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
RITONAVIR	85762	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
TELAPREVIR 	1102261	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
TELITHROMYCIN	274786	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
TIPRANAVIR	190548	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
VORICONAZOLE 	121243	139	ANSM	STRONG INHIBITORS OF CYP3A4	J02-J05
ALMOTRIPTAN	279645	148	ANSM	TRIPTANS	N02CC-001
ELETRIPTAN	231049	148	ANSM	TRIPTANS	N02CC-001
FROVATRIPTAN	228783	148	ANSM	TRIPTANS	N02CC-001
NARATRIPTAN	141366	148	ANSM	TRIPTANS	N02CC-001
RIZATRIPTAN	88014	148	ANSM	TRIPTANS	N02CC-001
SUMATRIPTAN	37418	148	ANSM	TRIPTANS	N02CC-001
ZOLMITRIPTAN	135775	148	ANSM	TRIPTANS	N02CC-001
AMIODARONE	703	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
AMISULPRIDE	46303	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
ARSENIC TRIOXIDE	18330	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
ARTENIMOL	1446866	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
CHLOROQUINE	2393	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
CHLORPROMAZINE 	2403	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
CITALOPRAM	2556	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
CYAMEMAZINE	21877	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
DIPHEMANIL	89782	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
DISOPYRAMIDE	3541	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
DOFETILIDE	49247	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
DOLASETRON	68091	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
DOMPERIDONE	3626	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
DRONEDARONE	233698	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
DROPERIDOL	3648	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
ERYTHROMYCIN	4053	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
ESCITALOPRAM	321988	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
FLUPENTIXOL	4495	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
FLUPHENAZINE	4496	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
HALOFANTRINE 	50749	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
HALOPERIDOL	5093	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
HYDROQUINIDINE	27220	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
HYDROXYZINE	5553	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
IBUTILIDE	41289	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
LEVOMEPROMAZINE	6852	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
LUMEFANTRINE	847728	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
MEQUITAZINE 	29528	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
METHADONE 	6813	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
MIZOLASTINE 	61455	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
MOXIFLOXACINE	139462	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
PENTAMIDINE	7994	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
PIMOZIDE	8331	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
PIPAMPERONE	33739	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
PIPERAQUINE	1430959	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
PIPOTIAZINE	8348	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
PRUCALOPRIDE	278774	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
QUINIDINE	9068	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
SOTALOL	9947	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
SPIRAMYCIN	9991	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
SULPIRIDE	10239	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
SULTOPRIDE	37416	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
TIAPRIDE	10588	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
TOREMIFENE	38409	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
VANDETANIB	1098413	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
VINCAMINE	11201	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
ZUCLOPENTHIXOL	114176	93	ANSM	MEDICATIONS THAT TEND TO INDUCE TORSADES DE POINTES	C01-N05
CYPROTERONE 	3014	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
DESOGESTREL	22656	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
DIENOGEST	22968	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
DROSPIRENONE 	840781	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
ETONOGESTREL	14584	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
LEVONORGESTREL	6373	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
LYNESTRENOL	6529	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
MEDROXYPROGESTERONE	6691	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
NOMEGESTROL	31930	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
NORELGESTROMIN	326374	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
NORETHISTERONE	7514	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
NORGESTIMATE	31994	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
NORGESTRIENONE	7519	128	ANSM	PROGESTIN CONTRACEPTIVES	G03-001
ALFENTANIL	480	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
DEXTROMORAMIDE	3290	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
FENTANYL	4337	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
HYDROMORPHONE 	3423	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
MORPHINE	7052	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
OXYCODONE	7804	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
PETHIDINE	6754	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
PHENOPERIDINE	8143	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
REMIFENTANIL	73032	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
SUFENTANIL	56795	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
TAPENTADOL 	787390	137	ANSM	STEP III OPIOID ANALGESICS	N02A-002
VINBLASTINE	11198	160	ANSM	VINCA ALKALOIDS	L01CA
VINCRISTINE	11202	160	ANSM	VINCA ALKALOIDS	L01CA
VINDESINE	11204	160	ANSM	VINCA ALKALOIDS	L01CA
VINFLUNINE	194315	160	ANSM	VINCA ALKALOIDS	L01CA
VINORELBINE	39541	160	ANSM	VINCA ALKALOIDS	L01CA
ABCIXIMAB (FORMERLY CALLED C 7E3B FAB)	83929	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
ACETYLSALICYLIC ACID	1191	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
CILOSTAZOL	21107	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
CLOPIDOGREL 	3296	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
EPOPROSTENOL	8814	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
EPTIFIBATIDE	75635	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
ILOPROST	40138	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
ILOPROST TROMETAMOL		123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
PRASUGREL	613391	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
TICAGRELOR	1116632	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
TICLOPIDINE	10594	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
TIROFIBAN	73137	123	ANSM	PLATELET AGGREGATION INHIBITORS	B01AC-001
IPRONIAZIDE	1431471	81	ANSM	IRREVERSIBLE MONOAMINE OXIDASE INHIBITORS (MAOI)	N06AF0
BENZALKONIUM	1378	136	ANSM	SPERMICIDES	R02AA
CETALKONIUM		136	ANSM	SPERMICIDES	R02AA
HEXYLRESORCINOL	5321	136	ANSM	SPERMICIDES	R02AA
MYRISTALKONIUM	1370587	136	ANSM	SPERMICIDES	R02AA
NONOXYNOL-9	53750	136	ANSM	SPERMICIDES	R02AA
AXITINIB 	1242999	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
BOSUTINIB	1307619	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
CABOZANTINIB	1363268	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
CRIZOTINIB 	1148495	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
DABRAFENIB	1424911	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
DASATINIB	475342	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
ERLOTINIB	337525	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
GEFITINIB	328134	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
IBRUTINIB 	1442981	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
IMATINIB	282388	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
LAPATINIB	480167	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
NILOTINIB	662281	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
PAZOPANIB	714438	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
PONATINIB	1364347	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
RUXOLITINIB	1193326	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
SORAFENIB	495881	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
SUNITINIB	357977	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
VANDETANIB	1098413	97	ANSM	METABOLIZED TYROSINE-KINASE INHIBITORS	L01XE
ACECLOFENAC	16689	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
MEFENAMIC ACID	257844	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
NIFLUMIC ACID	7418	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
TIAPROFENIC ACID	618442	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
ALMINOPROFEN	17387	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
AMILORIDE	644	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
AZILSARTAN	1091643	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
BENAZEPRIL	18867	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
CANDESARTAN CILEXETIL	214354	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
POTASSIUM CANRENOATE	1981	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
CAPTOPRIL	1998	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
CELECOXIB	140587	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
CICLOSPORIN 	3008	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
CILAZAPRIL	21102	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
DALTEPARIN SODIUM	67109	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
DANAPAROID SODIUM	78484	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
DESIRUDINE		74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
DEXKETOPROFEN TROMETAMOL	233386	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
DICLOFENAC	3355	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
DROSPIRENONE 	840781	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
ENALAPRIL	3827	74	ANSM	HYPERKALEMIA INDUCING MEDICATIONS	M01A-001
