ATC Code	Drug Name
M01BA03	ACETYLSALICYLIC ACID
R03DA54	THEOPHYLLINE
S01ED03	LEVOBUNOLOL
D10AA03	DEXAMETHASONE
A11GB01	ASCORBIC ACID
S01EB06	NEOSTIGMINE
D04AA32	DIPHENHYDRAMINE
J05AX16	DASABUVIR
H01CB05	PASIREOTIDE
P02CA02	TIABENDAZOLE
D01AC02	MICONAZOLE
C08CA04	NICARDIPINE
N05CA19	THIOPENTAL
J04AM03	ISONIAZID
C09DB05	IRBESARTAN
J01EB02	SULFAMETHIZOLE
C08CA11	MANIDIPINE
A10BD07	METFORMIN
J02AB01	MICONAZOLE
A11CA01	VITAMIN A
N06DA03	RIVASTIGMINE
C02AB02	METHYLDOPA
R06AB04	CHLORPHENAMINE
J04AC51	ISONIAZID
S03AA03	POLYMYXIN B
G04CA53	TAMSULOSIN
C09DA04	IRBESARTAN
A12CA01	SODIUM CHLORIDE
N05BB51	HYDROXYZINE
N02AA79	CODEINE
A02BC01	OMEPRAZOLE
L01XE13	AFATINIB
R06AX23	PIMETHIXENE
J01FA06	ROXITHROMYCIN
G04BD10	DARIFENACIN
B01AA12	FLUINDIONE
A11GA	ASCORBIC ACID
C09DX01	VALSARTAN
L01BA04	PEMETREXED
R01AB02	NAPHAZOLINE
L01CA03	VINDESINE
N06AA12	DOXEPIN
J04AB04	RIFABUTIN
R03DA01	DIPROPHYLLINE
R06AA52	DIPHENHYDRAMINE
G03AB01	ETHINYLESTRADIOL
J04AM05	ISONIAZID
D07AB11	HYDROCORTISONE
1597582	OLAPARIB
N02AB52	PETHIDINE
D01BA01	GRISEOFULVIN
R03DA04	THEOPHYLLINE
V10BX01	STRONTIUM
C02LG51	DIHYDRALAZINE
G02CB01	BROMOCRIPTINE
R06AD08	OXOMEMAZINE
N01AX11	SODIUM OXYBATE
B05CX02	SORBITOL
N02BE01	PARACETAMOL
A04AD51	SCOPOLAMINE
D10AF52	ERYTHROMYCIN
S02BA06	DEXAMETHASONE
A10BB12	GLIMEPIRIDE
R06AB54	CHLORPHENAMINE
S01GA51	NAPHAZOLINE
C01CA06	PHENYLEPHRINE
D07AA01	METHYLPREDNISOLONE
1147320	BRENTUXIMAB
A07AA54	STREPTOMYCIN
N01BB02	LIDOCAINE
N05BA56	LORAZEPAM
A06AD16	MANNITOL
L04AX05	PIRFENIDONE
R06AD02	PROMETHAZINE
C09AA08	CILAZAPRIL
M05BX03	STRONTIUM
N02AG01	MORPHINE
D04AA22	ISOTHIPENDYL
A02BA51	CIMETIDINE
C03DA02	POTASSIUM CANRENOATE
C03AX01	HYDROCHLOROTHIAZIDE
C01BA03	DISOPYRAMIDE
HYDROCHLOROTHIAZIDE
J07BE	MUMPS VACCINE
M05BA07	RISEDRONIC ACID
C01CA02	ISOPRENALINE
A07DA52	MORPHINE
C09DA01	LOSARTAN
N02AB02	PETHIDINE
C02KX05	RIOCIGUAT
N06CA03	FLUOXETINE
C07AB02	METOPROLOL
N06AX16	VENLAFAXINE
J01DF01	AZTREONAM
as	GLYCOPYRRONIUM
A01AB17	METRONIDAZOLE
INGREDIE	ALCOHOL
B03BA02	CYANOCOBALAMIN
C08CA03	ISRADIPINE
A07AC01	MICONAZOLE
2403	CHLORPROMAZINE
J05AR08	TENOFOVIR DISOPROXIL
N06AB05	PAROXETINE
C08CA05	NIFEDIPINE
G03AA12	ETHINYLESTRADIOL
S01EA04	CLONIDINE
N05CF01	ZOPICLONE
N05BB01	HYDROXYZINE
C07BG01	LABETALOL
S01AB01	SULFAMETHIZOLE
L01XX3	ANAGRELIDE
N05CD04	ESTAZOLAM
A10BB07	GLIPIZIDE
J01FG02	DALFOPRISTIN
N03AX22	PERAMPANEL
C02DB01	DIHYDRALAZINE
C09CA07	TELMISARTAN
J04AM04	ISONIAZID
G04CA02	TAMSULOSIN
J05AR04	ZIDOVUDINE (AZT)
C10AX12	LOMITAPIDE
P01AX08	TENONITROZOLE
A16AA01	LEVOCARNITINE
C03CA01	FUROSEMIDE
N05AL03	TIAPRIDE
C01AA05	DIGOXIN
B03AC06	DEXTRAN 40
A02BD04	CLARITHROMYCIN
C09BB12	MANIDIPINE
S01AX18	POVIDONE-IODINE
S01BA01	DEXAMETHASONE
N05BA11	PRAZEPAM
L04AA04	ANTITHYMOCYTE IMMUNOGLOBULIN (RABBIT)
S01GA52	TETRYZOLINE
G04BE07	APOMORPHINE
P01BA01	CHLOROQUIN
S03CA04	HYDROCORTISONE
S01GA01	NAPHAZOLINE
C09BX01	AMLODIPINE
J05AR04	LAMIVUDINE
V03AC02	DEFERIPRONE
R06AB02	DEXCHLORPHENIRAMINE
L02AA03	ETHINYLESTRADIOL
C03AA01	BENDROFLUMETHIAZIDE
C09BA02	ENALAPRIL
J01GB01	TOBRAMYCIN
G03AA05	ETHINYLESTRADIOL
S01XA03	SODIUM CHLORIDE
B03AC05	INJECTABLE IRON SALTS
G04BE04	YOHIMBINE
A10AD02	INSULIN
L01XX19	IRINOTECAN
L01AD01	CARMUSTINE
R06AX02	CYPROHEPTADINE
A11CC05	CHOLECALCIFEROL
C09XA02	ALISKIREN
A02AD04	HYDROTALCITE
D07AC16	HYDROCORTISONE
G04CA04	SILODOSIN
J01FA01	ERYTHROMYCIN
G03EA02	TESTOSTERONE
N05BA16	NORDAZEPAM
N02CA02	ERGOTAMINE
A10AE04	INSULIN
R03CC02	SALBUTAMOL
D07AA03	PREDNISOLONE
R01AA11	TUAMINOHEPTANE
J07BD	MEASLES VACCINE
G04BE03	SILDENAFIL
C09DB02	AMLODIPINE
R03CC12	BAMBUTEROL
A10AD03	INSULIN
C02KX02	AMBRISENTAN
C09BB02	ENALAPRIL
C01CA24	EPINEPHRINE IS THE NAME FOR ADRENALINE SEARCHABLE ON THE ATC SEARCH ENGINE.
H02AB06	PREDNISOLONE
L01XX08	PENTOSTATIN
A12CB03	ZINC
L04AB04	ADALIMUMAB
ATROPINE
L03AB61	PEG-INTERFERON ALFA-2A
R01AD52	PREDNISOLONE
R06AX02	CYPROHEPTADINE
A02BD01	AMOXICILLIN
C02LG01	DIHYDRALAZINE
C07AA02	OXPRENOLOL
M01CB05	GOLD
N06DA02	DONEPEZIL
L01XE27	IBRUTINIB
N05CD02	NITRAZEPAM
J01DD12	CEFOPERAZONE
09BB10	VERAPAMIL
N06AA01	DESIPRAMINE
C09BB04	PERINDOPRIL TERT-BUTYLAMINE
R06AC01	MEPYRAMINE
R06AD07	MEQUITAZINE
R06AB05	PHENIRAMINE
C09DB01	VALSARTAN
M05BB05	ALENDRONIC ACID
D01AC08	KETOCONAZOLE
A07AA10	COLISTIN
B01AC06	ACETYLSALICYLIC ACID
C09BB03	AMLODIPINE
C09XA52	HYDROCHLOROTHIAZIDE
N02AA05	OXYCODONE
B01AC24	TICAGRELOR
M05BA04	ALENDRONIC ACID
J01XD01	METRONIDAZOLE
C01CA51	ETILEFRINE
S01FA56	TROPICAMIDE
N07BC01	BUPRENORPHINE
\C09AA05	RAMIPRIL
L02BX03	ABIRATERONE
J01DD62	CEFOPERAZONE
S01EB01	PILOCARPINE
J01XC01	FUSIDIC ACID
S01AD09	GANCICLOVIR
N02CA07	LISURIDE
J04AM02	ISONIAZID
MYCOPHEN	MYCOPHENOLATE MOFETIL
R06AE05	MECLOZINE
G04BD11	FESOTERODINE
L01BA01	METHOTREXATE
J02AA01	AMPHOTERICIN B
G03AA08	ETHINYLESTRADIOL
R01AB03	TETRYZOLINE
R01AA14	EPINEPHRINE IS THE NAME FOR ADRENALINE SEARCHABLE ON THE ATC SEARCH ENGINE.
P01AB02	TINIDAZOLE
A10BD02	METFORMIN
C07AB09	ESMOLOL
J04AM06	RIFAMPICIN
R06AB01	BROMPHENIRAMINE
J02AC0	POSACONAZOLE
C02LB	METHYLDOPA
M05BA06	IBANDRONIC ACID
C02AC01	CLONIDINE
D07XB05	DEXAMETHASONE
N05AH03	OLANZAPINE
J05AR07	LAMIVUDINE
G01AF04	MICONAZOLE
C01CA03	NOREPINEPHRINE IS THE SEARCHABLE NAME FOR NORADRENALINE
J01GA01	STREPTOMYCIN
N04BA01	LEVODOPA
N04BA03	LEVODOPA
B01AF02	APIXABAN
C10AA08	PITAVASTATIN
G01AF05	ECONAZOLE
A03FA01	METOCLOPRAMIDE
R06AB5	BROMPHENIRAMINE
D07XA02	PREDNISOLONE
J01GA	STREPTOMYCIN
L04AC03	ANAKINRA
S01BA04	PREDNISOLONE
C10AA01	SIMVASTATIN
A06AX01	GLYCEROL
C10BA03	FENOFIBRATE
S01AA21	AMIKACIN
J05AR09	COBICISTAT
P01BD01	PYRIMETHAMINE
S02AA13	MICONAZOLE
J05AX15	SOFOSBUVIR
D11AC06	POVIDONE-IODINE
A02BD02	METRONIDAZOLE
A02BD04	AMOXICILLIN
N03AD51	ETHOSUXIMIDE
R01AD03	DEXAMETHASONE
N07CA03	FLUNARIZINE
S02AA11	POLYMYXIN B
B03BB	FOLINIC ACID
C08CA02	FELODIPINE
N05AX08	RISPERIDONE
V03AB05	PROMETHAZINE
M04AB01	PROBENECID
D06AX01	FUSIDIC ACID
G03HA01	CYPROTERONE
D07BB04	HYDROCORTISONE
D08AG02	POVIDONE-IODINE
G03AA12	DROSPIRENONE
J01EE01	SULFAMETHOXAZOLE
C03CB02	BUMETANIDE
R02AD02	LIDOCAINE
A06AG04	GLYCEROL
A02BD07	LANSOPRAZOLE
D07AB19	DEXAMETHASONE
C01CA01	ETILEFRINE
1591942	LEDIPASVIR
C09BA08	CILAZAPRIL
G03AA15	ETHINYLESTRADIOL
N01AB01	HALOTHANE
L04AX04	LENALIDOMIDE
N02CA01	DIHYDROERGOTAMINE
C08CA16	CLEVIDIPINE
S01AA18	POLYMYXIN B
J01GB03	GENTAMICIN
L01AD02	LOMUSTINE
V04CD01	METYRAPONE
R06AD01	ALIMEMAZINE
N03AB52	PHENYTOIN
J05AR05	ZIDOVUDINE
N07XX59	DEXTROMETHORPHAN
C08CA01	AMLODIPINE
J01MA06	NORFLOXACINE
N04BD02	RASAGILINE
1191	ACETYLSALICYLIC ACID
C09BA15	ZOFENOPRIL
S02CA01	PREDNISOLONE
L04AC08	CANAKINUMAB
C10BX02	ACETYLSALICYLIC ACID
A11HA03	ALPHA-TOCOPHEROL
G03AB03	ETHINYLESTRADIOL
S03CA01	DEXAMETHASONE
G03AA09	ETHINYLESTRADIOL
N05BA12	ALPRAZOLAM
C02CC02	GUANETHIDINE
G01AF11	KETOCONAZOLE
L04AB06	GOLIMUMAB
S01BA02	HYDROCORTISONE
N05AH01	LOXAPINE
C08GA02	AMLODIPINE
J05AF05	LAMIVUDINE
J05AG04	ETRAVIRINE
C02AB	METHYLDOPA
A07AA07	AMPHOTERICIN B
N05AE05	LURASIDONE
B05XA12	ZINC
C01BA51	QUINIDINE
G03AA13	ETHINYLESTRADIOL
C02LC01	CLONIDINE
N02CA51	ERGOTAMINE
C07AA06	TIMOLOL
A07AB03	SULFAGUANIDINE
L01XX42	PANOBINOSTAT
N05AL01	SULPIRIDE
C02CA01	PRAZOSIN
C07AB05	BETAXOLOL
S01FB01	PHENYLEPHRINE
R03AC12	SALMETEROL
N02AX02	TRAMADOL
P01BB01	PROGUANIL
38404	TOPIRAMATE
L01XX05	HYDROXYCARBAMIDE
6813	METHADONE
J05AF01	ZIDOVUDINE (AZT)
S01GX07	AZELASTINE
G03BA03	TESTOSTERONE
N07XX04	SODIUM OXYBATE
C08CA55	NIFEDIPINE
J01DC03	CEFAMANDOLE
C09DX03	OLMESARTAN
L03AB06	INTERFERON ALFA
C09XA54	HYDROCHLOROTHIAZIDE
N04BC07	APOMORPHINE
N01AH06	REMIFENTANIL
D01AC15	FLUCONAZOLE
L04AA10	SIROLIMUS
C07AB08	CELIPROLOL
N04BC09	ROTIGOTINE
C07BB12	NEBIVOLOL
J04AM05	PYRAZINAMIDE
N02AB03	FENTANYL
J04AC01	ISONIAZID
S01AD06	VIDARABINE
N06AA16	DOSULEPIN
H05BA01	CALCITONIN
J05AF04	STAVUDINE
7145	MYCOPHENOLATE MOFETIL
J01DD54	CEFTRIAXONE
N06AA06	TRIMIPRAMINE
J05AR02	LAMIVUDINE
R06AX19	AZELASTINE
N05CM05	SCOPOLAMINE
J05AF03	ZALCITABINE
C02AA02	RESERPINE
N06AG02	MOCLOBEMIDE
B05CA04	SULFAMETHIZOLE
S03BA01	DEXAMETHASONE
A05AA	URSODESOXYCHOLIC ACID
C08CA06	NIMODIPINE
M05BB01	ETIDRONIC ACID
C10AA05	ATORVASTATIN
R01AB07	OXYMETAZOLINE
P01BB51	PROGUANIL
5880	INTERFERON ALFA
L01XB01	PROCARBAZINE
C02LA51	RESERPINE
C09CA04	IRBESARTAN
N05BA08	BROMAZEPAM
N05AX08	RISPERIDONE
C09DB02	OLMESARTAN
R03CC53	TERBUTALINE
A01AB09	MICONAZOLE
H02BX01	METHYLPREDNISOLONE
J04AM05	RIFAMPICIN
D10AA02	METHYLPREDNISOLONE
N05CD06	LORMETAZEPAM
N02AG04	HYDROMORPHONE
D01AC52	MICONAZOLE
C03AB01	BENDROFLUMETHIAZIDE
J01XB01	COLISTIN
A10AE03	INSULIN
L03AB05	INTERFERON ALFA
C09CA02	EPROSARTAN
L01XE21	REGORAFENIB
S01AE03	CIPROFLOXACIN
N03AG06	TIAGABINE
D04AA10	PROMETHAZINE
N06BA07	MODAFINIL
G03AB04	ETHINYLESTRADIOL
J01XD02	TINIDAZOLE
J02AB02	KETOCONAZOLE
J05AX08	RALTEGRAVIR
G01AD03	ASCORBIC ACID
N05BA04	OXAZEPAM
C09BA04	PERINDOPRIL TERT-BUTYLAMINE
L01XX47	IDELALISIB
G01AX11	POVIDONE-IODINE
N01AH02	ALFENTANIL
C03DA04	EPLERENONE
J01XX08	LINEZOLIDE
H05BA03	CALCITONIN
R01AD02	PREDNISOLONE
J01FA02	SPIRAMYCIN
J02AX01	FLUCYTOSINE
A10BG03	PIOGLITAZONE
M03BX01	BACLOFEN
L01BB05	FLUDARABINE
M01CB01	GOLD
N06AX03	MIANSERIN
L04AA24	ABATACEPT
G04BX03	ACETOHYDROXAMIC ACID
R06AD07	MEQUITAZINE
C02LA01	RESERPINE
D10AX05	DAPSONE
N02BA51	ACETYLSALICYLIC ACID
V04CC01	SORBITOL
L01DC01	BLEOMYCIN
J05AR06	EFAVIRENZ
R01AD53	DEXAMETHASONE
R03CB51	ISOPRENALINE
R06AD52	PROMETHAZINE
C09AA01	CAPTOPRIL
M01CB02	GOLD
R03AK06	SALMETEROL
A11CB	VITAMIN A
A06AD18	SORBITOL
C03AA08	METHYCLOTHIAZIDE
M05BX53	CHOLECALCIFEROL
C09AA07	BENAZEPRIL
G03AD02	ULIPRISTAL
A02BD02	LANSOPRAZOLE
L01XE01	IMATINIB
S01AA17	ERYTHROMYCIN
N04BD01	SELEGILINE
L01CD04	CABAZITAXEL
N03AX11	TOPIRAMATE
B03AC06	INJECTABLE IRON SALTS
J02AC01	FLUCONAZOLE
D10AF02	ERYTHROMYCIN
A02BD05	AMOXICILLIN
A10AD01	INSULIN
N05AD08	DROPERIDOL
A02BD03	METRONIDAZOLE
C08GA01	NIFEDIPINE
C02LA71	RESERPINE
N07AA30	AMBENONIUM
N02AG03	PETHIDINE
G04BE10	AVANAFIL
N04BX02	ENTACAPONE
C09BB06	ENALAPRIL
N02CX01	PIZOTIFEN
J01CA13	TICARCILLIN
V10AX06	GOLD
C10BA02	EZETIMIBE
B01AC07	DIPYRIDAMOLE
B05XA	ZINC
A12BA	POTASSIUM
G03HB01	CYPROTERONE
J01MA02	CIPROFLOXACIN
N02AB72	PETHIDINE
R06AX25	MIZOLASTINE
J04AM06	ISONIAZID
C10AB05	FENOFIBRATE
N01BB52	LIDOCAINE
J01EB05	SULFAFURAZOLE
A11GB	ASCORBIC ACID
L01CX0	TRABECTEDINE
N05CD03	FLUNITRAZEPAM
A11CA02	VITAMIN A
J05AR07	NEVIRAPINE
J01RA04	SPIRAMYCIN
D01AC06	TIABENDAZOLE
L04AA27	FINGOLIMOD
R06AD09	ISOTHIPENDYL
N04AA12	TROPATEPINE
C08DB01	DILTIAZEM
S01BB02	PREDNISOLONE
C07AB09	ESMOLOL
L01CA02	VINCRISTINE
D04AB01	LIDOCAINE
G04BD08	SOLIFENACIN
C09CA06	CANDESARTAN CILEXETIL
N04BX01	TOLCAPONE
G03BB02	ANDROSTANOLONE
B01AC04	CLOPIDOGREL
A01AC02	DEXAMETHASONE
R03CB01	ISOPRENALINE
L04AA03	ANTILYMPHOCYTE IMMUNOGLOBULIN (HORSE)
L03AX03	BCG VACCINE
L04AA18	EVEROLIMUS
R01AA06	TETRYZOLINE
C01EB17	IVABRADINE
C02KX0	MACITENTAN
N05AD05	PIPAMPERONE
J05AG03	EFAVIRENZ
N02AX52	TRAMADOL
G03AA10	ETHINYLESTRADIOL
MOFETIL	MYCOPHENOLATE MOFETIL
R03DC03	MONTELUKAST
S01EB51	PILOCARPINE
N01AH03	SUFENTANIL
A07AA12	FIDAXOMICIN
B02BC09	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
G04CA53	SOLIFENACIN
D07CA02	METHYLPREDNISOLONE
J01EB02	SULFAMETHIZOLE
N05AA06	CYAMEMAZINE
C07CB02	METOPROLOL
L01BB04	CLADRIBINE
C08DA51	VERAPAMIL
L02BG01	AMINOGLUTETHIMIDE
N05BA09	CLOBAZAM
N07XX09	DIMETHYL FUMARATE
J01EE06	SULFADIAZINE
S03AA07	CIPROFLOXACIN
B02BC09	ADRENALINE
C02AC02	GUANFACINE
N03AF01	CARBAMAZEPINE
C01BA71	QUINIDINE
C05AD01	LIDOCAINE
J05AR05	NEVIRAPINE
C09CA01	LOSARTAN
N05CD01	FLURAZEPAM
6922	METRONIDAZOLE
J01EC02	SULFADIAZINE
D04AA02	MEPYRAMINE
N04BB01	AMANTADINE
G04CA52	TAMSULOSIN
J05AR04	ZIDOVUDINE
S01AA15	STREPTOMYCIN
M05BA08	ZOLEDRONIC ACID
M01CB	GOLD
J05AX11	ELVITEGRAVIR
D07BA01	PREDNISOLONE
G03AA07	ETHINYLESTRADIOL
A02AD02	MAGALDRATE
L04AB05	CERTOLIZUMAB PEGOL
N05AH02	CLOZAPINE
R05DA09	DEXTROMETHORPHAN
S01HA07	LIDOCAINE
B03BA51	CYANOCOBALAMIN
VO3AX03	COBICISTAT
R06AX25	MIZOLASTINE
S01EX01	GUANETHIDINE
G03XA01	DANAZOL
M09AA	QUININE
D01BA02	TERBINAFINE
N05BA12	ALRRAZOLAM
J01MA06	NORFLOXACIN
C03EA13	BENDROFLUMETHIAZIDE
D06AX07	GENTAMICIN
C09AA02	ENALAPRIL
M03AB01	SUXAMETHONIUM
G02CB02	LISURIDE
L01AA01	CYCLOPHOSPHAMIDE
C08CA13	LERCANIDIPINE
C01BC03	PROPAFENONE
D06BA04	SULFAMETHIZOLE
A03BA01	ATROPINE
V03AC01	DEFEROXAMINE
M04AA01	ALLOPURINOL
N07XX09	DIMETHYL (FUMERATE OF)
A01AB04	AMPHOTERICIN B
S01GA05	PHENYLEPHRINE
202912	INTERFERON ALFA
N06AA04	CLOMIPRAMINE
G03AA03	ETHINYLESTRADIOL
A02BD08	METRONIDAZOLE
C01EB18	RANOLAZINE
C10BX03	AMLODIPINE
N03AE01	CLONAZEPAM
M09AX03	ATALUREN
N02AF02	NALBUPHINE
G04BD10	DARIFENACIN
S01CA08	METHYLPREDNISOLONE
10180	SULFAMETHOXAZOLE
P01BF01	LUMEFANTRINE
S01AA12	TOBRAMYCIN
J01CA01	AMPICILLIN
J07BB03	LIVE ATTENUATED INFLUENZA VACCINE [LAIV]
A04AD05	METOPIMAZINE
A10BB01	GLIBENCLAMIDE
L01BA0	METHOTREXATE
N07XX07	FAMPRIDINE
N04BC08	PIRIBEDIL
D07BA04	HYDROCORTISONE
J05AR05	ZIDOVUDINE (AZT)
J05AG01	NEVIRAPINE
G04BD09	TROSPIUM
J07BD53	MEASLES VACCINE
C09XA52	ALISKIREN
SOFOSBUV	LEDIPASVIR
N01AH01	FENTANYL
R01AA04	PHENYLEPHRINE
A10AC02	INSULIN
C03AB03	HYDROCHLOROTHIAZIDE
C08DA01	VERAPAMIL
S01AA23	NETILMICIN
A10AE01	INSULIN
AMLODIPINE
C10BA04	FENOFIBRATE
N05AH04	QUETIAPINE
A10BD12	PIOGLITAZONE
05AR07	STAVUDINE
5879	INTERFERON ALFA
S02AA15	CIPROFLOXACIN
N05AC01	PROPERICIAZINE
J05AF11	TELBIVUDINE
C08CA09	LACIDIPINE
N02AE01	BUPRENORPHINE
S02CA03	HYDROCORTISONE
J01GB11	ISEPAMICIN
C10AA07	ROSUVASTATIN
J07BE01	MUMPS VACCINE
S01XA15	ASCORBIC ACID
J01FG02	QUINUPRISTINE
P01AB03	ORNIDAZOLE
C01BB01	LIDOCAINE
J05AR09	ELVITEGRAVIR
A02BD01	METRONIDAZOLE
N06AX21	DULOXETINE
M01AH05	ETORICOXIB
D10AF01	CLINDAMYCIN
LEDIPASV	LEDIPASVIR
C03BX03	CICLETANINE
N06AA21	MAPROTILINE
R05DA04	CODEINE
N05AH03	OLANZAPINE
S01CB03	HYDROCORTISONE
C07AB03	ATENOLOL
J05AB04	RIBAVIRIN
J01MA12	LEVOFLOXACIN
S02BA01	HYDROCORTISONE
C09AA09	FOSINOPRIL
N05AA02	LEVOMEPROMAZINE
N03AX2	PERAMPANEL
B02BC09	EPINEPHRINE IS THE NAME FOR ADRENALINE SEARCHABLE ON THE ATC SEARCH ENGINE.
A11CA	VITAMIN A
L01XX35	ANAGRELIDE
G01AF06	ORNIDAZOLE
bromide	GLYCOPYRRONIUM
N07BC02	METHADONE
B03AC01	INJECTABLE IRON SALTS
S02BA03	PREDNISOLONE
P01BF02	MEFLOQUINE
C09DX02	VALSARTAN
C09CA08	OLMESARTAN
C09DB04	TELMISARTAN
C01CA24	ADRENALINE
only	VILANTEROL
R01AB01	PHENYLEPHRINE
C01BD07	DRONEDARONE
R03DB01	DIPROPHYLLINE
B03AC	INJECTABLE IRON SALTS
L01CX01	TRABECTEDIN
D07CA01	HYDROCORTISONE
H05BA	CALCITONIN
A10BD06	GLIMEPIRIDE
P01BC01	QUININE
N05BA05	CLORAZEPATE
J01MA04	ENOXACIN
M03CA	DANTROLENE
J02AC03	VORICONAZOLE
G04BD12	MIRABEGRON
A02BD03	AMOXICILLIN
J05AE11	TELAPREVIR
N05AH04	QUETIAPINE
N05CD11	LOPRAZOLAM
A02BD07	CLARITHROMYCIN
D09AA02	FUSIDIC ACID
A03CA02	CLIDINIUM
S01CA02	PREDNISOLONE
N05AG02	PIMOZIDE
D05BB02	ACITRETIN
C01BG07	CIBENZOLINE
L04AX01	AZATHIOPRINE
H02AB04	METHYLPREDNISOLONE
N02BA01	ACETYLSALICYLIC ACID
A11CC04	CALCITRIOL
G04CA02	TAMSULOSINE
9384	RIFAMPICIN
N06AB03	FLUOXETINE
A10BD03	METFORMIN
G01AF01	METRONIDAZOLE
V04CG3	CAFFEINE
A10AE05	INSULIN
B01AF01	RIVAROXABAN
L02BA01	TAMOXIFEN
J04AM	RIFAMPICIN
N06AX12	BUPROPION
N05AC04	PIPOTIAZINE
DEXCHLORPHENIRAMINE
C07AA03	PINDOLOL
C02LB01	METHYLDOPA
