ATC Code	Drug Name
J05AE08	ATAZANAVIR
M01AX02	NIFLUMIC ACID
G04BD10	DARIFENACIN
N01AF02	HEXOBARBITAL
N06BA04	METHYLPHENIDATE
N05CA08	VINYLBITAL
D04AA22	ISOTHIPENDYL
C02LC01	CLONIDINE
A07AB03	SULFAGUANIDINE
R02AA12	HEXYLRESORCINOL
C07AB05	BETAXOLOL
L01XE18	RUXOLITINIB
P01BB01	PROGUANIL
C08CA55	NIFEDIPINE
J05AR04	ZIDOVUDINE
D01AC03	ECONAZOLE
N02CA01	DIHYDROERGOTAMINE
A02BA02	RANITIDINE
N06AA06	TRIMIPRAMINE
J01DD54	CEFTRIAXONE
L01AD04	STREPTOZOCIN
N06AA10	NORTRIPTYLINE
J01GB09	IBEKACIN
N06AG02	MOCLOBEMIDE
A06AD18	SORBITOL
A01AB21	CHLORTETRACYCLINE
C10AA05	ATORVASTATIN
P01BB51	PROGUANIL
S01EX01	GUANETHIDINE
N06AA10	NORTRIPTYLINE:
MOFETIL	MYCOPHENOLATE MOFETIL
J04AM05	PYRAZINAMIDE
G03CA53	ESTRADIOL
M01AX22	MORNIFLUMATE
C01BA01	QUINIDINE
H01CB02	OCTREOTIDE
G01AX11	POVIDONE-IODINE
acid	OXIDRONIC ACID
H05BA03	CALCITONIN
R05CA13	CINEOLE
A10A	INSULIN
M03BX01	BACLOFEN
C02LA01	RESERPINE
D10AX05	DAPSONE
V04CC01	SORBITOL
L01BB03	TIOGUANINE
N06AX17	MILNACIPRAN
B01AC24	TICAGRELOR
C03AA08	METHYCLOTHIAZIDE
L01CD04	CABAZITAXEL
D10AF02	ERYTHROMYCIN
N05BX03	ETIFOXINE
A02BD03	METRONIDAZOLE
N07AA30	AMBENONIUM
N05CA10	CYCLOBARBITAL
D11AX18	DICLOFENAC
A12BA	POTASSIUM
J01MA02	CIPROFLOXACIN
G03HA01	CYPROTERONE
A11GB	ASCORBIC ACID
J01A	TETRACYCLINE
L04AA27	FINGOLIMOD
N04AA02	BIPERIDEN
L04AX05	PIRFENIDONE
J01CA12	PIPERACILLIN
G04BD08	SOLIFENACIN
N02CA52	METHYLERGOMETRINE
L04AA18	EVEROLIMUS
A03AA08	DIHEXYVERINE
J05AG03	EFAVIRENZ
G04BD11	FESOTERODINE
G03AA10	ETHINYLESTRADIOL
J04AM05	RIFAMPICIN
N01AH03	SUFENTANIL
A07AA12	FIDAXOMICIN
N05CA03	BUTOBARBITAL
N05BA09	CLOBAZAM
N03AF01	CARBAMAZEPINE
R06AD07	MEQUITAZINE
J05AR05	NEVIRAPINE
N05CD01	FLURAZEPAM
G04CA52	TAMSULOSIN
M05BA08	ZOLEDRONIC ACID
M01CB	GOLD
G03XA01	DANAZOL
C07BB12	NEBIVOLOL
J01MA06	NORFLOXACIN
C09AA02	ENALAPRIL
L01DB06	IDARUBICIN
J01XD02	TINIDAZOLE
A03BA01	ATROPINE
C02AA52	RESERPINE
J05AB12	CIDOFOVIR
R06AA08	CARBINOXAMINE
A02BD08	METRONIDAZOLE
C10BX03	AMLODIPINE
L01XX41	ERIBULIN
R03BX01	FENSPIRIDE
B01AC16	EPTIFIBATIDE
C09AA15	ZOFENOPRIL
A10BB01	GLIBENCLAMIDE
N07XX07	FAMPRIDINE
N04BC08	PIRIBEDIL
A10AC02	INSULIN
C08DA01	VERAPAMIL
A10AE01	INSULIN
C01CA24	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
N03AX21	RETIGABINE
A02BD02	LANSOPRAZOLE
A10AD05	INSULIN
D10AF01	CLINDAMYCIN
N06AA21	MAPROTILINE
N05AH03	OLANZAPINE
C07AB03	ATENOLOL
J01MA12	LEVOFLOXACIN
as	MEDRONIC ACID
C03BA10	XIPAMIDE
N02CC04	RIZATRIPTAN
A02BC02	PANTOPRAZOLE
A01AC54	PREDNISOLONE
C09CA08	OLMESARTAN
C08CA12	BARNIDIPINE
R03DB01	DIPROPHYLLINE
P01BC01	QUININE
J01MA04	ENOXACIN
J02AC03	VORICONAZOLE
A02BD07	CLARITHROMYCIN
S01AB02	SULFAFURAZOL
N02BA01	ACETYLSALICYLIC ACID
M01AE16	ALMINOPROFEN
ATCL	SODIUM OXYBATE
J01XX05	METHENAMINE
B05CB02	SODIUM CITRATE
B05CX04	MANNITOL
C02LB01	METHYLDOPA
N05AH05	ASENAPINE
L01AD02	LOMUSTINE
D01AC02	MICONAZOLE
H05BA	CALCITONIN
B01AB09	DANAPAROID SODIUM
G03AC03	LEVONORGESTREL
J01FG01	PRISTINAMYCIN
R03AB02	ISOPRENALINE
N05AA01	CHLORPROMAZINE
A07BC03	POVIDONE
L04AA06	MYCOPHENOLATE MOFETIL
L04AA31	TERIFLUNOMIDE
C03CA03	PIRETANIDE
G04CA03	TERAZOSIN
D01AA08	GRISEOFULVINE
V08AB02	IOHEXOL
L01XX03	ALTRETAMINE
C09BB04	AMLODIPINE
J05AR09	TENOFOVIR DISOPROXIL
V03AF03	FOLINIC ACID
C09BB02	LERCANIDIPINE
G03AB06	ETHINYLESTRADIOL
C09CA09	AZILSARTAN
N06BA09	ATOMOXETINE
ACID	MYCOPHENOLATE MOFETIL
J01DF01	AZTREONAM
C08CA01	AMLOPIDINE
L01XX41	ERIBULINE
B05AA05	DEXTRAN 40
J01FA01	ERYTHROMYCIN
CLASS	FLUOROQUINOLONES
M04AC01	COLCHICINE
C01EB17	IVABRADINE
M01AE14	IBUPROFEN
M03CA01	DANTROLENE
N05BA13	HALAZEPAM
L04AD02	TACROLIMUS
L03AB06	INTERFERON ALFA
C10AX09	EZETIMIBE
N04BC02	PERGOLIDE
C09AA07	BENAZEPRIL
A10AE05	INSULIN
J04AM01	ISONIAZID
N07XX06	TETRABENAZINE
B01AC22	PRASUGREL
acid	MEDRONIC ACID
N03AX15	ZONISAMIDE
2161	CATION EXCHANGE RESINS
C01CA04	DOPAMINE
C09AA05	RAMIPRIL
R02AA15	POVIDONE-IODINE
H03AA02	LIOTHYRONINE SODIUM
N05CM16	NIAPRAZINE
J01DD04	CEFTRIAXONE
N05BE01	BUSPIRONE
R03DA74	THEOPHYLLINE
B03B	FOLIC ACID
C03EB02	BUMETANIDE
J04AM05	ISONIAZID
C10AB04	GEMFIBROZIL
N05BA02	CHLORDIAZEPOXIDE
S01CB02	PREDNISOLONE
D08AJ01	BENZALKONIUM
N04BX02	ENTACAPONE
M01AE11	TIAPROFENIC ACID
D04AB01	LIDOCAINE
N01AH02	ALFENTANIL
A07EA01	PREDNISOLONE
J01AA02	DOXYCYCLINE
V03AX03	COBICISTAT
C10AC01	COLESTYRAMINE
A14AA09	NORETHANDROLONE
J01MA	FLUOROQUINOLONES
C01CA21	CAFEDRINE
G03DB07	PROMEGESTONE
oxidronic	OXIDRONIC ACID
M05BA05	TILUDRONIC ACID
J05AE12	BOCEPREVIR
C09DB04	AMLODIPINE
C07AA07	SOTALOL
A01AD01	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
A10BB06	CARBUTAMIDE
R01AA11	TUAMINOHEPTANE
J05AR01	ZIDOVUDINE
S01EC01	ACETAZOLAMIDE
M01AE09	FLURBIPROFEN
C09DA01	LOSARTAN
N06AX03	MIANSERIN
L01XX09	MILTEFOSINE
J04BA02	DAPSONE
A11CC04	CALCITRIOL
B01AA11	TIOCLOMAROL
C09DX01	AMLODIPINE
H05BX01	CINACALCET
L01XX32	BORTEZOMIB
N04BD02	RASAGILINE
S03BA01	DEXAMETHASONE
A02BC04	RABEPRAZOLE
A10BX03	NATEGLINIDE
J01FA07	JOSAMYCIN
N02AA01	MORPHINE
L01XX33	CELECOXIB
M05BX03	STRONTIUM
C09DX02	ALISKIREN
B02BC09	ADRENALINE
R06AX17	KETOTIFEN
M03AC09	ROCURONIUM
C01BD01	AMIODARONE
B01AA07	ACENOCOUMAROL
G03AA01	ETHINYLESTRADIOL
N02CC03	ZOLMITRIPTAN
N01BB52	LIDOCAINE
C02AC05	MOXONIDIN
R05DA09	DEXTROMETHORPHAN
C01CA03	ADRENALINE (ORAL-DENTAL OR SUB-CUTANEOUS)
N05AB08	THIOPROPERAZINE
M04AB03	BENZBROMARONE
V03AF02	DEXRAZOXANE
A02BD05	CLARITHROMYCIN
L01DB11	PIXANTRONE
N07AA51	NEOSTIGMINE
P01AB07	SECNIDAZOLE
L01AB01	BUSULFAN
J01FA09	CLARITHROMYCIN
J01AA1	TIGECYCLINE
G01AA03	AMPHOTERICIN B
S01BA04	PREDNISOLONE
G03DB01	DYDROGESTERONE
L01CA04	VINORELBINE
A10BB04	GLIBORNURIDE
C09BB06	NITRENDIPINE
C01DX16	NICORANDIL
M01CC01	PENICILLAMINE
G01AA10	CLINDAMYCIN
G04CA51	ALFUZOSIN
C09BB05	FELODIPINE
J05AF02	DIDANOSINE
P01AB01	METRONIDAZOLE
C03EA06	CHLORTALIDONE
R06AD07:	MEQUITAZINE
S01FA05	HOMATROPINE
46680	SODIUM AUROTHIOPROPANOL-SULFONATE
C07AG01	LABETALOL
N05CA02	AMOBARBITAL
A12CB01	ZINC
G03DB04	NOMEGESTROL
J05AB03	VIDARABINE
M01AH02	ROFECOXIB
M05BB04	RISEDRONIC ACID
V04CG01	CATIORESINE SULFO SODIQUE
D01BA01	GRISEOFULVINE
L01XX23	MITOTANE
C03BA11	INDAPAMIDE
G03CB02	DIETHYLSTILBESTROL
A07AA07	AMPHOTERICIN B
medronic	MEDRONIC ACID
B03AC01	INJECTABLR IRON SALTS
C03EB01	FUROSEMIDE
D10AA03	DEXAMETHASONE
N07BC51	BUPRENORPHINE
M03AC01	PANCURONIUM
N06AA05	OPIPRAMOL
L01XE14	BOSUTINIB
N06AA10	NORTRIPTYLINE
R01AD02	PREDNISOLONE
J04AK05	BEDAQUILINE
L04AB05	CERTOLIZUMAB
R03DA04	THEOPHYLLINE
J05AF11	TELBIVUDINE
N02AC52	METHADONE
1431112	INTERFERON ALFA
A07AA04	STREPTOMYCIN
V03AE01	POLYSTYRENE SULFONATE
H01CB05	PASIREOTIDE
J04AM03	ISONIAZID
B01AC05	TICLOPIDINE
N03AX16	PREGABALIN
V08AA05	IOXITALAMIC ACID
L01BC01	CYTARABINE
M03AB01	SUXAMETHONIUM
J05AB14	VALGANCICLOVIR
A06AA02	DOCUSATE SODIUM
J04AB04	RIFABUTIN
R03DA01	DIPROPHYLLINE
D07AB11	HYDROCORTISONE
G04BD07	TOLTERODINE
G02CB01	BROMOCRIPTINE
R06AD08	OXOMEMAZINE
J01CF01	DICLOXACILLIN
N02BE01	PARACETAMOL
S02BA06	DEXAMETHASONE
V03AB17	METHYLENE BLUE ALSO CALLED
J01MA14	MOXIFLOXACINE
C01CA06	PHENYLEPHRINE
C03BA03	CLOPAMIDE
S01EA04	CLONIDINE
C09AA08	CILAZAPRIL
L01XE16	CRIZOTINIB
C01BA03	DISOPYRAMIDE
A07DA52	MORPHINE
N05CD08	MIDAZOLAM
C01DA08	ISOSORBIDE
N05BA01	DIAZEPAM
D06BB03	ACICLOVIR
C02LC51	CLONIDINE
J01E	TRIMETHOPRIM
S01AB01	SULFAMETHIZOLE
N03AX22	PERAMPANEL
M01AE03	KETOPROFEN
J04AM04	ISONIAZID
M01AH03	VALDECOXIB
C01AA05	DIGOXIN
L01XA01	CISPLATINE
J05AE11	TELAPREVIR
A10BD13	METFORMIN
C09BX01	AMLODIPINE
AUROTIOP	SODIUM AUROTHIO-PROPANOL-SULFONATE
S01AA18	POLYMYXIN B
J01EE04	TRIMETHOPRIM
G04CA04	SILODOSIN
D08AK06	THIOMERSAL
J01CA02	PIVAMPICILLIN
N05CM18	DEXMEDETOMIDINE
N02CC06	ELETRIPTAN
N02BA51	ACETYLSALICYLIC ACID
B01AB08	REVIPARIN
L04AB04	ADALIMUMAB
C07AA02	OXPRENOLOL
as	ALTEPLASE RECOMBINANT
C10AA04	FLUVASTATIN
L01XE24	PONATINIB
R06AB05	PHENIRAMINE
M05BB05	ALENDRONIC ACID
C09XA52	ALISKIREN
C09XA52	HYDROCHLOROTHIAZIDE
P01BE05	ARTENIMOL
M01AH05	ETORICOXIB
D01AC52	MICONAZOLE
N06AX21	DULOXETINE
L01AA05	CHLORMETHINE
N07BC01	BUPRENORPHINE
J01MA08	FLEROXACIN
B01AE07	DABIGATRAN
A10BD08	VILDAGLIPTIN
N02CA07	LISURIDE
G04BE04	YOHIMBINE
G03AA08	ETHINYLESTRADIOL
R01AD60	HYDROCORTISONE
G03AB02	ETHINYLESTRADIOL
C07AB09	ESMOLOL
J04AM06	RIFAMPICIN
A07AA04	STREPTOMYCIN
N02CC05	ALMOTRIPTAN
N04BA01	LEVODOPA
M01AA01	PHENYLBUTAZONE
B01AB01	HEPARIN
A06AX01	GLYCEROL
J02AC04	POSACONAZOLE
A10BD11	METFORMIN
C09BB04	AMLOPIDINE
N05CA06	SECOBARBITAL
D07XA01	HYDROCORTISONE
R01AD03	DEXAMETHASONE
D07BA01	PREDNISOLONE
V03AB05	PROMETHAZINE
C03CB02	BUMETANIDE
B01AC04	CLOPIDOGREL
H05BA01	CALCITONIN
D07CA02	METHYLPREDNISOLONE
C03EA04	ALTIZIDE
J01MA06	NORFLOXACINE
N04BD02	RASAGILINE
L01BA03	RALTITREXED
G03CA01	ETHINYLESTRADIOL
N05BA12	ALPRAZOLAM
R05DA01	ETHYLMORPHINE
C08GA02	AMLODIPINE
M01CB03	GOLD
L04AX04	LENALIDOMIDE
C07AA06	TIMOLOL
G01AX06	FURAZOLIDONE
G03FA17	DROSPIRENONE
N05CD02	NITRAZEPAM
N02AX02	TRAMADOL
J05AF01	ZIDOVUDINE (AZT)
S03CA04	HYDROCORTISONE
M04AB01	PROBENECID
L01BC01	FLUOROURACILE
L04AA10	SIROLIMUS
N04BC09	ROTIGOTINE
C04AD03	PENTOXIFYLLINE
J05AR02	LAMIVUDINE
C02AA02	RESERPINE
C01DA08	ISOSORBIDE DINITRATE
G04BE03	SILDENAFIL
L01XB01	PROCARBAZINE
C09CA04	IRBESARTAN
C08DB01	DILTIAZEM
C03AB09	CYCLOTHIAZIDE
C01EB17	IVABRADINE
A01AB09	MICONAZOLE
N05AA07	CHLORPROETHAZINE
G02AD05	SULPROSTONE
A07EC02	MESALAZINE
L01BC01	FLUOROURACIL
A05AA01	CHENODEOXYCHOLIC ACID
N05BA04	OXAZEPAM
J01XX08	LINEZOLIDE
A11GA	ASCORBIC ACID
D04AB04	BENZOCAINE
L04AA24	ABATACEPT
R06AD07	MEQUITAZINE
N03AF04	ESCLICARBAZPINE
L02BB01	FLUTAMIDE
L01DC01	BLEOMYCIN
J05AR06	EFAVIRENZ
R03CB51	ISOPRENALINE
C02KX02	AMBRISENTAN
J01DH02	MEROPENEM
L01XX19	IRINOTECAN
ERGOT	DOPAMINERGIC ALKALOIDS OF
J01XB02	POLYMYXIN B
A10AD01	INSULIN
B01AB10	TINZAPARIN
N02CX01	PIZOTIFEN
L01CA01	VINBLASTINE
C10BA02	EZETIMIBE
B01AC23	CILOSTAZOL
J01EA01	TRIMETHOPRIM
V03AC03	DEFERASIROX
J04AM06	ISONIAZID
C10AB05	FENOFIBRATE
C01EB18	RANOLAZINE
G03AC02	LYNESTRENOL
J01EB05	SULFAFURAZOLE
R06AE06	OXATOMIDE
N05CA09	VINBARBITAL
L01AA03	MELPHALAN
S01BB02	PREDNISOLONE
L01CA02	VINCRISTINE
N04BX01	TOLCAPONE
L03AX03	BCG VACCINE
C07AA16	TERTATOLOL
R01AA06	TETRYZOLINE
C02KX0	MACITENTAN
J05AB06	GANCICLOVIR
R03DC03	MONTELUKAST
S01EB51	PILOCARPINE
J01XC01	FUSIDIC ACID
J01MA12	LEVOFLOXACINE
C08CA05	NIFEDIPINE
C08DA51	VERAPAMIL
C09BA08	CILAZAPRIL
N02BG09	METHOXYFLURANE
C05AD01	LIDOCAINE
C09CA01	LOSARTAN
J01EC02	SULFADIAZINE
D04AA02	MEPYRAMINE
J02AC0	POSACONAZOLE
A10BB02	CHLORPROPAMIDE
D11AC06	POVIDONE-IODINE
M01AG01	MEFENAMIC ACID
G03AA07	ETHINYLESTRADIOL
J01FA10	AZITHROMYCIN
J01CE02	PHENOXYMETHYLPENICILLIN
N05AH01	LOXAPINE
G03AC06	MEDROXYPROGESTERONE
R06AX25	MIZOLASTINE
A07EA06	BUDESONIDE
V04CG01	CATION EXCHANGE RESINS
C03EA13	BENDROFLUMETHIAZIDE
M05BB01	ETIDRONIC ACID
G02CB02	LISURIDE
L01AA01	CYCLOPHOSPHAMIDE
G04BD10	DARIFENACIN
J01MA14	MOXIFLOXACIN
M03AC11	CISATRACURIUM
A04AD05	METOPIMAZINE
L04AB01	ETANERCEPT
C07AA05	PROPRANALOL
J01GB11	ISEPAMICIN
J01FG02	QUINUPRISTINE
G04CA53	TAMSULOSINE
C01BB01	LIDOCAINE
A02BD01	METRONIDAZOLE
L04AB06	OLIMUMAB
B01AB06	NADROPARIN
J05AF08	ADEFOVIR
N02AC01	DEXTROMORAMIDE
C02AC02	GUANFACINE
L01BC02	FLUOROURACILE
D05BB02	ACITRETIN
C09DX02	VALSARTAN
C01BD07	DRONEDARONE
N05BA05	CLORAZEPATE
G03CA04	ESTRIOL
L02BX03	ABIRATERONE
B01AB06	NADROPARIN
J05AE11	TELAPREVIR
H02AB04	METHYLPREDNISOLONE
L01AC01	THIOTEPA
A10BD03	METFORMIN
C09XA02	ALISKIREN
V04CG3	CAFFEINE
L01BA04	PEMETREXED
A04AA04	DOLASETRON
P02CA03	ALBENDAZOLE
N05AC04	PIPOTIAZINE
V08AB10	IOMEPROL
C07AA03	PINDOLOL
S01AE05	LEVOFLOXACINE
N06AB04	CITALOPRAM
J04AC51	ISONIAZID
A04AD01	SCOPOLAMINE
L03AB11	PEG-INTERFERON ALFA-2A
J07BK01	VARICELLA-ZOSTER VIRUS
P01BF05	PIPERAQUINE
J02AB02	KETOCONAZOLE
C07AB04	ACEBUTOLOL
J01GB07	NETILMICIN
D07CA03	PREDNISOLONE
J01EE05	TRIMETHOPRIM
G03AA04	ETHINYLESTRADIOL
B01AC06	ACETYLSALICYLIC ACID
J05AX14	DACLATASVIR
J04AM02	ISONIAZID
P01BA01	CHLOROQUINE
N05AH03	OLANZAPINE
B05XA03	SODIUM CHLORIDE
B01AA03	WARFARIN
N05BA21	CLOTIAZEPAM
C09AA13	MOEXIPRIL
N02CA51	ERGOTAMINE
L01CD02	DOCETAXEL
D11AH01	TACROLIMUS
V04CG30	CAFFEINE
N01AH06	REMIFENTANIL
C07AB07	BISOPROLOL
N07BB05	NALMEFENE:
N02AA51	MORPHINE
N05AG03	PENFLURIDOL
L01XX47	IDELALISIB
M04AA03	FEBUXOSTAT
L01XE10	EVEROLIMUS
S01AE02	NORFLOXACIN
L01XA03	OXALIPLATIN
A10BD02	METFORMIN
L01XE27	IBRUTINIB
N02AB02	PETHIDINE
N04BA02	LEVODOPA
P02BX04	TRICLABENDAZOLE
A10AC04	INSULIN
OLIC	MYCOPHENOLATE MOFETIL
L01CD01	PACLITAXEL
C10BA04	FENOFIBRATE
C08C03	ISRADIPINE
BA01	METHOTREXATE
A10BD06	GLIMEPIRIDE
R01AA08	NAPHAZOLINE
N03AX10	FELBAMATE
B03BA01	CYANOCOBALAMIN
D10AD01	TRETINOIN
L01XE05	SORAFENIB
B05CB04	SODIUM BICARBONATE
N05CD09	BROTIZOLAM
B03AC03	INJECTABLR IRON SALTS
A01AB04	AMPHOTERICIN B
N01AB04	ENFLURANE
N04BC0	APOMORPHINE
C09DB01	AMLODIPINE
J01EE02	TRIMETHOPRIM
N05AD02	TRIFLUPERIDOL
C07AA16	TERTATOLOL
N02CA72	ERGOTAMINE
D10AX05	DAPSONE
N04BC05	PRAMIPEXOLE
M05BA02	CLODRONIC ACID
R03AK06	SALMETEROL
C09AA06	QUINAPRIL
G03AB07	ETHINYLESTRADIOL
V03AB05	PREDNISOLONE
N02AC52	METHADONE
N05AA01	CHLORPROMAZINE
C01BA01	QUINIDINE
J05AR08	TENOFOVIR DISOPROXIL
A02BC03	LANSOPRAZOLE
N07BB01	DISULFIRAM
A06AA01	PARAFFIN, LIQUID
D06BX01	METRONIDAZOLE
H03AA01	LEVOTHYROXINE (LEVOTHYROXINE SODIUM)
L01XX35	ANAGRELIDE
G04BE09	VARDENAFIL
D01AE15	TERBINAFINE
N06DA52	DONEPEZIL
N04BC04	ROPINIROLE
N05CA21	ALLOBARBITAL
J05AR10	LOPINAVIR
C01DA08	ISOSORBIDE DINITRATE
L01XX3	ANAGRELIDE
D06BA04	SULFAMETHIZOLE
C08CA08	NITRENDIPINE
N06AX01	OXITRIPTAN
D11AH01	TACROLIMUS
A07XA04	RACECADOTRIL
J01AA04	LYMECYCLINE
J01DD62	CEFOPERAZONE
R01AA05	OXYMETAZOLINE
J05AG03	EFAVIRENZ
N02BA71	ACETYLSALICYLIC ACID
B05BC01	MANNITOL
CLASS	DOPAMINERGIC ALKALOIDS OF
C07AB12	NEBIVOLOL
P01CX01	PENTAMIDIN
7145	MYCOPHENOLATE MOFETIL
C07AA15	CARTEOLOL
M03BX01	BACLOFEN
N05AF05	ZUCLOPENTHIXOL
P01CX01	PENTAMIDINE
A07AA05	POLYMYXIN B
L01BB06	CLOFARABINE
M01CB05	SODIUM AUROTHIOPROPANOL-SULFONATE
R07AX02	IVACAFTOR
J01FA06	ROXITHROMYCIN
C03DB02	TRIAMTERENE
C09AA04	PERINDOPRIL TERT-BUTYLAMINE
S01XA18	CICLOSPORIN
C09AA10	TRANDOLAPRIL
S01XA15	ASCORBIC ACID
C02KX01	BOSENTAN
C01EB02	CAMPHORA
A07EC01	SULFASALAZINE
N06BC01	CAFFEINE
V03AB02	NALORPHINE
J04AK01	PYRAZINAMIDE
R03AK02	ISOPRENALINE
N05AB03	PERPHENAZINE
G02CA01	RITODRINE
G03CA09	PROMESTRIENE
D04AA34	CHLORPHENOXAMINE
C09DA02	EPROSARTAN
M01AC06	MELOXICAM
L01XE1	VEMURAFENIB
C01EB03	INDOMETACIN
P01BC01	QUININE
N02BE71	PARACETAMOL
L03AB04	INTERFERON ALFA
J05AG05	RILPIVIRINE
C03BB03	CLOPAMIDE
J01CE01	BENZYLPENICILLIN
L01AA02	CHLORAMBUCIL
V03AE03	LANTHANE
L01XE04	SUNITINIB
A01AB22	DOXYCYCLINE
D07XA02	PREDNISOLONE
N02CX06	OXETORONE
A07EA02	HYDROCORTISONE
S01ED06	BEFUNOLOL
P02CB	PIPERAZINE
C07BB02	METOPROLOL
B03A	IRON
C01CA02	ISOPRENALINE
C03AA03	HYDROCHLOROTHIAZIDE
L01CB01	ETOPOSIDE
H01BA02	DESMOPRESSIN
D01AE21	FLUCYTOSINE
G03AC07	NORGESTRIENONE
N02CA72	METHYLERGOMETRINE
A10BD05	METFORMIN
B01AC56	ACETYLSALICYLIC ACID
B01AB	HEPARIN
R06AA59	DOXYLAMINE
S01AA13	FUSIDIC ACID
J01EE01	SULFAMETHOXAZOLE
1037042	DABIGATRAN
J02AC03	VORICONAZOLE
N07AA02	PYRIDOSTIGMINE
A07BC02	KAOLIN
D06AX12	AMIKACIN
G01AD03	ASCORBIC ACID
R01BA02	PSEUDOEPHEDRINE
B03AC07	INJECTABLR IRON SALTS
C10BX04	ACETYLSALICYLIC ACID
L01XX32	BORTEZOMIB
