NUI,FDASubstancePrefName,Drugbank_Bio2rdf
http://purl.bioontology.org/ontology/NDFRT/N0000147154,"AMINOSALICYLIC ACID",http://bio2rdf.org/drugbank:DB00233
http://purl.bioontology.org/ontology/NDFRT/N0000180192,"AMINOSALICYLIC ACID",http://bio2rdf.org/drugbank:DB00233
http://purl.bioontology.org/ontology/NDFRT/N0000005761,AMIODARONE,http://bio2rdf.org/drugbank:DB01118
http://purl.bioontology.org/ontology/NDFRT/N0000147701,AMIODARONE,http://bio2rdf.org/drugbank:DB01118
http://purl.bioontology.org/ontology/NDFRT/N0000005763,AMITRIPTYLINE,http://bio2rdf.org/drugbank:DB00321
http://purl.bioontology.org/ontology/NDFRT/N0000147702,AMITRIPTYLINE,http://bio2rdf.org/drugbank:DB00321
http://purl.bioontology.org/ontology/NDFRT/N0000006268,AMLODIPINE,http://bio2rdf.org/drugbank:DB00381
http://purl.bioontology.org/ontology/NDFRT/N0000148333,AMLODIPINE,http://bio2rdf.org/drugbank:DB00381
http://purl.bioontology.org/ontology/NDFRT/N0000005838,AMOXAPINE,http://bio2rdf.org/drugbank:DB00543
http://purl.bioontology.org/ontology/NDFRT/N0000146270,AMOXAPINE,http://bio2rdf.org/drugbank:DB00543
http://purl.bioontology.org/ontology/NDFRT/N0000005840,AMOXICILLIN,http://bio2rdf.org/drugbank:DB01060
http://purl.bioontology.org/ontology/NDFRT/N0000145985,AMOXICILLIN,http://bio2rdf.org/drugbank:DB01060
http://purl.bioontology.org/ontology/NDFRT/N0000005864,AMPHETAMINE,http://bio2rdf.org/drugbank:DB00182
http://purl.bioontology.org/ontology/NDFRT/N0000147705,AMPHETAMINE,http://bio2rdf.org/drugbank:DB00182
http://purl.bioontology.org/ontology/NDFRT/N0000005873,AMPICILLIN,http://bio2rdf.org/drugbank:DB00415
http://purl.bioontology.org/ontology/NDFRT/N0000145927,AMPICILLIN,http://bio2rdf.org/drugbank:DB00415
http://purl.bioontology.org/ontology/NDFRT/N0000004336,AMPRENAVIR,http://bio2rdf.org/drugbank:DB00701
http://purl.bioontology.org/ontology/NDFRT/N0000148609,AMPRENAVIR,http://bio2rdf.org/drugbank:DB00701
http://purl.bioontology.org/ontology/NDFRT/N0000006556,ANAGRELIDE,http://bio2rdf.org/drugbank:DB00261
http://purl.bioontology.org/ontology/NDFRT/N0000022082,ANAGRELIDE,http://bio2rdf.org/drugbank:DB00261
http://purl.bioontology.org/ontology/NDFRT/N0000148718,ANAKINRA,http://bio2rdf.org/drugbank:DB00026
http://purl.bioontology.org/ontology/NDFRT/N0000179382,ANAKINRA,http://bio2rdf.org/drugbank:DB00026
http://purl.bioontology.org/ontology/NDFRT/N0000007441,ANASTROZOLE,http://bio2rdf.org/drugbank:DB01217
http://purl.bioontology.org/ontology/NDFRT/N0000148427,ANASTROZOLE,http://bio2rdf.org/drugbank:DB01217
http://purl.bioontology.org/ontology/NDFRT/N0000171752,ANIDULAFUNGIN,http://bio2rdf.org/drugbank:DB00362
http://purl.bioontology.org/ontology/NDFRT/N0000175344,ANIDULAFUNGIN,http://bio2rdf.org/drugbank:DB00362
http://purl.bioontology.org/ontology/NDFRT/N0000006034,ANTHRALIN,http://bio2rdf.org/drugbank:DB00233
http://purl.bioontology.org/ontology/NDFRT/N0000146914,ANTHRALIN,http://bio2rdf.org/drugbank:DB00233
http://purl.bioontology.org/ontology/NDFRT/N0000007006,ANTIPYRINE,http://bio2rdf.org/drugbank:DB01435
http://purl.bioontology.org/ontology/NDFRT/N0000146454,ANTIPYRINE,http://bio2rdf.org/drugbank:DB01435
http://purl.bioontology.org/ontology/NDFRT/N0000006482,APOMORPHINE,http://bio2rdf.org/drugbank:DB00714
http://purl.bioontology.org/ontology/NDFRT/N0000147712,APOMORPHINE,http://bio2rdf.org/drugbank:DB00714
http://purl.bioontology.org/ontology/NDFRT/N0000006575,APRACLONIDINE,http://bio2rdf.org/drugbank:DB00515
http://purl.bioontology.org/ontology/NDFRT/N0000006575,APRACLONIDINE,http://bio2rdf.org/drugbank:DB00964
http://purl.bioontology.org/ontology/NDFRT/N0000148534,APRACLONIDINE,http://bio2rdf.org/drugbank:DB00515
http://purl.bioontology.org/ontology/NDFRT/N0000148534,APRACLONIDINE,http://bio2rdf.org/drugbank:DB00964
http://purl.bioontology.org/ontology/NDFRT/N0000010068,APREPITANT,http://bio2rdf.org/drugbank:DB00673
http://purl.bioontology.org/ontology/NDFRT/N0000148809,APREPITANT,http://bio2rdf.org/drugbank:DB00673
http://purl.bioontology.org/ontology/NDFRT/N0000176102,ARFORMOTEROL,http://bio2rdf.org/drugbank:DB01274
http://purl.bioontology.org/ontology/NDFRT/N0000007126,ARGATROBAN,http://bio2rdf.org/drugbank:DB00278
http://purl.bioontology.org/ontology/NDFRT/N0000148682,ARGATROBAN,http://bio2rdf.org/drugbank:DB00278
http://purl.bioontology.org/ontology/NDFRT/N0000007331,ARGININE,http://bio2rdf.org/drugbank:DB00125
http://purl.bioontology.org/ontology/NDFRT/N0000146979,ARGININE,http://bio2rdf.org/drugbank:DB00125
http://purl.bioontology.org/ontology/NDFRT/N0000010069,ARIPIPRAZOLE,http://bio2rdf.org/drugbank:DB01238
http://purl.bioontology.org/ontology/NDFRT/N0000148786,ARIPIPRAZOLE,http://bio2rdf.org/drugbank:DB01238
http://purl.bioontology.org/ontology/NDFRT/N0000148681,"ARSENIC TRIOXIDE",http://bio2rdf.org/drugbank:DB01169
http://purl.bioontology.org/ontology/NDFRT/N0000179044,"ARSENIC TRIOXIDE",http://bio2rdf.org/drugbank:DB01169
http://purl.bioontology.org/ontology/NDFRT/N0000178417,ARTEMETHER,http://bio2rdf.org/drugbank:DB06697
http://purl.bioontology.org/ontology/NDFRT/N0000006477,ASPARAGINASE,http://bio2rdf.org/drugbank:DB00023
http://purl.bioontology.org/ontology/NDFRT/N0000146324,ASPARAGINASE,http://bio2rdf.org/drugbank:DB00023
http://purl.bioontology.org/ontology/NDFRT/N0000006582,ASPIRIN,http://bio2rdf.org/drugbank:DB00945
http://purl.bioontology.org/ontology/NDFRT/N0000145918,ASPIRIN,http://bio2rdf.org/drugbank:DB00945
http://purl.bioontology.org/ontology/NDFRT/N0000010341,ATAZANAVIR,http://bio2rdf.org/drugbank:DB01072
http://purl.bioontology.org/ontology/NDFRT/N0000022320,ATAZANAVIR,http://bio2rdf.org/drugbank:DB01072
http://purl.bioontology.org/ontology/NDFRT/N0000006639,ATENOLOL,http://bio2rdf.org/drugbank:DB00335
http://purl.bioontology.org/ontology/NDFRT/N0000146784,ATENOLOL,http://bio2rdf.org/drugbank:DB00335
http://purl.bioontology.org/ontology/NDFRT/N0000010071,ATOMOXETINE,http://bio2rdf.org/drugbank:DB00289
http://purl.bioontology.org/ontology/NDFRT/N0000022300,ATOMOXETINE,http://bio2rdf.org/drugbank:DB00289
http://purl.bioontology.org/ontology/NDFRT/N0000007428,ATORVASTATIN,http://bio2rdf.org/drugbank:DB01076
http://purl.bioontology.org/ontology/NDFRT/N0000022046,ATORVASTATIN,http://bio2rdf.org/drugbank:DB01076
http://purl.bioontology.org/ontology/NDFRT/N0000005848,ATOVAQUONE,http://bio2rdf.org/drugbank:DB01117
http://purl.bioontology.org/ontology/NDFRT/N0000148284,ATOVAQUONE,http://bio2rdf.org/drugbank:DB01117
http://purl.bioontology.org/ontology/NDFRT/N0000006674,ATRACURIUM,http://bio2rdf.org/drugbank:DB00732
http://purl.bioontology.org/ontology/NDFRT/N0000147713,ATRACURIUM,http://bio2rdf.org/drugbank:DB00732
http://purl.bioontology.org/ontology/NDFRT/N0000006695,ATROPINE,http://bio2rdf.org/drugbank:DB00572
http://purl.bioontology.org/ontology/NDFRT/N0000147687,ATROPINE,http://bio2rdf.org/drugbank:DB00572
http://purl.bioontology.org/ontology/NDFRT/N0000007406,AURANOFIN,http://bio2rdf.org/drugbank:DB00995
http://purl.bioontology.org/ontology/NDFRT/N0000146358,AURANOFIN,http://bio2rdf.org/drugbank:DB00995
http://purl.bioontology.org/ontology/NDFRT/N0000010550,AZACITIDINE,http://bio2rdf.org/drugbank:DB00928
http://purl.bioontology.org/ontology/NDFRT/N0000148852,AZACITIDINE,http://bio2rdf.org/drugbank:DB00928
http://purl.bioontology.org/ontology/NDFRT/N0000005799,AZATHIOPRINE,http://bio2rdf.org/drugbank:DB00993
http://purl.bioontology.org/ontology/NDFRT/N0000147069,AZATHIOPRINE,http://bio2rdf.org/drugbank:DB00993
http://purl.bioontology.org/ontology/NDFRT/N0000006287,"AZELAIC ACID",http://bio2rdf.org/drugbank:DB00548
http://purl.bioontology.org/ontology/NDFRT/N0000148416,"AZELAIC ACID",http://bio2rdf.org/drugbank:DB00548
http://purl.bioontology.org/ontology/NDFRT/N0000006136,AZELASTINE,http://bio2rdf.org/drugbank:DB00972
http://purl.bioontology.org/ontology/NDFRT/N0000022047,AZELASTINE,http://bio2rdf.org/drugbank:DB00972
http://purl.bioontology.org/ontology/NDFRT/N0000005876,AZTREONAM,http://bio2rdf.org/drugbank:DB00355
http://purl.bioontology.org/ontology/NDFRT/N0000146126,AZTREONAM,http://bio2rdf.org/drugbank:DB00355
http://purl.bioontology.org/ontology/NDFRT/N0000006608,BACITRACIN,http://bio2rdf.org/drugbank:DB00626
http://purl.bioontology.org/ontology/NDFRT/N0000145879,BACITRACIN,http://bio2rdf.org/drugbank:DB00626
http://purl.bioontology.org/ontology/NDFRT/N0000006613,BACLOFEN,http://bio2rdf.org/drugbank:DB00181
http://purl.bioontology.org/ontology/NDFRT/N0000146719,BACLOFEN,http://bio2rdf.org/drugbank:DB00181
http://purl.bioontology.org/ontology/NDFRT/N0000005718,BALSALAZIDE,http://bio2rdf.org/drugbank:DB01014
http://purl.bioontology.org/ontology/NDFRT/N0000148675,BALSALAZIDE,http://bio2rdf.org/drugbank:DB01014
http://purl.bioontology.org/ontology/NDFRT/N0000004374,BASILIXIMAB,http://bio2rdf.org/drugbank:DB00074
http://purl.bioontology.org/ontology/NDFRT/N0000148568,BASILIXIMAB,http://bio2rdf.org/drugbank:DB00074
http://purl.bioontology.org/ontology/NDFRT/N0000148557,BECAPLERMIN,http://bio2rdf.org/drugbank:DB00102
http://purl.bioontology.org/ontology/NDFRT/N0000006630,BENAZEPRIL,http://bio2rdf.org/drugbank:DB00542
http://purl.bioontology.org/ontology/NDFRT/N0000148336,BENAZEPRIL,http://bio2rdf.org/drugbank:DB00542
http://purl.bioontology.org/ontology/NDFRT/N0000005797,BENDROFLUMETHIAZIDE,http://bio2rdf.org/drugbank:DB00436
http://purl.bioontology.org/ontology/NDFRT/N0000145992,BENDROFLUMETHIAZIDE,http://bio2rdf.org/drugbank:DB00436
http://purl.bioontology.org/ontology/NDFRT/N0000147720,BENOXINATE,http://bio2rdf.org/drugbank:DB00892
http://purl.bioontology.org/ontology/NDFRT/N0000179047,BENOXINATE,http://bio2rdf.org/drugbank:DB00892
http://purl.bioontology.org/ontology/NDFRT/N0000005906,BENZOCAINE,http://bio2rdf.org/drugbank:DB01086
http://purl.bioontology.org/ontology/NDFRT/N0000146455,BENZOCAINE,http://bio2rdf.org/drugbank:DB01086
http://purl.bioontology.org/ontology/NDFRT/N0000005805,BENZONATATE,http://bio2rdf.org/drugbank:DB00868
http://purl.bioontology.org/ontology/NDFRT/N0000146864,BENZONATATE,http://bio2rdf.org/drugbank:DB00868
http://purl.bioontology.org/ontology/NDFRT/N0000005977,BENZPHETAMINE,http://bio2rdf.org/drugbank:DB00865
http://purl.bioontology.org/ontology/NDFRT/N0000147721,BENZPHETAMINE,http://bio2rdf.org/drugbank:DB00865
http://purl.bioontology.org/ontology/NDFRT/N0000007558,BENZTROPINE,http://bio2rdf.org/drugbank:DB00245
http://purl.bioontology.org/ontology/NDFRT/N0000147723,BENZTROPINE,http://bio2rdf.org/drugbank:DB00245
http://purl.bioontology.org/ontology/NDFRT/N0000181653,BEPOTASTINE,http://bio2rdf.org/drugbank:DB04890
http://purl.bioontology.org/ontology/NDFRT/N0000006734,BETAINE,http://bio2rdf.org/drugbank:DB04455
http://purl.bioontology.org/ontology/NDFRT/N0000147725,BETAINE,http://bio2rdf.org/drugbank:DB04455
http://purl.bioontology.org/ontology/NDFRT/N0000006737,BETAMETHASONE,http://bio2rdf.org/drugbank:DB00443
http://purl.bioontology.org/ontology/NDFRT/N0000146957,BETAMETHASONE,http://bio2rdf.org/drugbank:DB00443
http://purl.bioontology.org/ontology/NDFRT/N0000006532,BETAXOLOL,http://bio2rdf.org/drugbank:DB00195
http://purl.bioontology.org/ontology/NDFRT/N0000147726,BETAXOLOL,http://bio2rdf.org/drugbank:DB00195
http://purl.bioontology.org/ontology/NDFRT/N0000007487,BETHANECHOL,http://bio2rdf.org/drugbank:DB01019
http://purl.bioontology.org/ontology/NDFRT/N0000147727,BETHANECHOL,http://bio2rdf.org/drugbank:DB01019
http://purl.bioontology.org/ontology/NDFRT/N0000010546,BEVACIZUMAB,http://bio2rdf.org/drugbank:DB00112
http://purl.bioontology.org/ontology/NDFRT/N0000148845,BEVACIZUMAB,http://bio2rdf.org/drugbank:DB00112
http://purl.bioontology.org/ontology/NDFRT/N0000006359,BEXAROTENE,http://bio2rdf.org/drugbank:DB00307
http://purl.bioontology.org/ontology/NDFRT/N0000148643,BEXAROTENE,http://bio2rdf.org/drugbank:DB00307
http://purl.bioontology.org/ontology/NDFRT/N0000007276,BICALUTAMIDE,http://bio2rdf.org/drugbank:DB01128
http://purl.bioontology.org/ontology/NDFRT/N0000148428,BICALUTAMIDE,http://bio2rdf.org/drugbank:DB01128
http://purl.bioontology.org/ontology/NDFRT/N0000010075,BIMATOPROST,http://bio2rdf.org/drugbank:DB00905
http://purl.bioontology.org/ontology/NDFRT/N0000148703,BIMATOPROST,http://bio2rdf.org/drugbank:DB00905
http://purl.bioontology.org/ontology/NDFRT/N0000005852,BIOTIN,http://bio2rdf.org/drugbank:DB00121
http://purl.bioontology.org/ontology/NDFRT/N0000146018,BIOTIN,http://bio2rdf.org/drugbank:DB00121
http://purl.bioontology.org/ontology/NDFRT/N0000007878,BIPERIDEN,http://bio2rdf.org/drugbank:DB00810
http://purl.bioontology.org/ontology/NDFRT/N0000147728,BIPERIDEN,http://bio2rdf.org/drugbank:DB00810
http://purl.bioontology.org/ontology/NDFRT/N0000005898,BISACODYL,http://bio2rdf.org/drugbank:DB04824
http://purl.bioontology.org/ontology/NDFRT/N0000146848,BISACODYL,http://bio2rdf.org/drugbank:DB04824
http://purl.bioontology.org/ontology/NDFRT/N0000007888,BISMUTH,http://bio2rdf.org/drugbank:DB01294
http://purl.bioontology.org/ontology/NDFRT/N0000148861,BISMUTH,http://bio2rdf.org/drugbank:DB01294
http://purl.bioontology.org/ontology/NDFRT/N0000007058,"BISMUTH SUBSALICYLATE",http://bio2rdf.org/drugbank:DB01294
http://purl.bioontology.org/ontology/NDFRT/N0000147252,"BISMUTH SUBSALICYLATE",http://bio2rdf.org/drugbank:DB01294
http://purl.bioontology.org/ontology/NDFRT/N0000007329,BISOPROLOL,http://bio2rdf.org/drugbank:DB00612
http://purl.bioontology.org/ontology/NDFRT/N0000021928,BISOPROLOL,http://bio2rdf.org/drugbank:DB00612
http://purl.bioontology.org/ontology/NDFRT/N0000010076,BIVALIRUDIN,http://bio2rdf.org/drugbank:DB00006
http://purl.bioontology.org/ontology/NDFRT/N0000148708,BIVALIRUDIN,http://bio2rdf.org/drugbank:DB00006
http://purl.bioontology.org/ontology/NDFRT/N0000006022,BLEOMYCIN,http://bio2rdf.org/drugbank:DB00290
http://purl.bioontology.org/ontology/NDFRT/N0000006022,BLEOMYCIN,http://bio2rdf.org/drugbank:DB02721
http://purl.bioontology.org/ontology/NDFRT/N0000147730,BLEOMYCIN,http://bio2rdf.org/drugbank:DB00290
http://purl.bioontology.org/ontology/NDFRT/N0000147730,BLEOMYCIN,http://bio2rdf.org/drugbank:DB02721
http://purl.bioontology.org/ontology/NDFRT/N0000010079,BORTEZOMIB,http://bio2rdf.org/drugbank:DB07475
http://purl.bioontology.org/ontology/NDFRT/N0000010079,BORTEZOMIB,http://bio2rdf.org/drugbank:DB00188
http://purl.bioontology.org/ontology/NDFRT/N0000148811,BORTEZOMIB,http://bio2rdf.org/drugbank:DB07475
http://purl.bioontology.org/ontology/NDFRT/N0000148811,BORTEZOMIB,http://bio2rdf.org/drugbank:DB00188
http://purl.bioontology.org/ontology/NDFRT/N0000006121,BRIMONIDINE,http://bio2rdf.org/drugbank:DB00484
