drug pair    SemMedDB    DDICorpus2013
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00501    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00609-http://bio2rdf.org/drugbank:DB00951    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB00368    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00415-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00898-http://bio2rdf.org/drugbank:DB00295    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00907-http://bio2rdf.org/drugbank:DB00368    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00389-http://bio2rdf.org/drugbank:DB05382    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00822-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00640-http://bio2rdf.org/drugbank:DB00564    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00594-http://bio2rdf.org/drugbank:DB00328    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00640-http://bio2rdf.org/drugbank:DB00201    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01068-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00316-http://bio2rdf.org/drugbank:DB00201    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00822    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00908    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB05291    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01235-http://bio2rdf.org/drugbank:DB01592    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB00328    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00458-http://bio2rdf.org/drugbank:DB00501    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01233-http://bio2rdf.org/drugbank:DB00714    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00313    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00683-http://bio2rdf.org/drugbank:DB00295    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB01115    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01361-http://bio2rdf.org/drugbank:DB00959    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00390-http://bio2rdf.org/drugbank:DB01118    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00390-http://bio2rdf.org/drugbank:DB00421    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00988-http://bio2rdf.org/drugbank:DB01158    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00316-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00316-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00959-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00812-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00330-http://bio2rdf.org/drugbank:DB06723    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00158-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00907-http://bio2rdf.org/drugbank:DB01452    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01124    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00988-http://bio2rdf.org/drugbank:DB00502    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB00501    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00945-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00158-http://bio2rdf.org/drugbank:DB00794    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00898-http://bio2rdf.org/drugbank:DB00140    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00681-http://bio2rdf.org/drugbank:DB01099    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00829    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00140-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00458-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00783-http://bio2rdf.org/drugbank:DB00368    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00684-http://bio2rdf.org/drugbank:DB01061    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00313-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01068-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01151-http://bio2rdf.org/drugbank:DB00829    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00201-http://bio2rdf.org/drugbank:DB00501    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00475    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00158-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01576-http://bio2rdf.org/drugbank:DB01151    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB01068    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00695-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00981-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01235-http://bio2rdf.org/drugbank:DB01233    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00233-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00903-http://bio2rdf.org/drugbank:DB00695    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00321-http://bio2rdf.org/drugbank:DB00575    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01157-http://bio2rdf.org/drugbank:DB00257    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01011-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00586-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00945-http://bio2rdf.org/drugbank:DB00328    [(None, None)]    [(None, None)]
