drug pair    DDICorpus2011    DrugBank
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB01234    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00696-http://bio2rdf.org/drugbank:DB00998    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00829    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00722-http://bio2rdf.org/drugbank:DB00384    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00496-http://bio2rdf.org/drugbank:DB00220    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00357-http://bio2rdf.org/drugbank:DB01234    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00320-http://bio2rdf.org/drugbank:DB00952    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00187-http://bio2rdf.org/drugbank:DB00668    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00951-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01073-http://bio2rdf.org/drugbank:DB00552    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00580-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00162-http://bio2rdf.org/drugbank:DB00459    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00187-http://bio2rdf.org/drugbank:DB00661    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00320-http://bio2rdf.org/drugbank:DB00998    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00482-http://bio2rdf.org/drugbank:DB00196    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00437-http://bio2rdf.org/drugbank:DB00266    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00619    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00636-http://bio2rdf.org/drugbank:DB01124    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00204    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00390-http://bio2rdf.org/drugbank:DB00531    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00476-http://bio2rdf.org/drugbank:DB00321    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB01045    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00204-http://bio2rdf.org/drugbank:DB00661    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00709-http://bio2rdf.org/drugbank:DB00943    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00669-http://bio2rdf.org/drugbank:DB01175    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00476-http://bio2rdf.org/drugbank:DB00176    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00496-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01238    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00307-http://bio2rdf.org/drugbank:DB01241    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01361-http://bio2rdf.org/drugbank:DB00604    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00176-http://bio2rdf.org/drugbank:DB00637    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00475    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB00503    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01166-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00696-http://bio2rdf.org/drugbank:DB01361    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00619-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00503-http://bio2rdf.org/drugbank:DB00604    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00224-http://bio2rdf.org/drugbank:DB00705    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01057-http://bio2rdf.org/drugbank:DB00202    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00945-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00224-http://bio2rdf.org/drugbank:DB01072    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00604    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00496-http://bio2rdf.org/drugbank:DB00503    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00959    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00476-http://bio2rdf.org/drugbank:DB00540    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00773    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00615-http://bio2rdf.org/drugbank:DB00224    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00918-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01032-http://bio2rdf.org/drugbank:DB00495    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00696-http://bio2rdf.org/drugbank:DB00952    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00637-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB00503    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00668-http://bio2rdf.org/drugbank:DB01170    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00421-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00424-http://bio2rdf.org/drugbank:DB00502    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00612    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00567-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00176-http://bio2rdf.org/drugbank:DB00857    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB00683    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00404-http://bio2rdf.org/drugbank:DB00673    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00673    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
