drug pair    DDICorpus2013    DrugBank
http://bio2rdf.org/drugbank:DB00220-http://bio2rdf.org/drugbank:DB00897    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01076-http://bio2rdf.org/drugbank:DB00224    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00811-http://bio2rdf.org/drugbank:DB00495    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01124    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00500-http://bio2rdf.org/drugbank:DB00563    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00796    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01037-http://bio2rdf.org/drugbank:DB00454    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00502-http://bio2rdf.org/drugbank:DB01045    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00537    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00563-http://bio2rdf.org/drugbank:DB00533    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00220-http://bio2rdf.org/drugbank:DB00637    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00977    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01248-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00482-http://bio2rdf.org/drugbank:DB00196    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01174-http://bio2rdf.org/drugbank:DB00977    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01118-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00404    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00619-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00091-http://bio2rdf.org/drugbank:DB00343    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00482-http://bio2rdf.org/drugbank:DB01356    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00204    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00363    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB01211    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00951-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00447-http://bio2rdf.org/drugbank:DB01032    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00683    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00247-http://bio2rdf.org/drugbank:DB00669    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB00384    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00404-http://bio2rdf.org/drugbank:DB00673    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00254    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00977    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00495-http://bio2rdf.org/drugbank:DB00649    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00501    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00977    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00320-http://bio2rdf.org/drugbank:DB00918    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01059-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00427-http://bio2rdf.org/drugbank:DB00898    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00861-http://bio2rdf.org/drugbank:DB00563    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00955-http://bio2rdf.org/drugbank:DB00695    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01593-http://bio2rdf.org/drugbank:DB01059    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01229-http://bio2rdf.org/drugbank:DB00515    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB00683    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00317    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00857-http://bio2rdf.org/drugbank:DB01045    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00696    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01609-http://bio2rdf.org/drugbank:DB01370    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00224-http://bio2rdf.org/drugbank:DB00705    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00949-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00738-http://bio2rdf.org/drugbank:DB00943    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01234    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB01100    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01592-http://bio2rdf.org/drugbank:DB01059    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00668-http://bio2rdf.org/drugbank:DB01170    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01238-http://bio2rdf.org/drugbank:DB00908    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00537-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB01072    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00683    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01592-http://bio2rdf.org/drugbank:DB00710    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB01036    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00196-http://bio2rdf.org/drugbank:DB01045    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01080-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB00959    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB01361    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00949-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00700-http://bio2rdf.org/drugbank:DB00661    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01135-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00580-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01235-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB01200    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00379    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00959-http://bio2rdf.org/drugbank:DB00945    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00404-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01151-http://bio2rdf.org/drugbank:DB00368    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00475    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00476-http://bio2rdf.org/drugbank:DB00321    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB00908    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01097-http://bio2rdf.org/drugbank:DB01045    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00749-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00722-http://bio2rdf.org/drugbank:DB01345    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB01226    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00864-http://bio2rdf.org/drugbank:DB01254    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB00683    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00254    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00404-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00586-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00813-http://bio2rdf.org/drugbank:DB01232    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01226-http://bio2rdf.org/drugbank:DB01190    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00819-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00564-http://bio2rdf.org/drugbank:DB00363    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00289-http://bio2rdf.org/drugbank:DB00908    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00247-http://bio2rdf.org/drugbank:DB00918    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00537-http://bio2rdf.org/drugbank:DB00201    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00640-http://bio2rdf.org/drugbank:DB00201    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB00343    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00572-http://bio2rdf.org/drugbank:DB00427    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00656    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01211-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00908    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00861-http://bio2rdf.org/drugbank:DB00328    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00530-http://bio2rdf.org/drugbank:DB01149    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00224-http://bio2rdf.org/drugbank:DB00625    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00579-http://bio2rdf.org/drugbank:DB00780    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00439-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01076-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00319-http://bio2rdf.org/drugbank:DB01339    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB06274-http://bio2rdf.org/drugbank:DB00295    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01627-http://bio2rdf.org/drugbank:DB00199    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB01115    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00696-http://bio2rdf.org/drugbank:DB00952    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01370-http://bio2rdf.org/drugbank:DB00710    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00204    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01268-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB00897    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00158-http://bio2rdf.org/drugbank:DB01174    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00277    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00162-http://bio2rdf.org/drugbank:DB00459    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00604-http://bio2rdf.org/drugbank:DB01035    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00669    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00706-http://bio2rdf.org/drugbank:DB00501    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00502    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00829    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00722-http://bio2rdf.org/drugbank:DB00384    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB00220    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01166-http://bio2rdf.org/drugbank:DB00343    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB01045    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00759-http://bio2rdf.org/drugbank:DB01294    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00776-http://bio2rdf.org/drugbank:DB01023    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01356-http://bio2rdf.org/drugbank:DB00814    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB00683    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00684-http://bio2rdf.org/drugbank:DB00903    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00673-http://bio2rdf.org/drugbank:DB01045    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00475    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01045-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00955-http://bio2rdf.org/drugbank:DB00903    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01083-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00696-http://bio2rdf.org/drugbank:DB00669    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB00537    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01378-http://bio2rdf.org/drugbank:DB00710    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01011-http://bio2rdf.org/drugbank:DB00252    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00897    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00637    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00661-http://bio2rdf.org/drugbank:DB00390    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00696-http://bio2rdf.org/drugbank:DB01361    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00700-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00533-http://bio2rdf.org/drugbank:DB01356    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB00802    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00320-http://bio2rdf.org/drugbank:DB00998    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB01356    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01026-http://bio2rdf.org/drugbank:DB00091    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00715-http://bio2rdf.org/drugbank:DB00289    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01224    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00247-http://bio2rdf.org/drugbank:DB00952    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00252-http://bio2rdf.org/drugbank:DB01226    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00949-http://bio2rdf.org/drugbank:DB00313    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00199-http://bio2rdf.org/drugbank:DB01166    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00343-http://bio2rdf.org/drugbank:DB00564    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00898-http://bio2rdf.org/drugbank:DB01048    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01593-http://bio2rdf.org/drugbank:DB01155    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00501-http://bio2rdf.org/drugbank:DB00962    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00328-http://bio2rdf.org/drugbank:DB00695    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB00736-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
http://bio2rdf.org/drugbank:DB01166-http://bio2rdf.org/drugbank:DB01026    [(None, None)]    [(None, None)]
