Drug 1 Name	Drug 2 Name	Summary	Description
Adefovir	Amphotericin B	Caution is advised as co-administration of adefovir may increase serum concentrations of either drug via competition for renal excretion pathways or affecting renal function. Close monitoring of renal function is required. 	Caution is advised in patients receiving other medicinal products that may affect renal function or are excreted renally (e.g. cyclosporin and tacrolimus, intravenous aminoglycosides, amphotericin B, foscarnet, pentamidine, vancomycin, or medicinal products which are secreted by the same renal transporter, human Organic Anion Transporter 1 (hOAT1), such as cidofovir). Co-administration of 10 mg adefovir dipivoxil with medicinal products in these patients may lead to an increase in serum concentrations of either adefovir or a co-administered medicinal product. The renal function of these patients should be closely monitored with a frequency tailored to the individual patient's medical condition.Hepsera Summary of Product Characteristics, Gilead Sciences Ltd, August 2009.
Adefovir	Ampicillin	Not Available	Not Available
Adefovir	Anagrelide	Not Available	Not Available
Adefovir	Anastrozole	Not Available	Not Available
Adefovir	Anidulafungin	Not Available	Not Available
Adefovir	Antacids	Not Available	Not Available
Adefovir	Apixaban	Not Available	Not Available
Adefovir	Aprepitant	Not Available	Not Available
Adefovir	Aripiprazole	Not Available	Not Available
Adefovir	Artemether	Not Available	Not Available
Adefovir	Artemisinin	Not Available	Not Available
Adefovir	Artesunate	Not Available	Not Available
Adefovir	Ascorbic acid (Vitamin C)	Not Available	Not Available
Adefovir	Aspirin	Not Available	Not Available
Adefovir	Astemizole	Not Available	Not Available
Adefovir	Atazanavir	Not Available	Not Available
Adefovir	Atenolol	Not Available	Not Available
Adefovir	Atomoxetine	Not Available	Not Available
Adefovir	Atorvastatin	Not Available	Not Available
Adefovir	Atovaquone	Not Available	Not Available
Adefovir	Atropine	Not Available	Not Available
Adefovir	Azathioprine	Not Available	Not Available
Adefovir	Azilsartan	Not Available	Not Available
Adefovir	Azithromycin	Not Available	Not Available
Adefovir	Aztreonam	Not Available	Not Available
Adefovir	Baclofen	Not Available	Not Available
Adefovir	Basilixumab	Not Available	Not Available
Adefovir	Beclometasone	Not Available	Not Available
Adefovir	Benazepril	Not Available	Not Available
Adefovir	Bendroflumethiazide	Not Available	Not Available
Adefovir	Benztropine	Not Available	Not Available
Adefovir	Benzylpenicillin	Not Available	Not Available
Adefovir	Bepridil	Not Available	Not Available
Adefovir	Betamethasone	Not Available	Not Available
Adefovir	Bezafibrate	Not Available	Not Available
Adefovir	Bilastine	Not Available	Not Available
Adefovir	Bisacodyl	Not Available	Not Available
Adefovir	Bisoprolol	Not Available	Not Available
Adefovir	Boceprevir	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Adefovir undergoes renal excretion and does not affect any of the CYP isoforms.	(See Summary)
Adefovir	Bortezomib	Not Available	Not Available
Adefovir	Bosentan	Not Available	Not Available
Adefovir	Brivudine	Not Available	Not Available
Adefovir	Bromazepam	Not Available	Not Available
Adefovir	Bromocriptine	Not Available	Not Available
Adefovir	Bromperidol	Not Available	Not Available
Adefovir	Budesonide	Not Available	Not Available
Adefovir	Bumetanide	Not Available	Not Available
Adefovir	Bupivacaine	Not Available	Not Available
Adefovir	Buprenorphine	Not Available	Not Available
Adefovir	Bupropion	Not Available	Not Available
Adefovir	Buspirone	Not Available	Not Available
Adefovir	Calcitonin	Not Available	Not Available
Adefovir	Calcium resonium	Not Available	Not Available
Adefovir	Canagliflozin	Not Available	Not Available
Adefovir	Candesartan	Not Available	Not Available
Adefovir	Cannabis	Not Available	Not Available
Adefovir	Capecitabine	Not Available	Not Available
Adefovir	Capreomycin	Not Available	Not Available
Adefovir	Captopril	Not Available	Not Available
Adefovir	Carbamazepine	Not Available	Not Available
Adefovir	Carbidopa	Not Available	Not Available
Adefovir	Carbimazole	Not Available	Not Available
Adefovir	Carboplatin	Not Available	Not Available
Adefovir	Carisoprodol	Not Available	Not Available
Adefovir	Carvedilol	Not Available	Not Available
Adefovir	Caspofungin	Not Available	Not Available
Adefovir	Cefaclor	Not Available	Not Available
Adefovir	Cefadroxil	Not Available	Not Available
Adefovir	Cefalexin	Not Available	Not Available
Adefovir	Cefazolin	Not Available	Not Available
Adefovir	Cefixime	Not Available	Not Available
Adefovir	Cefotaxime	Not Available	Not Available
Adefovir	Cefradine	Not Available	Not Available
Adefovir	Ceftaroline	Not Available	Not Available
Adefovir	Ceftazidime	Not Available	Not Available
Adefovir	Ceftriaxone	Not Available	Not Available
Adefovir	Cefuroxime	Not Available	Not Available
Adefovir	Celecoxib	Not Available	Not Available
Adefovir	Celiprolol	Not Available	Not Available
Adefovir	Cetirizine	Not Available	Not Available
Adefovir	Chlorambucil	Not Available	Not Available
Adefovir	Chloramphenicol	Not Available	Not Available
Adefovir	Chloroquine	Not Available	Not Available
Adefovir	Chlorothiazide	Not Available	Not Available
Adefovir	Chlorphenamine	Not Available	Not Available
Adefovir	Chlorpromazine	Not Available	Not Available
Adefovir	Chlortalidone	Not Available	Not Available
Adefovir	Ciclesonide	Not Available	Not Available
Adefovir	Ciclosporin	A pharmacokinetic interaction between adefovir and ciclosporin is considered unlikely. As ciclosporin can affect renal function, close monitoring is recommended.	A clinical study in liver transplant patients has shown that no pharmacokinetic interaction occurs when adefovir dipivoxil 10 mg once daily is administered concomitantly with tacrolimus. A pharmacokinetic interaction between adefovir and ciclosporin is also considered unlikely as ciclosporin shares the same metabolic pathway as tacrolimus. Nevertheless, given that tacrolimus and ciclosporin can affect renal function, close monitoring is recommended when either of these agents is coadministered with adefovir dipivoxil.Hepsera Summary of Product Characteristics, Gilead Sciences Ltd, August 2009.The effect of adefovir on ciclosporin concentrations is not known.Hepsera US Prescribing Information, Gilead Sciences Inc, October 2009.
Adefovir	Cidofovir	Caution is advised as co-administration of adefovir may increase serum concentrations of either drug via competition for renal excretion pathways or affecting renal function. Close monitoring of renal function is required.	Caution is advised in patients receiving other medicinal products that may affect renal function or are excreted renally (e.g. cyclosporin and tacrolimus, intravenous aminoglycosides, amphotericin B, foscarnet, pentamidine, vancomycin, or medicinal products which are secreted by the same renal transporter, human Organic Anion Transporter 1 (hOAT1), such as cidofovir). Co-administration of 10 mg adefovir dipivoxil with medicinal products in these patients may lead to an increase in serum concentrations of either adefovir or a co-administered medicinal product. The renal function of these patients should be closely monitored with a frequency tailored to the individual patient's medical condition.Hepsera Summary of Product Characteristics, Gilead Sciences Ltd, August 2009.
Adefovir	Cilazapril	Not Available	Not Available
Adefovir	Cilostazol	Not Available	Not Available
Adefovir	Cimetidine	Not Available	Not Available
Adefovir	Ciprofloxacin	Not Available	Not Available
Adefovir	Cisapride	Not Available	Not Available
Adefovir	Cisatracurium	Not Available	Not Available
Adefovir	Cisplatin	Not Available	Not Available
Adefovir	Citalopram	Not Available	Not Available
Adefovir	Clarithromycin	Not Available	Not Available
Adefovir	Clavulanic acid	Not Available	Not Available
Adefovir	Clevidipine	Not Available	Not Available
Adefovir	Clindamycin	Not Available	Not Available
Adefovir	Clobazam	Not Available	Not Available
Adefovir	Clobetasol (topical)	Not Available	Not Available
Adefovir	Clobetasone (topical)	Not Available	Not Available
Adefovir	Clomifene	Not Available	Not Available
Adefovir	Clomipramine	Not Available	Not Available
Adefovir	Clonazepam	Not Available	Not Available
Adefovir	Clonidine	Not Available	Not Available
Adefovir	Clopidogrel	Not Available	Not Available
Adefovir	Clorazepate	Not Available	Not Available
Adefovir	Cloxacillin	Not Available	Not Available
Adefovir	Clozapine	Not Available	Not Available
Adefovir	Cobicistat (with ATV or DRV)	Coadministration has not been studied but based on the metabolism and clearance a clinically significant drug-drug interaction is unlikely. Adefovir is eliminated renally via glomerular filtration and active renal secretion by OAT1 and cobicistat is unlikely to inhibit OATs at clinically relevant concentrations. Note, cobicistat has been shown to decrease estimated creatinine clearance due to inhibition of tubular secretion of creatinine and should not be initiated in patients with creatinine clearance less than 70 ml/min if adefovir requires dose adjustment based on creatinine clearance.	(See Summary)
Adefovir	Cocaine	Not Available	Not Available
Adefovir	Codeine	Not Available	Not Available
Adefovir	Colchicine	Not Available	Not Available
Adefovir	Colestyramine	Coadministration has not been studied. Colestyramine may delay or reduce the absorption of drugs. Administration of other drugs should be at least 1 hour before or 4-6 hours after colestyramine.	(See Summary)
Adefovir	Conivaptan	Not Available	Not Available
Adefovir	Cyclobenzaprine	Not Available	Not Available
Adefovir	Cytisine	Not Available	Not Available
Adefovir	Dabigatran	Not Available	Not Available
Adefovir	Daclatasvir	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Adefovir is largely excreted unchanged via renal glomerular filtration and active renal secretion by OAT1.	(See Summary)
Adefovir	Dalteparin	Not Available	Not Available
Adefovir	Danaparoid	Not Available	Not Available
Adefovir	Dantron	Not Available	Not Available
Adefovir	Dapagliflozin	Not Available	Not Available
Adefovir	Dapsone	Not Available	Not Available
Adefovir	Darbepoetin	Not Available	Not Available
Adefovir	Darunavir	Not Available	Not Available
Adefovir	Dasatinib	Not Available	Not Available
Adefovir	Delavirdine	In a pharmacokinetic substudy of a randomised clinical trial, delavirdine concentrations were reduced by approximately 50% in the delavirdine plus adefovir arms compared with the delavirdine arms. The AUC of adefovir was not significantly changed.	In a pharmacokinetic substudy of a randomized, partially double-blinded, multicenter study in a population of indinavir-experienced subjects with virologic failure (ACTG 884), 12-hour pharmacokinetics was conducted after 2 weeks administration of saquinavir/ritonavir with delavirdine (group A, n=6), adefovir dipivoxil (group B, n=7), or both (group C, n=5), and saquinavir plus nelfinavir with delavirdine (group D, n=7), adefovir dipivoxil (group E, n=6), or both (group F, n=6). Delavirdine concentrations were reduced by approximately 50%, in the delavirdine plus adefovir dipivoxil arms compared with the delavirdine arms. The AUC of adefovir dipivoxil were not significantly different among the different groups. This drug-drug interaction was not expected, the mechanism(s) is (are) not clear, and additional studies are warranted.Competing drug-drug interactions among multidrug antiretroviral regimens used in the treatment of HIV infected subjects: ACTG 884 Fletcher C, Acosta E, Cheng H et al. AIDS 2000; 14: 2495-2501.
Adefovir	Desipramine	Not Available	Not Available
Adefovir	Desloratidine	Not Available	Not Available
Adefovir	Desmopressin	Not Available	Not Available
Adefovir	Desogestrel	Not Available	Not Available
Adefovir	Desvenlafaxine	Not Available	Not Available
Adefovir	Dexamethasone	Not Available	Not Available
Adefovir	Dextromethorphan	Not Available	Not Available
Adefovir	Dextropropoxyphene	Not Available	Not Available
Adefovir	Diamorphine	Not Available	Not Available
Adefovir	Diazepam	Not Available	Not Available
Adefovir	Diclofenac	Not Available	Not Available
Adefovir	Didanosine	The pharmacokinetics of adefovir and didanosine were unchanged following multiple dose co-administration to healthy volunteers.	The pharmacokinetics of adefovir have been evaluated in healthy adult volunteers following multiple dose administration of adefovir 10mg once daily in combination with enteric coated didanosine (400 mg) (n=21). The pharmacokinetics of adefovir and didanosine were unchanged.Hepsera US Prescribing Information, Gilead Sciences Inc, October 2009.
Adefovir	Dienogest	Not Available	Not Available
Adefovir	Diflunisal	Not Available	Not Available
Adefovir	Digoxin	Not Available	Not Available
Adefovir	Dihydroartemisinin	Not Available	Not Available
Adefovir	Dihydrocodeine	Not Available	Not Available
Adefovir	Dihydroergotamine	Not Available	Not Available
Adefovir	Diltiazem	Not Available	Not Available
Adefovir	Diphenhydramine	Not Available	Not Available
Adefovir	Dipyridamole	Not Available	Not Available
Adefovir	Disopyramide	Not Available	Not Available
Adefovir	Disulfiram	Not Available	Not Available
Adefovir	Dofetilide	Not Available	Not Available
Adefovir	Dolutegravir	Coadministration has not been studied but based on the metabolism and clearance a clinically significant drug-drug interaction is unlikely, Adefovir is eliminated renally via glomerular filtration and active renal secretion by OAT1, however, dolutegravir is not expected to inhibit this renal transporter. 	(See Summary)
Adefovir	Domperidone	Not Available	Not Available
Adefovir	Dorzolamide	Not Available	Not Available
Adefovir	Doxazosin	Not Available	Not Available
Adefovir	Doxepin	Not Available	Not Available
Adefovir	Doxorubicin	Not Available	Not Available
Adefovir	Doxycycline	Not Available	Not Available
Adefovir	Dronedarone	Not Available	Not Available
Adefovir	Droperidol	Not Available	Not Available
Adefovir	Drospirenone	Not Available	Not Available
Adefovir	Dulaglutide	Not Available	Not Available
Adefovir	Duloxetine	Not Available	Not Available
Adefovir	Dutasteride	Not Available	Not Available
Adefovir	Echinacea	Not Available	Not Available
Adefovir	Eculizumab	Not Available	Not Available
Adefovir	Edoxaban	Not Available	Not Available
Adefovir	Efavirenz	No interaction observed at doses of adefovir 6- to 12-fold higher than the 10 mg dose recommended for the treatment of chronic hepatitis B.	A previous version (October 2007) of the Hepsera Summary of Product Characteristics stated that at doses of adefovir dipivoxil 6- to 12-fold higher than the 10 mg dose recommended for the treatment of chronic hepatitis B, there was no interaction with efavirenz. These details are not in the current version of the SPC.
Adefovir	Elbasvir/Grazoprevir	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Adefovir is largely excreted unchanged via renal glomerular filtration and active renal secretion by OAT1, which are not expected to be affected by elbasvir/grazoprevir.	(See Summary)
Adefovir	Eletriptan	Not Available	Not Available
Adefovir	Eltrombopag	Not Available	Not Available
Adefovir	Elvitegravir/cobi/FTC/TAF	Genvoya, which contains tenofovir (derived from tenofovir alafenamide), should not be used concomitantly with adefovir dipivoxil.	Genvoya should not be administered concomitantly with medicinal products containing adefovir dipivoxil. Genvoya Summary of Product Characteristics, Gilead Sciences International Ltd, November 2015.Do not use with drugs containing adefovir dipivoxil.Genvoya US Prescribing Information, Gilead Sciences Inc, November 2015.
Adefovir	Elvitegravir/cobi/FTC/TDF	Coadministration has not been studied. Stribild, which contains tenofovir, should not be administered concomitantly with adefovir dipivoxil.	Stribild should not be administered concomitantly with adefovir dipivoxil used for the treatment of hepatitis B virus infection.Stribild Summary of Product Characteristics, Gilead Sciences International Ltd, May 2015.Stribild is not recommended for coadministration with adefovir dipivoxil.Stribild Prescribing Information, Gilead Sciences Inc, July 2015.
Adefovir	Empagliflozin	Not Available	Not Available
Adefovir	Emtricitabine	Not Available	Not Available
Adefovir	Emtricitabine/TAF	Coadministration has not been studied and is contraindicated. Descovy, which contains tenofovir (derived from tenofovir alafenamide), should not be used concomitantly with adefovir dipivoxil.	Descovy should not be administered concomitantly with medicinal products containing adefovir dipivoxil.Descovy Summary of Product Characteristics, Gilead Sciences Ltd, April 2016.
Adefovir	Enalapril	Not Available	Not Available
Adefovir	Enoxaparin	Not Available	Not Available
Adefovir	Entecavir	A pharmacokinetic study in healthy volunteers showed no significant pharmacokinetic interaction when adefovir and entecavir were co-administered. 	No pharmacokinetic interactions between entecavir and lamivudine, adefovir or tenofovir were observed.Baraclude Summary of Product Characteristics, Bristol-Myers Squibb Pharmaceuticals Ltd, September 2010. Coadministration of entecavir with lamivudine, adefovir dipivoxil, or tenofovir disoproxil fumarate did not result in significant drug interactions.Baraclude US Prescribing Information, Bristol-Myers Squibb Company, October 2010. In a fixed-sequence crossover design in healthy adult subjects (n=26), subjects received 10 mg adefovir daily on days 1 to 4, 1 mg entecavir on days 5 to 14, and 1 mg entecavir plus 10 mg adefovir on days 15 to 24. The geometric mean ratios (90% confidence interval) for AUC, peak plasma concentration, and 24 hour post-dose plasma concentration of entecavir and adefovir were unchanged. Entecavir and adefovir were well tolerated when administered in combination. Therefore, the pharmacokinetic data generated in this study indicate that entecavir and adefovir can be coadministered without dose adjustment.Absence of a pharmacokinetic interaction between entecavir and adefovir.  Bifano M, Yan Y-H, Smith R  et al. J Clin Pharmacol 2007; 47: 1327-1334.
Adefovir	Eplerenone	Not Available	Not Available
Adefovir	Epoetin alfa	Not Available	Not Available
Adefovir	Eprosartan	Not Available	Not Available
Adefovir	Ergometrine (ergonovine)	Not Available	Not Available
Adefovir	Ergotamine	Not Available	Not Available
Adefovir	Erlotinib	Not Available	Not Available
Adefovir	Ertapenem	Not Available	Not Available
Adefovir	Erythromycin	Not Available	Not Available
Adefovir	Escitalopram	Not Available	Not Available
Adefovir	Eslicarbazepine	Not Available	Not Available
Adefovir	Esomeprazole	Not Available	Not Available
Adefovir	Estazolam	Not Available	Not Available
Adefovir	Estradiol	Not Available	Not Available
Adefovir	Estramustine	Not Available	Not Available
Adefovir	Etanercept	Not Available	Not Available
Adefovir	Ethambutol	Not Available	Not Available
Adefovir	Ethinylestradiol	Not Available	Not Available
Adefovir	Ethosuximide	Not Available	Not Available
Adefovir	Etoposide	Not Available	Not Available
Adefovir	Etoricoxib	Not Available	Not Available
Adefovir	Etravirine	Not Available	Not Available
Adefovir	Everolimus	Not Available	Not Available
Adefovir	Exemestane	Not Available	Not Available
Adefovir	Exenatide	Not Available	Not Available
Adefovir	Ezetimibe	Not Available	Not Available
Adefovir	Famotidine	Not Available	Not Available
Adefovir	Felodipine	Not Available	Not Available
Adefovir	Fenofibrate	Not Available	Not Available
Adefovir	Fentanyl	Not Available	Not Available
Adefovir	Fexofenadine	Not Available	Not Available
Adefovir	Filgrastim	Not Available	Not Available
Adefovir	Finasteride	Not Available	Not Available
Adefovir	Fingolimod	Not Available	Not Available
Adefovir	Fish oils	Not Available	Not Available
Adefovir	Flecainide	Not Available	Not Available
Adefovir	Flibanserin	Not Available	Not Available
Adefovir	Flucloxacillin	Not Available	Not Available
Adefovir	Fluconazole	Not Available	Not Available
Adefovir	Flucytosine	Not Available	Not Available
Adefovir	Fludarabine	Not Available	Not Available
Adefovir	Fludrocortisone	Not Available	Not Available
Adefovir	Fluindione	Not Available	Not Available
Adefovir	Flunisolide	Not Available	Not Available
Adefovir	Fluoxetine	Not Available	Not Available
Adefovir	Flupentixol	Not Available	Not Available
Adefovir	Fluphenazine	Not Available	Not Available
Adefovir	Flurazepam	Not Available	Not Available
Adefovir	Flurbiprofen	Not Available	Not Available
Adefovir	Fluticasone	Not Available	Not Available
Adefovir	Fluvastatin	Not Available	Not Available
Adefovir	Fluvoxamine	Not Available	Not Available
Adefovir	Folic acid	Not Available	Not Available
Adefovir	Fondaparinux	Not Available	Not Available
Adefovir	Formoterol	Not Available	Not Available
Adefovir	Fosamprenavir	Not Available	Not Available
Adefovir	Foscarnet	Caution is advised as co-administration of adefovir may increase serum concentrations of either drug via competition for renal excretion pathways or affecting renal function. Close monitoring of renal function is required.	Caution is advised in patients receiving other medicinal products that may affect renal function or are excreted renally (e.g. cyclosporin and tacrolimus, intravenous aminoglycosides, amphotericin B, foscarnet, pentamidine, vancomycin, or medicinal products which are secreted by the same renal transporter, human Organic Anion Transporter 1 (hOAT1), such as cidofovir). Co-administration of 10 mg adefovir dipivoxil with medicinal products in these patients may lead to an increase in serum concentrations of either adefovir or a co-administered medicinal product. The renal function of these patients should be closely monitored with a frequency tailored to the individual patient's medical condition.Hepsera Summary of Product Characteristics, Gilead Sciences Ltd, August 2009.
Adefovir	Fosinopril	Not Available	Not Available
Adefovir	Frovatriptan	Not Available	Not Available
Adefovir	Furosemide	Not Available	Not Available
Adefovir	Gabapentin	Not Available	Not Available
Adefovir	Gadopentetate (gadolinium)	Not Available	Not Available
Adefovir	Gamma-hydroxybutyrate	Not Available	Not Available
Adefovir	Garlic	Not Available	Not Available
Adefovir	Gefitinib	Not Available	Not Available
Adefovir	Gemcitabine	Not Available	Not Available
Adefovir	Gemfibrozil	Not Available	Not Available
Adefovir	Gentamicin	Not Available	Not Available
Adefovir	Ginkgo biloba	Not Available	Not Available
Adefovir	Ginseng	Not Available	Not Available
Adefovir	Glibenclamide (Glyburide)	Not Available	Not Available
Adefovir	Gliclazide	Not Available	Not Available
Adefovir	Glimepiride	Not Available	Not Available
Adefovir	Glipizide	Not Available	Not Available
Adefovir	Goserelin	Not Available	Not Available
Adefovir	Grapefruit juice	Not Available	Not Available
Adefovir	Griseofulvin	Not Available	Not Available
Adefovir	Halofantrine	Not Available	Not Available
Adefovir	Haloperidol	Not Available	Not Available
Adefovir	Heparin	Not Available	Not Available
Adefovir	Hydralazine	Not Available	Not Available
Adefovir	Hydrochlorothiazide	Not Available	Not Available
Adefovir	Hydrocodone	Not Available	Not Available
Adefovir	Hydrocortisone (topical)	Not Available	Not Available
Adefovir	Hydromorphone	Not Available	Not Available
Adefovir	Hydroxychloroquine	Not Available	Not Available
Adefovir	Hydroxyzine	Not Available	Not Available
Adefovir	Hyoscine	Not Available	Not Available
Adefovir	Ibandronic acid	Co-administration has not been studied but based on metabolism and clearance a pharmacokinetic interaction appears unlikely. However, ibandronic acid should be taken after an overnight fast (at least 6 hours) and before the first food or drink of the day. Medicinal products and supplements should be similarly avoided prior to taking ibandronic acid. Fasting should be continued for at least 30 minutes after taking ibandronic acid.	(See Summary)
Adefovir	Ibuprofen	Adefovir did not affect the pharmacokinetics of ibuprofen. Increases in adefovir Cmax (33%), AUC (23%) and urinary recovery were observed, no dose adjustment is recommended.	The pharmacokinetics of adefovir have been evaluated following multiple dose administration of adefovir (10 mg once daily) in combination with ibuprofen (800 mg three times daily) in healthy volunteers (n=18). Adefovir did not affect the pharmacokinetics of ibuprofen, however increases in adefovir Cmax (33%), AUC (23%) and urinary recovery were observed. This increase appears to be due to higher oral bioavailability, not a reduction in renal clearance of adefovir. The clinical significance of this increase in adefovir exposure is unknown and no dose adjustment is recommended.Hepsera US Prescribing Information, Gilead Sciences Inc, October 2009.
Adefovir	Idarubicin	Not Available	Not Available
Adefovir	Iloperidone	Not Available	Not Available
Adefovir	Iloprost	Not Available	Not Available
Adefovir	Imatinib	Not Available	Not Available
Adefovir	Imipenem	Not Available	Not Available
Adefovir	Imipramine	Not Available	Not Available
Adefovir	Indapamide	Not Available	Not Available
Adefovir	Indinavir	No interaction observed at doses of adefovir 6- to 12-fold higher than the 10 mg dose recommended for the treatment of chronic hepatitis B. 	A previous version (October 2007) of the Hepsera Summary of Product Characteristics stated that at doses of adefovir dipivoxil 6- to 12-fold higher than the 10 mg dose recommended for the treatment of chronic hepatitis B, there was no interaction with indinavir. These details are not in the current version of the SPC.
Adefovir	Indometacin	Not Available	Not Available
Adefovir	Insulin	Not Available	Not Available
Adefovir	Ipilimumab	Not Available	Not Available
Adefovir	Ipratropium bromide	Not Available	Not Available
Adefovir	Irbesartan	Not Available	Not Available
Adefovir	Irinotecan	Not Available	Not Available
Adefovir	Iron supplements	Not Available	Not Available
Adefovir	Isoflurane	Not Available	Not Available
Adefovir	Isoniazid	Not Available	Not Available
Adefovir	Isotretinoin	Not Available	Not Available
Adefovir	Ispaghula husk	Not Available	Not Available
Adefovir	Isradipine	Not Available	Not Available
Adefovir	Itraconazole	Not Available	Not Available
Adefovir	Ivabradine	Not Available	Not Available
Adefovir	Ivermectin	Not Available	Not Available
Adefovir	Ketamine	Not Available	Not Available
Adefovir	Ketoconazole	Not Available	Not Available
Adefovir	Ketoprofen	Not Available	Not Available
Adefovir	Labetalol	Not Available	Not Available
Adefovir	Lacidipine	Not Available	Not Available
Adefovir	Lacosamide	Not Available	Not Available
Adefovir	Lactulose	Not Available	Not Available
Adefovir	Lamivudine	Concomitant administration of 10 mg adefovir dipivoxil and 100 mg lamivudine did not alter the pharmacokinetic profile of either medicinal product.	Concomitant administration of 10 mg adefovir dipivoxil and 100 mg lamivudine did not alter the pharmacokinetic profile of either medicinal product.Hepsera Summary of Product Characteristics, Gilead Sciences Ltd, August 2009.The pharmacokinetics of adefovir have been evaluated following multiple dose administration of adefovir (10 mg once daily) in combination with lamivudine (100 mg once daily), in healthy volunteers (n=18). The pharmacokinetics of adefovir and lamivudine were unchanged.Hepsera US Prescribing Information, Gilead Sciences Inc, October 2009.
Adefovir	Lamivudine (HBV)	Concomitant administration of 10 mg adefovir dipivoxil and 100 mg lamivudine did not alter the pharmacokinetic profile of either medicinal product.	Concomitant administration of 10 mg adefovir dipivoxil and 100 mg lamivudine did not alter the pharmacokinetic profile of either medicinal product.Hepsera Summary of Product Characteristics, Gilead Sciences Ltd, August 2009.The pharmacokinetics of adefovir have been evaluated following multiple dose administration of adefovir (10 mg once daily) in combination with lamivudine (100 mg once daily), in healthy volunteers (n=18). The pharmacokinetics of adefovir and lamivudine were unchanged.Hepsera US Prescribing Information, Gilead Sciences Inc, October 2009.
Adefovir	Lamotrigine	Not Available	Not Available
Adefovir	Lanreotide	Not Available	Not Available
Adefovir	Lansoprazole	Not Available	Not Available
Adefovir	Lapatinib	Not Available	Not Available
Adefovir	Ledipasvir/Sofosbuvir	Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Adefovir is largely excreted unchanged via renal glomerular filtration and active renal secretion by OAT1. Ledipasvir/sofosbuvir do not inhibit this transporter.	(See Summary)
Adefovir	Lercanidipine	Not Available	Not Available
Adefovir	Letrozole	Not Available	Not Available
Adefovir	Levetiracetam	Not Available	Not Available
Adefovir	Levocetirizine	Not Available	Not Available
Adefovir	Levofloxacin	Not Available	Not Available
Adefovir	Levomepromazine	Not Available	Not Available
Adefovir	Levothyroxine	Not Available	Not Available
Adefovir	Lidocaine (Lignocaine)	Not Available	Not Available
Adefovir	Linaclotide	Not Available	Not Available
Adefovir	Linagliptin	Not Available	Not Available
Adefovir	Linezolid	Not Available	Not Available
Adefovir	Liraglutide	Not Available	Not Available
Adefovir	Lisinopril	Not Available	Not Available
Adefovir	Lithium	Not Available	Not Available
Adefovir	Lixisenatide	Not Available	Not Available
Adefovir	Loperamide	Not Available	Not Available
Adefovir	Lopinavir	Not Available	Not Available
Adefovir	Loratadine	Not Available	Not Available
Adefovir	Lorazepam	Not Available	Not Available
Adefovir	Lormetazepam	Not Available	Not Available
Adefovir	Losartan	Not Available	Not Available
Adefovir	Lovastatin	Not Available	Not Available
Adefovir	Lubiprostone	Not Available	Not Available
