antihypertensive compounds,group
antihypertensive drugs,group
antihypertensive medications,group
antihypertensives,drug
antihypertensives,group
antimuscarinics,group
Antimycobacterial agents,group
antimycotic agents,group
Antineoplastic agents,group
antineoplastic drugs,group
antiparkinson drugs,group
antiparkinsonian agents,group
antiparkinsonian drug,group
antiparkinsonian-agents,group
antiplatelet agents,group
antiplatelet medication,group
antipsychotic agents,group
antipsychotic drug,group
antipsychotics,group
antiretroviral,group
antiretroviral drugs,group
antithrombin III,drug
antithyroid agents,group
antituberculous drugs,group
Antizol,brand
APOKYN,brand
ARAVA,brand
ARIMIDEX,brand
arsenate,drug_n
Arthropan,drug
ascorbic acid,drug
aspirin,brand
aspirin,drug
aspirins,brand
Astramorph,brand
ATACAND,brand
Atromid-S,brand
atropine sulfate,drug
ATROVENT,brand
AUGMENTIN XR,brand
AVONEX,brand
AXERT,brand
azole antifungal agents,group
azole antifungals,group
azole antimycotics,group
azole-type antifungal agents,group
azoles,group
b-blocking drug,group
b-lactam antibiotics,group
bacteriostatic antibiotics,group
barbituates,group
barbiturates,group
belladonna alkaloids,group
benzodiazepenes,group
benzodiazepine,group
benzodiazepine class,group
benzodiazepines,drug
benzodiazepines,group
benzothiazepine,group
bepridil hydrochloride,drug
beta adrenergic aerosol bronchodilators,group
Beta adrenergic agonists,group
beta adrenergic antagonists,group
beta adrenergic blockers,group
beta adrenergic blocking agents,group
beta blocker,group
beta blockers,group
beta blocking agents,group
beta-adrenergic antagonists,group
beta-adrenergic blockers,group
beta-adrenergic blocking agent,group
beta-adrenergic blocking agents,group
Beta-adrenergic blocking drugs,group
Beta-adrenergic receptor antagonists,group
beta-adrenergic receptor blocking agents,group
beta-adrenoceptor blocking agents,group
beta-agonists,group
beta-blocker,group
beta-blockers,group
beta-blocking,drug
beta-blocking agent,group
beta-blocking agents,group
beta-carotene,drug
beta-endorphin,drug_n
beta-lactam antibiotics,group
beta2-agonists,group
beta2-agonists.,group
BETAGAN,brand
Betaseron,brand
BEXTRA,brand
Bezalip,brand
Bezalip retard,brand
bile acid binding resin,group
Bile acid binding resins,group
bishydroxycoumarin,drug
blood thinner,group
bombesin,drug_n
boric acid,drug
BOTOX,brand
botulinum toxin,group
Bretylium Tosylate,drug
BREVIBLOC,brand
Brilinta,brand
broad-spectrum antibiotics,group
bromelains,drug
bromocriptine mesylate,drug
BROVANA,brand
Buforin II,drug_n
buspirone HCl,drug
buspirone hydrochloride,drug
BUSULFEX,brand
butyrophenone classes of antipsychotic agents,group
butyrophenones,group
Calan SR,brand
Calcitonin (salmon),drug
calcium antagonist,group
calcium antagonists,group
calcium blockers,group
calcium channel antagonists,group
calcium channel blocker,group
calcium channel blockers,group
CAMPTOSAR,brand
CaNa 2 EDTA,drug
CANCIDAS,brand
cannabinoids,group
carbamate insecticide,drug_n
carbenicillin indanyl sodium,drug
carbonic anhydrase inhibitors,group
Carboptic,brand
cardiac glycosides,group
CASODEX,brand
catecholamine depletors,group
Catecholamine-depleting drugs,group
catecholamines,group
CCI-779,drug
CCNU,drug
cefditoren pivoxil,drug
CEFOTAN,brand
CELEBREX,brand
Celexa,brand
Celontin,brand
central nervous system depressants,group
central nervous system stimulants,group
centrally acting drugs,group
cephaloridine,drug
cephalosporin antibiotics,group
cephalosporins,group
Cerebyx,brand
Cerezyme,brand
cerivastatin sodium,drug
Cerubidine,brand
CGS 21680,drug_n
CGS21680,drug_n
charcoal,drug
CHEMET,brand
Chirocaine,brand
Chloromycetin,brand
cholestryramine,drug
Cholestytamine,drug
choline salicylate,drug
cholinergic agonists,group
cholinesterase inhibitors,group
chondroitin ABC lyase,drug_n
chymotrypsin,drug
cimetidine 400 mg,drug
cinchophen,drug
cis-platinum,drug
clofibric acid,drug_n
Clomipramine HCl,drug
clonidine hydrochloride,drug
clorazepate dipotassium,drug
CMI,drug
CNS depressant,group
CNS depressant drugs,group
CNS depressant medications,group
CNS depressants,drug
CNS DEPRESSANTS,group
CNS depression-producing drugs,group
CNS stimulants,group
CNS-depressant drug,group
cobalt,drug
COLESTID,brand
colestipol hydrochloride,drug
Coly-Mycin M,brand
combination hormonal contraceptives,group
contortrostatin,drug_n
contraceptive,group
contraceptives,group
COPEGUS,brand
COREG,brand
cortico-steroids,group
corticosteroid,drug
corticosteroid,group
corticosteroids,group
coumaphos,drug_n
coumarin,group
coumarin anticoagulant,group
coumarin anticoagulants,group
coumarin derivatives,group
coumarin drugs,group
coumarin-derivative anticoagulants,group
coumarin-type anticoagulants,group
coumarins,group
CRIXIVAN,brand
CRM197,drug_n
cromolyn sodium,drug
Cuprimine,brand
curare-like compounds,group
curariform drugs,group
Curariform muscle relaxants,brand
cyclic antidepressants,group
cyclopropane,drug
cyclosporin,drug
cyclosporin A,drug
cyclosporine A,drug
CYLERT,brand
cypermethrin,drug
Cytadren,brand
Cytochalasin D,drug_n
Cytosine arabinoside,drug
cytotoxic,group
cytotoxic agents,group
d-amphetamine,drug
D.H.E. 45,brand
dantrolene sodium,drug
darbepoetin,drug
DCG-IV,drug_n
decongestant drugs,group
decongestants,group
DEET,drug
DEMSER,brand
Depen,brand
depo-subQ provera 104,brand
desglymidodrine,drug_n
desipramine hydrochloride,drug
Desyrel,brand
DETROL LA,brand
dextran,drug
dextromethorphan hydrobromide,drug
DIAMOX,brand
dicumarol,drug
DIDREX,brand
DIFLUCAN,brand
digitalis,group
digitalis glycosides,group
digitalis preparations,group
dihydroergotamine mesylate,drug
dihydropyridine calcium channel blockers,group
Dilantin,brand
DILAUDID,brand
diltiazem hydrochloride,drug
dinoprost,drug
Diphenhydramine hydrochloride,drug
Diphenoxylate HCl,drug
diphenylhydantoin,drug
diphosphonate,group
DIPRIVAN,brand
dipyrone,drug
DISALCID,brand
disopyramide phosphate,drug
DITROPAN XL,brand
diuretic,drug
diuretic,group
diuretic agents,group
diuretics,drug
diuretics,group
dmPGE2,drug_n
dolasetron mesylate,drug
dopamine agonists,group
dopamine antagonists,group
Dopamine D2 receptor antagonists,group
dopamine HCl,drug
dopaminergic agents,group
DOSTINEX,brand
doxorubicin HCL,drug
DURAGESIC,brand
DZNep,drug_n
Echistatin,drug_n
EDECRIN,brand
edetate calcium disodium,drug
EGF,drug_n
ELDEPRYL,brand
ELLENCE,brand
ELOXATIN,brand
ELSPAR,brand
EMCYT,brand
ENABLEX,brand
enalaprilat,drug
ENBREL,brand
endotoxin,drug_n
endoxifen,drug_n
enkephalins,drug_n
EPA,drug
EQUETROTM,brand
ERGAMISOL,brand
ERGOMAR,brand
ergot,drug
ergot alkaloid class,group
ergot alkaloids,group
ergot derivatives,group
ergot-type medications,group
ergot-type oxytocic drugs,group
erythromycins,drug
estrogen,group
estrogen-containing compounds,group
estrogens,group
ethyl alcohol,drug
ETHYOL,brand
etidronate,drug
Etofibrate,drug
ETOPOPHOS,brand
EULEXIN,brand
EVISTA,brand
Exjade,brand
EXTRANEAL,brand
FACTIVE,brand
Factrel,brand
fat soluble vitamins,group
fat-soluble vitamins,group
Fe,drug
Felbatol,brand
FELDENE,brand
Femara,brand
fenbufen,drug
ferrous gluconate,drug
ferrous sulfate,drug
fexofenadine hydrochloride,drug
fibrate,group
fibrate drugs,group
fibrates,group
Flavoridin,drug_n
FLEXERIL,brand
FLOLAN,brand
FLOMAX,brand
FLUDARA,brand
fludrocortisone acetate,drug
FLUOTHANE,brand
fluoxetine hydrochloride,drug
flupenthixol,drug
fluvoxamine maleate,drug
folic acid antagonists,group
fondaparinux,drug
FORADIL,brand
Fortovase,brand
FOSCAVIR,brand
fosinopril sodium,drug
FROVA,brand
gallamine,drug
ganglion blockers,group
ganglionic blocking agents,group
Gastrointestinal acidifying agents,group
gelusil,brand
gentamycin,drug
Geocillin,brand
GH,drug
ginkgo,drug
GL,drug_n
Gleevec,brand
glibenclamide,drug
glucagon,drug
glucocorticoids,group
glutamate,drug
glutamic acid HCl,drug
glycosides,group
gold medication,group
Gris-PEG,brand
GSLS,drug_n
H 2 -receptor antagonists,group
H1 blockers,group
H1-blocking agents,group
H2 blockers,group
H2-antagonists,group
HALDOL,brand
halogenated hydrocarbon anesthetics,group
halogenated hydrocarbon general anesthetics,group
HCTZ,drug
HDAC inhibitors,group
HEMABATE,brand
hemantane,drug_n
heme iron,drug
heparin sodium,drug
heparinase III,drug_n
herceptin,brand
HEXALEN,brand
Histamine H2 antagonists,group
histamine H2-receptor antagonists,group
HIVID,drug
HMG-CoA reductase inhibitor,group
HMG-CoA reductase inhibitor class,group
HMG-CoA reductase inhibitors,group
hormonal contraceptive agents,group
hormonal contraceptives,group
human growth hormone,drug
human insulin,drug
HUMIRA,brand
HUMORSOL,brand
hydantoin antiepileptic,group
hydrochloroquine,drug
hydroxymethylglutaryl coenzyme A (HMG-CoA) reductase inhibitors,group
hypnotic,group
hypnotics,group
hypoglycemic,group
hypoglycemic agents,group
hypoglycemic medications,group
hypoglycemics,group
hypotensive drugs,group
ibogaine,drug_n
imidazole compounds,group
imidazole drugs,group
imidazoles,group
imipramine HCl,drug
Imipramine hydrochloride,drug
Imitrex,brand
immuno-suppressant,group
immunomodulating drugs,group
immunosuppressants,group
immunosuppressive drugs,group
Implanon,brand
inactivated AI vaccines,drug
inactivated vaccines,group
INAPSINE,brand
INDOCIN,brand
influenza virus vaccine,group
INH,drug
Innovar,brand
Innovar Vet,brand
INOmax,brand
InsP(3),drug_n
INSPRA,brand
insulin,drug
interferon-alfa,drug
interleukin-1 antagonist,group
interleukin-2,drug
Intestinal adsorbents,group
intraconazole,drug
INVEGA,brand
Invirase,brand
iodamide,drug
Iodine,drug
IOPIDINE,brand
ipratropium,drug
IRESSA,brand
iron supplements,group
Ismelin,brand
isoniazide,drug
isoproterenol,drug
Isoproterenol hydrochloride,drug
Isopto Carbachol,brand
ISUPREL,brand
John's Wort,drug_n
Kadian,brand
Kaletra,brand
ketorolac tromethamine,drug
Killed virus vaccines,group
Kineret,brand
KRM-1648,drug_n
labetalol HCl,drug
Lamprene,brand
Lanoxin,brand
laxative,group
lead,drug_n
Leukine,brand
leukocyte transfusions,drug_n
levamisole hydrochloride,drug
Levo-Dromoran,brand
levodopa,drug
levomepromazine,drug
levonorgesterol,drug
levothyroxine sodium,drug
LEVSIN,brand
LEVULAN KERASTICK,brand
LEXAPRO,brand
Lipitor,brand
lithium carbonate,drug
live attenuated vaccines,group
live typhoid vaccines,group
live vaccines,group
Live virus vaccines,group
live-attenuated vaccines,group
Lodine,brand
long-acting nitrates,group
loop diuretics,group
Lotensin,brand
Maalox,brand
Maalox TC,brand
macrolide antibacterials,group
macrolide antibiotics,group
macrolide class,group
macrolides,group
Magan,brand
magnesium hydroxide,drug
magnesium trisilicate,drug
magnesium-aluminum hydroxide,drug
magnesium/choline salicylate,drug
major tranquilizers,group
MAO inhibitor,group
MAO inhibitors,group
MAO-A inhibitors,group
MAO-inhibitors,group
MAOI,group
MAOI antidepressants,group
MAOIs,group
Marplan,brand
Matulane,brand
MAXAIR AUTOHALER,brand
MAXIPIME,brand
Meclofenamate sodium,drug
melarsoprol,drug
meperidine,drug
MEPRON,brand
metamizol,drug
metaproterenol sulfate,drug
METH,drug
methenamine,drug
Methergine,brand
Methionine,drug
Methscopolamine,drug
methylergonovine maleate,drug
methylglyoxal,drug_n
methylxanthines,group
Metopirone,brand
Mexitil,brand
MIDAMOR,brand
Mineral oil,drug
mineral oil,drug_n
Miochol,brand
MIRAPEX,brand
misonidazole,drug_n
Mitomycin-C,drug
MIVACRON,brand
MOBIC,brand
mometasone furoate,drug
monoamine oxi-dase inhibitors,group
monoamine oxidase (MAO) inhibitors,group
monoamine oxidase inhibiting drugs,group
monoamine oxidase inhibitor,group
monoamine oxidase inhibitors,group
MONUROL,brand
MPTP,drug
MPTP,drug_n
MS Contin,brand
multi-minerals,group
multivalent cations,drug
multivitamin preparations,group
multivitamins,group
muscle relaxant drugs,group
muscle relaxants,group
MYCAMINE,brand
Myfortic,brand
Myfortic,drug
MYKROX,brand
MYOBLOC,brand
myocardial depressants,group
Myochrysine,brand
N-desmethyldiazepam,drug_n
N-diethyl-m-toluamide,drug
N-methyllevallorphan,drug_n
Nafazodone,drug
Nalfon,brand
naproxen sodium,drug
narcotic analgesic,group
narcotic analgesics,group
narcotics,group
Nardil,brand
nasal vasoconstrictor,group
nefazadone,drug
neomycin sulfate,drug
Neoral,brand
Neulasta,brand
neuroleptic,group
Neuroleptic Drugs,group
neuroleptics,group
neuromuscular blocking agents,group
Neurontin,brand
neurotensin,drug_n
NEXAVAR,brand
niacinamide,drug
nicardipine HCl,drug
nicotinic acid,drug
NIMBEX,brand
Nimotop,brand
nitrate,group
nitrates,drug
nitrates,group
nitric oxide donor compounds,group
nitrite,drug
nitrites,group
nitrous oxide,drug
Nizoral,brand
non- steroidal anti- inflammatory agents,group
non- steroidal antiinflammatory agent,group
non-depolarising muscle relaxant,group
non-depolarizing muscle relaxants,group
NON-NARCOTIC ANALGESICS,group
non-potassium sparing diuretics,group
non-selective beta-adrenergic-blocking agents,group
non-selective MAO inhibitor,group
non-selective MAO inhibitors,group
non-steroidal anti-inflammatory agent,group
non-steroidal anti-inflammatory agents,group
non-steroidal anti-inflammatory drugs,group
non-steroidal antiinflammatory drugs,group
nonbarbiturate hypnotics,group
Noncardioselective beta-blockers,group
nondepolarizing agents,drug
nondepolarizing agents,group
nondepolarizing muscle relaxants,group
nondepolarizing neuromuscular blocking agents,group
nonheme iron,drug
nonsteroial anti-inflammatory drugs,group
nonsteroidal anti inflammatory drug,group
nonsteroidal anti-inflammatory,drug
nonsteroidal anti-inflammatory,group
nonsteroidal anti-inflammatory agents,group
nonsteroidal anti-inflammatory drug,group
nonsteroidal anti-inflammatory drugs,group
nonsteroidal antiinflammatory agents,group
noradrenaline,drug
Norpace,brand
Norpace CR,brand
nortriptyline hydrochloride,drug
Norvir,brand
NSAID,group
NSAIDs,group
NUROMAX,brand
Ocupress,brand
olprinone,drug_n
OMNICEF,brand
opiate,group
opiates,group
opioid,group
opioid agonist analgesic,group
opioid analgesics,group
opioids,group
ORENCIA,brand
organic nitrates,group
organophosphate insecticide,drug_n
Ortho-Novum,brand
OVCON-35,brand
oxipurinol,drug
oxolinic acid,drug
oxycodone hydrochloride,drug
oxytocic agents,group
oxytocic drugs,group
oxytocics,group
PABA,drug_n
PAH,drug
pancreatin,drug
panobinostat,drug
Panretin,brand
para-aminobenzoic acid,drug_n
para-aminosalicylic acid,drug
paraldehyde,drug
Parnate,brand
PCP,drug_n
pectin,drug
PEG-Intron,brand
PEGANONE,brand
PEGASYS,brand
penicillin,drug
penicillin,group
penicillin G,drug
penicillins,group
Penthrane,brand
Pepto-Bismol,brand
perchlorate,drug_n
Perhexiline hydrogen maleate,drug
perindoprilat,drug_n
peripheral vasoconstrictors,group
Permax,brand
pertechnetate,drug
PGF2alpha,drug
phenazepam,drug_n
phenibut,drug_n
phenobarbital sodium,drug
phenothiazine,group
Phenothiazine-related compounds,group
phenothiazines,group
phenothiazines classes of antipsychotic agents,group
phentermine hydrochloride,drug
Phenurone,brand
phenylalkylamine,group
phenyramidol,drug_n
phosphate,drug
Phospholine Iodide,drug
photosensitizing agents,group
Piperacillin sodium,drug
piperine,drug_n
PIPRACIL,brand
platelet aggregation inhibitors,group
PLETAL,brand
polymyxins,group
Ponstel,brand
Posicor,brand
potassium sparing diuretics,group
potassium- sparing diuretics,group
Potassium-depleting diuretics,group
potassium-sparing antihypertensives,group
potassium-sparing diuretics,group
PRECEDEX,brand
precocene I,drug_n
Prelone,brand
PRINIVIL,brand
ProAmatine,brand
procaine hydrochloride,drug
progestin,drug
progestin,group
progestins,group
PROLEUKIN,brand
prolonged narcotics,group
Pronestyl,brand
propoxyphene,drug
prostaglandin F2alpha,drug
PROSTIN E2,brand
protease inhibitor,group
protease inhibitors,group
proton pump inhibitors,group
psychoactive drugs,group
psychotropic agents,group
psychotropic drug,group
psychotropic drugs,group
psychotropic medications,group
psychotropics,group
PTX,drug_n
PULMOZYME,brand
pure agonist opioid analgesic,group
PURINETHOL,brand
pyrantel,drug
Pyrazolone Derivatives,group
pyrazolones,group
quinolone,group
quinolone antibiotics,group
quinolone antimicrobial,group
quinolone class,group
quinolone class antimicrobial,group
quinolones,group
quinpirole,drug_n
R-warfarin,drug
radiographic iodinated contrast media,group
RAPTIVA,brand
rauwolfia alkaloid,group
REMERON,brand
REMERON SolTab,brand
REMICADE,brand
Retavase,brand
retinoids,group
retinyl acetate,drug
REVIA,brand
rifadin,brand
rifampin,drug
rifapentin,drug
rimantadine HCl,drug
Ritalin,brand
Robinul,brand
ROMAZICON,brand
RR,drug_n
S(-) warfarin,drug
S(-)warfarin,drug
S-ketamine,drug
S-warfarin,drug
salicylate,drug
salicylate,group
SALICYLATE DRUGS,group
salicylates,group
salicylic acid,drug
Sanctura,brand
Sandimmune,brand
SCH-23390,drug_n
secobarbitone sodium,brand
sedating drugs,group
sedative,group
sedative-hypnotics,group
sedatives,group
selective serotonin reuptake inhibitor,group
selective serotonin reuptake inhibitors,group
selegiline hydrochloride,drug
Sensipar,brand
serotonergic agents,group
serotonin reuptake inhibitor drug,group
serotonin reuptake inhibitors,group
serotoninergic agents,group
sex steroids,group
short-acting benzodiazepines,group
short-acting beta adrenergic aerosol bronchodilators,group
short-acting nitrates,group
sildenafil citrate,drug
silver,drug
simethicone,drug
simeticone,drug
Simulect,brand
SINEQUAN,brand
SKELAXIN,brand
skeletal muscle relaxants,group
SKELID,brand
sodium acid phosphate,drug
Sodium cephalothin,drug
sodium citrate,drug
sodium colistemethate,drug
sodium colistimethate,drug
sodium iodide I131,drug
sodium nitroprusside,drug
sodium polystyrene sulfonate,drug
sodium salicylate,drug
sodium thiosulfate,drug
sodium valproate,drug
Solganal,brand
somatropin,drug
SOMAVERT,brand
Sonata,brand
Soriatane,drug
SPIRIVA,brand
Sporanox,brand
SPRYCEL,brand
SSRI,group
SSRI antidepressants,group
SSRIs,group
STADOL NS,brand
Starlix,brand
statins,group
steroid,group
steroid medications,group
steroidal anti-inflammatory agent,group
steroids,group
STRATTERA,brand
Streptase,brand
SUBOXONE,brand
SUBUTEX,brand
succinimides,group
succinylcholine chloride,drug
SULAR,brand
sulfonamide drug,group
sulfonamides,group
sulfonylurea,group
sulfonylurea oral hypoglycemic agents,group
sulfonylureas,group
sulphasalazine,drug
sulphonylureas,group
sumatriptan succinate,drug
SUPRAX,brand
SUSTIVA,brand
SUTENT,brand
SYMLIN,brand
sympathomimetic,group
sympathomimetic agents,group
sympathomimetic amine,group
sympathomimetic amines,group
sympathomimetic bronchodilators,group
sympathomimetic drugs,group
sympathomimetic medication,group
sympathomimetic pressor amines,group
sympathomimetics,group
synthetic estrogens,group
T.A.,group
T3,drug
T4,drug
TABLOID,brand
Tagamet,brand
TAM,drug_n
TAMBOCOR,brand
TAO,drug
TARCEVA,brand
Targretin,brand
TAXOL,brand
TCA,group
TCAs,group
Tegretol,brand
TENORMIN,brand
tetracycline class,group
tetracycline class drugs,group
tetracyclines,group
Theo-Dur,brand
thiazide diuretic,group
thiazide diuretics,drug
thiazide diuretics,group
Thiazide drugs,group
thiazide-type diuretics,group
thiazides,group
thiazolesulfone,drug
thiosulfate,drug
thioxanthene classes of antipsychotic agents,group
thioxanthenes,group
thioxanthines,group
thrombolytics,group
thyroid,group
thyroid drugs,group
thyroid hormones,group
thyroid preparation,group
Thyroid preparations,group
thyroid products,group
thyroxine,drug
Tiazac,brand
TIKOSYN,brand
TNF antagonist,group
TNF antagonists,group
TNF-blocking agent,group
TNF-blocking agents,group
TNFa-blocking agents,group
TNKase,brand
TOBI,brand
TOLECTIN,brand
Topamax,brand
TORADOL,brand
TRACLEER,brand
TRACRIUM,brand
tranquilizers,group
tranquillisers,group
trazodone hydrochloride,drug
Trecator,brand
TRENTAL,brand
triacetyloleandomycin,drug
trichlorfon,drug_n
triclofos sodium,drug
TRICOR,brand
tricyclic,group
tricyclic anti-depressants,group
tricyclic antidepressant,group
tricyclic antidepressants,drug
tricyclic antidepressants,group
tricyclic drugs,group
tricyclics,group
triiodothyronine,drug
Trileptal,brand
Trilisate,brand
TRISENOX,brand
TRITEC,brand
tuftsin,drug_n
Tylenol,brand
Type 1C antiarrhythmics,group
tyramine,drug_n
TYSABRI,brand
Ultram,brand
uricosuric agents,group
Uricosuric drugs,group
uricosuric medication,group
uricosurics,group
Urinary acidifying,drug
Urinary acidifying agents,group
UROXATRAL,brand
vaccines,group
Valium,brand
valproate,drug
VAPRISOL,brand
vasoconstrictor drugs,group
vasoconstrictors,group
vasodilators,group
vasopressor,group
vasopressor drugs,group
vasopressors,group
VELCADE,brand
veratrum alkaloids,drug
veratrum alkaloids,group
verografine,drug
VERSED Syrup,brand
VESIcare,brand
VIDEX,brand
VIOXX,brand
VIRACEPT,brand
VISTIDE,brand
vitamin B-12,drug
Vitamin B1,drug
vitamin B12,drug
vitamin D,group
vitamin D analogues,group
vitamin D preparations,group
Vitamin D3,drug
vitamin E acetate,drug
vitamin K,group
vitamin K antagonists,group
vitamins,group
volatile inhalation anesthetics,group
voriconizole,drug
warfarin sodium,drug
warfarin-type anticoagulant,group
warfarin-type anticoagulants,group
WelChol,brand
WELLBUTRIN,brand
Xanax,brand
xanthine bronchodilators,group
xanthine derivatives,group
XENICAL,brand
ZADAXIN,brand
ZANOSAR,brand
Zarontin,brand
ZAVESCA,brand
ZDV,drug
ZEBETA,brand
Zemplar,brand
ZEMURON,brand
ZERIT,brand
ZETIA,brand
ZIAGEN,brand
zinc insulin,drug
ZOLINZA,brand
ZYVOX,brand
